SiO2,TiO2,Al2O3,FeOt,MnO,MgO,CaO,Na2O,K2O,P2O5,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Sr,Y,Rb,Ba,Hf,Nb,Ta,Th,U,Pb,Zr,Sc,V,Ni,Cr,A,La/Y,Nb/Y,Ba/Sc,Nb/Yb,Sr/Y,(La/Yb)/n,Ce/Yb,Zr/Y,La/Sm,Dy/Yb,Sm/Yb,Zr/Sm,Rb/Sr,Nd/Yb,Lu/Hf,Ce/Y,Nd/Y,Th/Yb,Gd/Yb,Ba/V,A/CaO,Th/Y,Ni/Sc,Cr/Sc,Ni/V,Cr/V,Predicted_Crustal_Thickness,Age,Age error,Lat,Lon
62.56,0.66,17.16,4.82,0.11,2.42,5.7,3.68,2.65,0.23,43,79.8,9.83,35.5,5.74,1.52,4.42,0.675,3.43,0.619,1.66,0.28,1.55,0.245,742,16.2,100,551,2.7,8.41,0.756,12.4,1.42,16,71.7,10.7,109,8.77,10.5,6.33,2.654320988,0.519135802,51.4953271,5.425806452,45.80246914,19.89927862,51.48387097,4.425925926,7.491289199,2.212903226,3.703225806,12.4912892,0.134770889,22.90322581,0.090740741,4.925925926,2.191358025,8,2.851612903,5.055045872,1.110320285,0.765432099,0.819626168,0.981308411,0.080458716,0.096330275,53.89180246,135,2,32.22005,81.24146667
72.9,0.3,14.22,2.48,0.06,0.96,3.09,3.21,2.71,0.07,27.9,49.5,5.1,17.7,3,0.767,2.59,0.473,2.91,0.566,1.49,0.305,2.03,0.289,146,15.2,93,428,2.23,5.46,0.592,16.3,1.97,12.6,57,7.56,42.2,2.39,6.4,5.92,1.835526316,0.359210526,56.61375661,2.689655172,9.605263158,9.858452329,24.38423645,3.75,9.3,1.433497537,1.477832512,19,0.636986301,8.719211823,0.129596413,3.256578947,1.164473684,8.02955665,1.275862069,10.14218009,1.91503268,1.072368421,0.316137566,0.846560847,0.056635071,0.151658768,34.60380106,135,2,32.20361667,81.25003333
72.01,0.32,14.55,2.7,0.06,0.98,3.24,3.33,2.73,0.08,29.4,50.8,5.35,19,3.02,0.816,2.73,0.474,2.78,0.549,1.94,0.364,2.25,0.344,195,17.8,130,450,2.14,6.66,0.755,16,1.73,13.2,62.4,7.66,51.6,2.86,8.04,6.06,1.651685393,0.374157303,58.74673629,2.96,10.95505618,9.372714487,22.57777778,3.505617978,9.735099338,1.235555556,1.342222222,20.66225166,0.666666667,8.444444444,0.160747664,2.853932584,1.06741573,7.111111111,1.213333333,8.720930233,1.872274143,0.898876404,0.373368146,1.049608355,0.055426357,0.155813953,31.75535271,130.5,1.2,32.1844,81.27296667
61.32,0.67,16.44,6.81,0.27,3.13,6.01,4.06,1.19,0.12,12.1,26.5,3.68,16.2,4.68,0.982,4.73,1.01,6.78,1.38,4.54,0.821,5.86,0.935,171,39,81.6,197,2.17,7.42,0.661,7.04,1.25,7.48,43.3,23.3,153,5.44,17.7,5.24,0.31025641,0.19025641,8.454935622,1.266211604,4.384615385,1.481113463,4.5221843,1.11025641,2.585470085,1.156996587,0.798634812,9.252136752,0.477192982,2.764505119,0.430875576,0.679487179,0.415384615,1.201365188,0.807167235,1.287581699,0.87244898,0.180512821,0.233476395,0.759656652,0.035555556,0.115686275,25.58603345,141.1,1.5,32.1844,81.27296667
72.61,0.32,14.4,2.43,0.09,0.99,2.43,3.37,3.26,0.08,30,56.9,6.05,22.4,4.36,0.928,4.35,0.852,4.95,1.05,3.53,0.609,3.95,0.609,169,29.6,144,395,3.5,12.9,1.8,18.9,2.18,17.9,88.3,7.66,39.1,1.89,5.8,6.64,1.013513514,0.435810811,51.56657963,3.265822785,5.709459459,5.447844897,14.40506329,2.983108108,6.880733945,1.253164557,1.103797468,20.25229358,0.852071006,5.670886076,0.174,1.922297297,0.756756757,4.784810127,1.101265823,10.10230179,2.729166667,0.638513514,0.246736292,0.757180157,0.048337596,0.148337596,42.4354101,135,2,32.12596667,81.27025
78.11,0.12,12.2,0.6,0.03,0.11,0.35,3.03,5.42,0.04,26.9,48.2,5.02,16.7,3.55,0.271,2.86,0.612,3.89,0.872,2.97,0.612,3.91,0.602,17.4,25.9,284,102,6.69,14,1.69,41.3,2.45,28.2,143,2.85,6.14,0.718,4.59,8.44,1.038610039,0.540540541,35.78947368,3.58056266,0.671814672,4.934874335,12.32736573,5.521235521,7.577464789,0.99488491,0.907928389,40.28169014,16.32183908,4.271099744,0.089985052,1.861003861,0.644787645,10.56265985,0.731457801,16.61237785,24.08571429,1.594594595,0.251929825,1.610526316,0.116938111,0.747557003,46.60242752,149.7,1.6,32.06903333,82.05585
73.39,0.31,14.03,1.89,0.05,0.74,2.06,2.86,4.61,0.07,35.6,65.1,6.7,23.5,3.44,0.827,3.14,0.507,3.08,0.597,1.6,0.251,2.08,0.315,171,17.8,215,596,2.58,10.6,1.05,20.3,1.8,17.2,83.5,5.65,41.8,2.15,7.36,7.47,2,0.595505618,105.4867257,5.096153846,9.606741573,12.27685816,31.29807692,4.691011236,10.34883721,1.480769231,1.653846154,24.27325581,1.257309942,11.29807692,0.122093023,3.657303371,1.320224719,9.759615385,1.509615385,14.25837321,3.632352941,1.140449438,0.380530973,1.302654867,0.051435407,0.176076555,40.22959187,155,2,32.1073,83.02393333
69.81,0.46,15.03,3.25,0.07,1.32,2.91,2.8,4.26,0.09,44.9,85.1,9.1,33.5,5.96,0.955,5.53,1.01,6.53,1.29,4.06,0.677,4.47,0.622,185,40,199,364,3.56,16.4,2.1,28.9,2.82,14.5,104,10.7,71.1,2.73,10.5,7.06,1.1225,0.41,34.01869159,3.668903803,4.625,7.205089721,19.03803132,2.6,7.533557047,1.460850112,1.333333333,17.44966443,1.075675676,7.494407159,0.174719101,2.1275,0.8375,6.465324385,1.237136465,5.11954993,2.423611111,0.7225,0.255140187,0.981308411,0.038396624,0.147679325,44.72857877,149.4,1.5,32.09196667,83.02423333
60.27,1.2,15.57,5.63,0.08,3.42,3.94,3.11,6.69,0.08,35.4,72.9,9.39,39,7.8,2.36,5.31,0.65,3.12,0.51,1.34,0.19,1.24,0.19,1279,13.1,486,2646,11.4,32.1,2.04,77.1,20.8,82.3,428,11.2,136,65.7,100,9.8,2.702290076,2.450381679,236.25,25.88709677,97.63358779,20.47774602,58.79032258,32.67175573,4.538461538,2.516129032,6.290322581,54.87179487,0.379984363,31.4516129,0.016666667,5.564885496,2.977099237,62.17741935,4.282258065,19.45588235,2.487113402,5.885496183,5.866071429,8.928571429,0.483088235,0.735294118,71.61289415,16,1,31.45,84.41667
60.15,1.17,15.59,5.79,0.07,3.43,3.86,3.16,6.72,0.06,33.5,67.6,9.12,37.9,7.35,2.4,5.01,0.68,2.96,0.51,1.33,0.2,1.34,0.21,1260,13.2,522,2722,12,33.5,2.17,76.8,22.1,81.6,444,10.2,101,65.8,59.9,9.89,2.537878788,2.537878788,266.8627451,25,95.45454545,17.93248945,50.44776119,33.63636364,4.557823129,2.208955224,5.485074627,60.40816327,0.414285714,28.28358209,0.0175,5.121212121,2.871212121,57.31343284,3.73880597,26.95049505,2.564643799,5.818181818,6.450980392,5.87254902,0.651485149,0.593069307,70.38056443,16,1,31.45,84.41667
61.51,1.14,15.15,4.88,0.06,3.59,4.02,2.86,6.43,0.37,48.3,109,15.1,64.1,12.6,2.69,7.7,0.86,3.64,0.6,1.6,0.2,1.39,0.21,1371,15.5,452,2465,10.2,29.1,1.85,79.4,17.5,62.2,380,9.74,118,48.2,87.1,9.29,3.116129032,1.877419355,253.0800821,20.9352518,88.4516129,24.92487023,78.41726619,24.51612903,3.833333333,2.618705036,9.064748201,30.15873016,0.32968636,46.11510791,0.020588235,7.032258065,4.135483871,57.12230216,5.539568345,20.88983051,2.313131313,5.122580645,4.948665298,8.942505133,0.408474576,0.738135593,70.64518416,16,1,31.45,84.41667
61.69,1.06,14.97,5.25,0.06,3.49,3.92,2.82,6.35,0.38,30.8,65.1,8.67,36.9,7.43,2.22,4.99,0.62,2.85,0.48,1.22,0.17,1.17,0.18,1124,12.2,439,2463,10.1,28.5,1.83,62.9,13.9,62.7,357,9.86,131,46.6,75.5,9.16,2.524590164,2.336065574,249.7971602,24.35897436,92.13114754,18.88275812,55.64102564,29.26229508,4.145356662,2.435897436,6.35042735,48.04845222,0.390569395,31.53846154,0.017821782,5.336065574,3.024590164,53.76068376,4.264957265,18.80152672,2.336814621,5.155737705,4.726166329,7.657200811,0.355725191,0.576335878,71.31857137,16,1,31.45,84.41667
61.55,1.14,15.24,5.36,0.06,3.22,3.76,2.81,6.47,0.4,44.7,93.1,12.6,51.1,10,2.25,6.56,0.75,3.47,0.59,1.55,0.22,1.4,0.22,1143,15.4,402,2453,9.64,27.3,1.7,62.8,14,87.5,351,9.95,134,45.3,76.8,9.28,2.902597403,1.772727273,246.5326633,19.5,74.22077922,22.90235081,66.5,22.79220779,4.47,2.478571429,7.142857143,35.1,0.351706037,36.5,0.022821577,6.045454545,3.318181818,44.85714286,4.685714286,18.30597015,2.471544715,4.077922078,4.552763819,7.718592965,0.338059701,0.573134328,71.24950787,16,1,31.45,84.41667
64.15,0.86,15.2,4.53,0.05,2.42,3.25,2.77,6.51,0.26,48.3,92.7,11.9,46.9,7.81,1.85,5.23,0.57,2.4,0.42,1.08,0.16,1.02,0.17,961,10.9,434,2113,9.3,26.2,1.66,72.5,12.5,67.2,328,2.55,79.5,40.4,64.9,9.27,4.431192661,2.403669725,828.627451,25.68627451,88.16513761,33.96624473,90.88235294,30.09174312,6.184379001,2.352941176,7.656862745,41.99743918,0.451612903,45.98039216,0.01827957,8.504587156,4.302752294,71.07843137,5.12745098,26.57861635,2.85,6.651376147,15.84313725,25.45098039,0.508176101,0.816352201,71.24878053,16,1,31.45,84.41667
65.08,0.87,15.77,4.19,0.08,1.77,2.68,3.06,6.42,0.07,42.2,84.5,10.3,42.6,7.96,1.77,5.13,0.6,2.82,0.51,1.31,0.2,1.32,0.22,967,12.9,446,1687,9.82,25.1,1.74,74.2,15.1,57.3,318,6.92,79.9,21.9,33.8,9.48,3.271317829,1.945736434,243.7861272,19.01515152,74.96124031,22.93185015,64.01515152,24.65116279,5.301507538,2.136363636,6.03030303,39.94974874,0.461220269,32.27272727,0.022403259,6.550387597,3.302325581,56.21212121,3.886363636,21.11389237,3.53030303,5.751937984,3.164739884,4.884393064,0.274092616,0.423028786,71.77999132,16,1,31.45,84.41667
64.45,0.94,15.98,4.83,0.06,1.6,2.73,3.19,6.19,0.03,38.5,80.5,11.2,46.7,9.39,2.49,6.06,0.74,3.42,0.61,1.52,0.24,1.48,0.23,1369,15.6,383,2154,9.28,28.7,1.93,69.6,16.3,66.9,315,7.25,83.4,14.7,20.4,9.38,2.467948718,1.83974359,297.1034483,19.39189189,87.75641026,18.65948227,54.39189189,20.19230769,4.100106496,2.310810811,6.344594595,33.54632588,0.279766253,31.55405405,0.024784483,5.16025641,2.993589744,47.02702703,4.094594595,25.82733813,3.432835821,4.461538462,2.027586207,2.813793103,0.176258993,0.244604317,69.93189435,16,1,31.45,84.41667
64.33,0.9,15.71,4.5,0.08,1.88,3.13,3.46,5.9,0.12,58.6,124,16.1,68.3,12.5,2.48,8.17,0.96,4.3,0.76,2.02,0.27,1.81,0.29,1248,19.7,393,1928,10.5,29.2,2,80.3,17.6,86,361,7.1,77.8,13.6,17.6,9.36,2.974619289,1.482233503,271.5492958,16.13259669,63.35025381,23.22306921,68.50828729,18.3248731,4.688,2.375690608,6.906077348,28.88,0.314903846,37.73480663,0.027619048,6.294416244,3.467005076,44.36464088,4.513812155,24.781491,2.993548387,4.076142132,1.915492958,2.478873239,0.174807198,0.22622108,71.21578485,16,1,31.45,84.41667
59.76,1.53,11.86,5.21,0.06,7.23,3.71,1.6,8.44,0.6,73.6,190,32.3,148,31.5,4.73,13.8,1.45,5.28,0.81,2.03,0.26,1.71,0.24,689,26.4,517,2914,17.7,34.3,1.9,225,36.8,68.4,694,15,94.82,211,317,10.04,2.787878788,1.299242424,194.2666667,20.05847953,26.09848485,30.873245,111.1111111,26.28787879,2.336507937,3.087719298,18.42105263,22.03174603,0.750362845,86.5497076,0.013559322,7.196969697,5.606060606,131.5789474,8.070175439,30.7319131,2.706043956,8.522727273,14.06666667,21.13333333,2.225268931,3.343176545,66.68619745,18,2,31.322374,82.909064
58.93,1.5,11.5,5.43,0.08,7.88,3.65,1.56,8.7,0.76,49.6,149,26.2,127,28,4.26,12.5,1.3,4.95,0.75,1.91,0.24,1.58,0.23,704,23.2,662,2993,18.5,35.2,2,241,38,61.3,706,15.4,107,234,365,10.26,2.137931034,1.517241379,194.3506494,22.27848101,30.34482759,22.51775891,94.30379747,30.43103448,1.771428571,3.132911392,17.72151899,25.21428571,0.940340909,80.37974684,0.012432432,6.422413793,5.474137931,152.5316456,7.911392405,27.97196262,2.807799443,10.38793103,15.19480519,23.7012987,2.186915888,3.411214953,65.86847738,18,2,31.322374,82.909064
59.25,1.34,12.67,6.14,0.08,7.32,3.81,1.88,7.4,0.11,31.2,75.84,12.4,59.2,15,4.4,8.09,0.92,3.89,0.63,1.57,0.21,1.39,0.21,851,18.5,488,3284,14.4,30.6,1.7,180,26.2,85.1,563,17,120,209,386,9.28,1.686486486,1.654054054,193.1764706,22.01438849,46,16.10053729,54.56115108,30.43243243,2.08,2.798561151,10.79136691,37.53333333,0.573443008,42.58992806,0.014583333,4.099459459,3.2,129.4964029,5.820143885,27.36666667,2.435013263,9.72972973,12.29411765,22.70588235,1.741666667,3.216666667,66.83339226,18,2,31.322374,82.909064
56.98,1.51,13.58,6.36,0.09,7.14,4.91,2.39,6.45,0.58,75.8,180,29,128,24.7,4.61,11.9,1.23,4.75,0.77,1.98,0.25,1.65,0.24,1031,24.7,515,2503,13.2,28.7,1.6,165,21.8,50,571,15.4,136,171,328,8.84,3.068825911,1.16194332,162.5324675,17.39393939,41.74089069,32.95230789,109.0909091,23.11740891,3.068825911,2.878787879,14.96969697,23.11740891,0.499515034,77.57575758,0.018181818,7.287449393,5.182186235,100,7.212121212,18.40441176,1.798336798,6.680161943,11.1038961,21.2987013,1.257352941,2.411764706,66.0892668,17.4,1.1,31.322374,82.909064
60.2,1.39,12.18,5.08,0.07,7.13,3.41,1.82,8.28,0.44,69.9,169,27.1,118,23.2,4.52,11,1.03,4.01,0.6,1.56,0.21,1.39,0.2,942,19.9,698,2797,17.2,30.5,1.7,186,26.6,53.8,709,12.4,82.4,194,256,10.1,3.512562814,1.532663317,225.5645161,21.94244604,47.33668342,36.07139605,121.5827338,35.6281407,3.012931034,2.884892086,16.69064748,30.56034483,0.740976645,84.89208633,0.011627907,8.492462312,5.929648241,133.8129496,7.913669065,33.94417476,2.961309524,9.346733668,15.64516129,20.64516129,2.354368932,3.106796117,66.70819506,17.4,2,31.322374,82.909064
58.02,1.48,13.7,5.99,0.08,6.87,4.43,2.41,6.64,0.37,63.7,142,21.2,87.83,16.5,3.46,7.86,0.83,3.45,0.57,1.44,0.19,1.26,0.18,969,17.5,498,2297,14.2,32.9,1.9,152,21.7,50.2,579,15.6,146.4,152,318,9.05,3.64,1.88,147.2435897,26.11111111,55.37142857,36.26347867,112.6984127,33.08571429,3.860606061,2.738095238,13.0952381,35.09090909,0.513931889,69.70634921,0.012676056,8.114285714,5.018857143,120.6349206,6.238095238,15.68989071,2.043678161,8.685714286,9.743589744,20.38461538,1.038251366,2.172131148,66.80550242,17.4,2,31.322374,82.909064
58.82,1.72,11.25,5.67,0.08,7.46,5.7,1.82,7.16,0.31,114,260,34.8,138,20.1,3.16,9.9,1.03,4.48,0.65,1.81,0.22,1.3,0.2,839,15,754,4465,26.9,53.2,3.47,118,4.08,67.8,953,17.3,104,210,396,8.97,7.6,3.546666667,258.0924855,40.92307692,55.93333333,62.90165531,200,63.53333333,5.671641791,3.446153846,15.46153846,47.41293532,0.898688915,106.1538462,0.007434944,17.33333333,9.2,90.76923077,7.615384615,42.93269231,1.573770492,7.866666667,12.13872832,22.89017341,2.019230769,3.807692308,74.22375556,12.5,0.5,30.861786,86.677649
58.16,1.62,11.53,7.04,0.08,7.23,6.07,1.84,6.35,0.08,49.7,153,19.6,82.07,14.6,2.37,7.66,0.83,3.67,0.57,1.62,0.21,1.36,0.2,1000,12.8,504,3626,20.5,52.7,2.98,166,16.3,77.9,741,22.2,147,215,450,8.19,3.8828125,4.1171875,163.3333333,38.75,78.125,26.21308017,112.5,57.890625,3.404109589,2.698529412,10.73529412,50.75342466,0.504,60.34558824,0.009756098,11.953125,6.41171875,122.0588235,5.632352941,24.66666667,1.349315068,12.96875,9.684684685,20.27027027,1.462585034,3.06122449,73.95538751,12.5,0.5,30.861786,86.677649
75.34,0.23,13.44,2.44,0.03,0.12,0.21,3.53,4.62,0.04,36.8,90.7,9.07,35.5,8.03,0.9,8.15,1.52,9.84,2.22,6.16,0.96,6.16,0.91,38.3,58.1,237,315,9.09,15.9,1.5,27.9,5.37,30.9,332,5.54,11.7,6.29,6.14,8.15,0.633390706,0.273666093,56.85920578,2.581168831,0.659208262,4.28516631,14.72402597,5.714285714,4.582814446,1.597402597,1.303571429,41.34495641,6.187989556,5.762987013,0.100110011,1.561101549,0.611015491,4.529220779,1.323051948,26.92307692,38.66666667,0.48020654,1.135379061,1.108303249,0.537606838,0.524786325,50.39937916,115.7,2,31.34231,88.9248
75.93,0.25,13.29,2.06,0.01,0.15,0.16,3.64,4.49,0.03,51.8,105,12.1,48.5,10.5,1.08,10.2,1.74,10.8,2.33,6.54,0.99,6.37,0.92,26.3,61.5,229,327,8.77,16.2,1.53,26.7,4.56,28.9,320,5.63,10.1,3.25,5.29,8.12,0.842276423,0.263414634,58.08170515,2.543171115,0.427642276,5.83298558,16.48351648,5.203252033,4.933333333,1.69544741,1.648351648,30.47619048,8.707224335,7.613814757,0.104903079,1.707317073,0.788617886,4.191522763,1.601255887,32.37623762,50.8125,0.434146341,0.577264654,0.939609236,0.321782178,0.523762376,48.45012281,115.7,2,31.34231,88.9248
76.71,0.2,13.21,1.44,0.01,0.09,0.18,3.7,4.42,0.03,57.9,128,14,55,12,1.15,11.1,1.88,11.6,2.49,6.95,1.03,6.63,0.95,26.5,65.2,205,485,9.4,17,1.61,29.5,7.21,44.7,342,4.53,2.64,0.82,2.18,8.12,0.88803681,0.260736196,107.0640177,2.564102564,0.406441718,6.264199935,19.30618401,5.245398773,4.825,1.749622926,1.809954751,28.5,7.735849057,8.295625943,0.10106383,1.963190184,0.843558282,4.449472097,1.674208145,183.7121212,45.22222222,0.452453988,0.181015453,0.481236203,0.310606061,0.825757576,49.13016854,115.7,2,31.34231,88.9248
75.63,0.39,14.95,0.38,0.01,0.18,0.24,3.28,4.9,0.06,35.9,80.3,8.97,36.3,8.04,0.9,7.42,1.3,8.5,1.9,5.52,0.88,5.68,0.84,45,51.5,253,481,12,16,1.37,29.5,7.01,26.7,469,10.9,7.63,1.35,2.56,8.17,0.697087379,0.310679612,44.12844037,2.816901408,0.873786408,4.533636418,14.13732394,9.106796117,4.465174129,1.496478873,1.415492958,58.33333333,5.622222222,6.39084507,0.07,1.559223301,0.704854369,5.193661972,1.306338028,63.0406291,34.08333333,0.572815534,0.123853211,0.234862385,0.176933159,0.335517693,49.43307554,114.3,2,31.31965,88.90336
69.44,0.65,14.22,5.15,0.09,0.96,2.22,3.35,3.75,0.16,43.9,92.4,11,44.4,9.74,1.69,9.79,1.65,9.98,2.18,5.95,0.92,5.77,0.87,92.8,59.5,179,403,10.3,15.8,1.32,22.2,4.99,36.2,443,13.4,33.6,5.35,10.5,7.1,0.737815126,0.265546218,30.07462687,2.73830156,1.559663866,5.45744393,16.01386482,7.445378151,4.507186858,1.729636049,1.688041594,45.4825462,1.92887931,7.694974003,0.084466019,1.552941176,0.746218487,3.847487002,1.696707106,11.99404762,3.195454545,0.373109244,0.399253731,0.78358209,0.15922619,0.3125,49.2410234,114.3,2,31.31965,88.90336
66.71,0.59,15.68,4.83,0.08,2.66,3.3,2.37,3.69,0.1,30.9,59,6.2,22,4.34,1.04,3.98,0.62,3.69,0.79,2.14,0.34,2.18,0.34,204,22.2,160,507,3.89,9.01,1.01,21.8,4.68,24.2,136,14.6,93.7,6.47,16,6.06,1.391891892,0.405855856,34.7260274,4.133027523,9.189189189,10.16722796,27.06422018,6.126126126,7.119815668,1.69266055,1.990825688,31.33640553,0.784313725,10.09174312,0.087403599,2.657657658,0.990990991,10,1.825688073,5.410885806,1.834862385,0.981981982,0.443150685,1.095890411,0.06905016,0.170757737,43.27633534,114,2,31.0662,88.219
51.24,1.81,16.98,10.98,0.19,4.77,7.75,4.81,1.01,0.45,27.3,58,6.98,30.3,6.49,1.86,6.32,0.97,5.8,1.19,3.21,0.47,3.02,0.45,491,33,28.04,252,4,10.1,0.6,4.28,0.87,7.63,170,29.3,277,14.9,27.2,5.82,0.827272727,0.306060606,8.600682594,3.344370861,14.87878788,6.484198173,19.20529801,5.151515152,4.206471495,1.920529801,2.149006623,26.19414484,0.057107943,10.03311258,0.1125,1.757575758,0.918181818,1.417218543,2.092715232,0.909747292,0.750325098,0.12969697,0.508532423,0.928327645,0.053790614,0.098194946,39.62716112,113.8,2,31.20711,88.11276
67.88,0.56,15.57,4.2,0.07,1.68,3.1,3.61,3.21,0.11,30.5,56.3,5.75,20.1,3.83,0.9,3.5,0.54,3.2,0.68,1.89,0.3,1.94,0.3,288,19,137,481,3.64,8.31,0.96,22.7,3.54,27.4,126,11.9,81.9,3.9,8.66,6.83,1.605263158,0.437368421,40.42016807,4.283505155,15.15789474,11.27713254,29.02061856,6.631578947,7.963446475,1.649484536,1.974226804,32.89817232,0.475694444,10.36082474,0.082417582,2.963157895,1.057894737,11.70103093,1.804123711,5.873015873,2.201298701,1.194736842,0.327731092,0.727731092,0.047619048,0.105738706,36.62437728,113.8,2,31.20711,88.11276
67.85,0.64,13.82,5.01,0.1,1.62,5.35,2.05,3.43,0.12,31.4,59.4,6.17,23.9,4.39,1.04,4.19,0.66,4.12,0.88,2.47,0.37,2.56,0.38,146,27,120,770,4.16,9.63,1.1,25.3,4.37,23.3,153,14.2,87,4.71,15.3,5.49,1.162962963,0.356666667,54.22535211,3.76171875,5.407407407,8.798127637,23.203125,5.666666667,7.15261959,1.609375,1.71484375,34.85193622,0.821917808,9.3359375,0.091346154,2.2,0.885185185,9.8828125,1.63671875,8.850574713,1.026365348,0.937037037,0.331690141,1.077464789,0.054137931,0.175862069,35.1804045,116.9,2,30.75851,88.92267
67.06,0.72,14.71,5.89,0.11,2.06,3.92,1.98,3.42,0.13,29.9,60.1,6.6,25.7,5.19,1.2,5,0.8,4.76,1.01,2.78,0.41,2.71,0.4,164,30.1,153,620,4.54,9.77,1.08,21.4,4.2,28.1,167,15.9,104,5.55,16.2,5.4,0.993355482,0.324584718,38.99371069,3.605166052,5.448504983,7.914117116,22.17712177,5.548172757,5.761078998,1.756457565,1.915129151,32.17726397,0.932926829,9.483394834,0.088105727,1.996677741,0.853820598,7.896678967,1.84501845,5.961538462,1.375321337,0.710963455,0.349056604,1.018867925,0.053365385,0.155769231,45.83253674,116.9,2,30.75851,88.92267
61.04,0.86,16.61,6.91,0.13,3.26,6.29,2.06,2.7,0.14,39.7,79.1,8.69,34.1,6.73,1.36,6.21,0.97,5.83,1.24,3.43,0.51,3.31,0.49,194,32.9,106,559,5.11,12.3,0.98,17.8,2.69,25.2,188,22.8,130,11.2,55,4.76,1.20668693,0.373860182,24.51754386,3.716012085,5.896656535,8.6032608,23.89728097,5.714285714,5.898959881,1.761329305,2.033232628,27.9346211,0.546391753,10.3021148,0.095890411,2.404255319,1.036474164,5.377643505,1.876132931,4.3,0.756410256,0.541033435,0.49122807,2.412280702,0.086153846,0.423076923,37.9706489,116.9,2,30.75851,88.92267
61.12,0.89,16.59,6.98,0.12,4.04,5.73,1.83,2.56,0.14,40.7,80.8,8.89,35.5,6.86,1.41,6.39,0.99,5.94,1.26,3.53,0.51,3.39,0.5,199,33.2,101,563,5.2,12.6,1.01,18.6,2.78,24.2,190,24.5,138,8.59,53,4.39,1.225903614,0.379518072,22.97959184,3.716814159,5.993975904,8.611826793,23.83480826,5.722891566,5.932944606,1.752212389,2.02359882,27.696793,0.507537688,10.4719764,0.096153846,2.43373494,1.069277108,5.486725664,1.884955752,4.079710145,0.76584507,0.560240964,0.350612245,2.163265306,0.062246377,0.384057971,39.20595327,116.9,2,30.75851,88.92267
61.1,0.87,16.62,6.96,0.13,3.77,5.96,1.71,2.74,0.14,38.9,77.9,8.6,33.9,6.63,1.33,6.09,0.96,5.71,1.22,3.38,0.5,3.27,0.48,178,31.8,112,542,5,12.1,0.96,17.7,2.68,27.6,185,23,135,8.54,50.2,4.46,1.22327044,0.380503145,23.56521739,3.70030581,5.597484277,8.533013329,23.82262997,5.817610063,5.867269985,1.74617737,2.027522936,27.90346908,0.629213483,10.36697248,0.096,2.449685535,1.066037736,5.412844037,1.862385321,4.014814815,0.747884941,0.556603774,0.371304348,2.182608696,0.063259259,0.371851852,39.33377127,116.9,2,30.75851,88.92267
61.48,0.87,16.47,6.8,0.14,3.68,6.01,1.68,2.74,0.14,39.3,78.2,8.76,34.2,6.63,1.36,6.18,0.97,5.81,1.23,3.43,0.51,3.34,0.49,184,32.6,113,546,5.1,12.3,0.98,18,2.73,23.1,187,23.2,134,8.25,54.7,4.42,1.205521472,0.377300613,23.53448276,3.682634731,5.644171779,8.440081862,23.41317365,5.736196319,5.92760181,1.739520958,1.98502994,28.20512821,0.614130435,10.23952096,0.096078431,2.398773006,1.049079755,5.389221557,1.850299401,4.074626866,0.735343384,0.552147239,0.355603448,2.357758621,0.061567164,0.408208955,36.95133668,116.9,2,30.75851,88.92267
65.29,0.69,15.61,5.32,0.08,2.73,4.02,2.94,3.2,0.12,31.4,60,6.35,24,4.64,1.06,4.28,0.68,4.06,0.87,2.44,0.37,2.5,0.38,235,22.7,129,424,3.96,9.46,1.05,21.5,4.6,28,142,15,108,5.14,15.9,6.14,1.383259912,0.416740088,28.26666667,3.784,10.35242291,9.0092827,24,6.255506608,6.767241379,1.624,1.856,30.60344828,0.54893617,9.6,0.095959596,2.643171806,1.057268722,8.6,1.712,3.925925926,1.526184539,0.947136564,0.342666667,1.06,0.047592593,0.147222222,44.58710727,116.9,2,30.75851,88.92267
66.47,0.64,15.6,4.31,0.1,3.01,3.74,2.76,3.24,0.12,33.9,63.4,6.56,24.6,4.62,1.02,4.15,0.64,3.72,0.77,2.16,0.33,2.26,0.34,221,19.7,142,398,4.26,9.53,1.1,23.4,5,22.7,153,14.1,102,10.4,25,6,1.720812183,0.483756345,28.22695035,4.216814159,11.21827411,10.75949367,28.05309735,7.766497462,7.337662338,1.646017699,2.044247788,33.11688312,0.642533937,10.88495575,0.079812207,3.218274112,1.248730964,10.3539823,1.836283186,3.901960784,1.60483871,1.187817259,0.737588652,1.773049645,0.101960784,0.245098039,44.60989713,116.9,2,30.75851,88.92267
66.46,0.64,15.62,4.33,0.11,3.01,3.72,2.77,3.22,0.12,34.4,64.5,6.65,24.6,4.67,1.02,4.16,0.63,3.75,0.77,2.16,0.33,2.24,0.34,223,19.7,143,400,4,9.47,1.11,23.8,4.94,22.7,142,14,103,6.36,16.7,5.99,1.746192893,0.48071066,28.57142857,4.227678571,11.31979695,11.01567209,28.79464286,7.208121827,7.366167024,1.674107143,2.084821429,30.40685225,0.641255605,10.98214286,0.085,3.274111675,1.248730964,10.625,1.857142857,3.883495146,1.60916442,1.208121827,0.454285714,1.192857143,0.061747573,0.162135922,46.12566538,116.9,2,30.75851,88.92267
