SiO2,TiO2,Al2O3,FeOt,MnO,MgO,CaO,Na2O,K2O,P2O5,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Sr,Y,Rb,Ba,Hf,Nb,Ta,Th,U,Pb,Zr,Sc,V,Ni,Cr,A,La/Y,Nb/Y,Ba/Sc,Nb/Yb,Sr/Y,(La/Yb)/n,Ce/Yb,Zr/Y,La/Sm,Dy/Yb,Sm/Yb,Zr/Sm,Rb/Sr,Nd/Yb,Lu/Hf,Ce/Y,Nd/Y,Th/Yb,Gd/Yb,Ba/V,A/CaO,Th/Y,Ni/Sc,Cr/Sc,Ni/V,Cr/V,Predicted_Crustal_Thickness,Age,Age error,Lat,Lon,CITATION
78.02,0.08,11.95,1.46,0.03,0.1,0.68,2.71,4.93,0.03,9.784886586,24.46885634,2.113821567,7.564793801,1.769007101,0.225907783,1.727750496,0.278168545,1.853768474,0.389504532,1.127366403,0.184959393,1.329744891,0.203423626,54.061927,12.75519778,229.386265,119.3122097,2.692251626,12.97124975,2.262418402,15.53917739,4.09228173,24.62165636,59.91404886,0.637175393,6.064802973,2.608411778,6.428490361,7.64,0.76712935,1.016938347,187.2517536,9.754690421,4.238423263,4.998791191,18.4011659,4.697226173,5.531287342,1.394078283,1.3303357,33.86874413,4.243027908,5.688906084,0.07555892,1.918343938,0.593075382,11.6858335,1.299309746,19.67289131,11.17691704,1.218262363,4.093710785,10.08904366,0.43009011,1.059966893,54.60458201,186.7,2,30,92.2,[25914] WANG XUHUI (2022)
78.55,0.07,11.57,1.52,0.03,0.09,0.48,2.67,5,0.03,5.148613188,17.17776841,1.209198273,4.324480585,1.04425031,0.122231069,1.000797413,0.17339141,1.183284408,0.251417983,0.762481306,0.124593012,0.919206404,0.138083137,43.95631803,8.82200378,223.1687302,101.1499688,1.992383832,11.03353413,1.936914876,9.250951101,2.960456651,24.37103128,43.17370909,0.434349026,5.382035173,1.166840264,3.16407814,7.67,0.583610404,1.250683451,232.8771627,12.003326,4.982577556,3.805000809,18.68760741,4.893866537,4.930439703,1.287289126,1.136034633,41.34421477,5.077056956,4.704580567,0.06930549,1.947150425,0.490192556,10.06406294,1.088762446,18.79399996,15.9809569,1.048622437,2.686411605,7.284644262,0.216802794,0.587896221,57.03811995,186.7,2,30,92.2,[25914] WANG XUHUI (2022)
78.24,0.07,11.94,1.09,0.03,0.08,0.46,2.77,5.3,0.03,6.317105555,20.25498033,1.465114705,5.147648651,1.213473571,0.137657271,1.226523806,0.202484617,1.360851161,0.293091351,0.87048024,0.137778007,1.025719882,0.156508734,56.8440931,9.711766103,252.4877589,122.2315944,2.607756862,13.28494596,2.054587281,14.92555463,3.821280472,23.81903999,59.18225615,0.539105057,5.380826022,1.423682545,7.682985814,8.07,0.650458988,1.367922767,226.7305654,12.95182651,5.853115952,4.18376122,19.74708757,6.093871652,5.205803988,1.326727877,1.183045773,48.77094777,4.441758943,5.018571582,0.060016613,2.085612454,0.530042486,14.55129699,1.195768774,22.71613947,17.47983501,1.536852769,2.640825803,14.25137033,0.264584385,1.427845053,55.76525657,186.7,2,30,92.2,[25914] WANG XUHUI (2022)
77.13,0.08,12.34,1.8,0.04,0.09,0.48,2.87,5.15,0.03,6.938388972,19.65045912,1.450859895,5.08004799,1.203978204,0.153155961,1.262087154,0.207107878,1.38000846,0.298234859,0.874920554,0.139896986,1.015536655,0.151499917,49.02936199,10.10482928,244.6045225,136.9615431,2.195743605,15.60082984,2.691953639,11.19958186,3.937036355,24.44198838,49.71909372,0.504677358,7.499842778,10.44336179,19.91433909,8.01,0.68664089,1.543898408,271.3843626,15.36215336,4.852072275,4.641309925,19.34982753,4.920329908,5.762885864,1.358895765,1.185558589,41.29567591,4.988939537,5.002328537,0.068997089,1.944660179,0.502734668,11.0282399,1.242778533,18.2619219,16.73825781,1.108339542,20.69314508,39.45954534,1.392477429,2.655300875,55.88122049,186.7,2,30,92.2,[25914] WANG XUHUI (2022)
79.93,0.06,10.81,1.46,0.03,0.08,0.53,2.48,4.58,0.03,3.885992075,16.78652712,0.914382009,3.209102478,0.778731936,0.080575261,0.769005801,0.128208093,0.882918639,0.18584835,0.554916722,0.091614455,0.707893145,0.104287493,42.50453755,6.744322931,214.6059805,86.39997168,2.451075518,12.15239599,1.873625382,8.915695446,2.785512982,22.08656117,54.99891724,0.364356564,4.677280656,3.321908638,6.264249625,7.06,0.57618713,1.80187042,237.1302735,17.16699205,6.302269032,3.729166153,23.71336301,8.15484635,4.99015373,1.247248466,1.100069893,70.62625109,5.04901342,4.53331481,0.042547646,2.488986262,0.475822779,12.59469103,1.08633034,18.47226584,13.28659791,1.321955597,9.117191691,17.19263558,0.710222217,1.339293082,56.72832769,186.7,2,30,92.2,[25914] WANG XUHUI (2022)
78.95,0.06,11.26,1.68,0.03,0.06,0.59,2.63,4.73,0.02,4.051594365,17.29245637,0.940577405,3.227317443,0.739922461,0.081718419,0.666553204,0.1046042,0.707468867,0.147617422,0.451748498,0.071004242,0.536381407,0.082644992,42.46771871,5.53354399,221.5717512,75.38854047,2.166537577,10.74428693,1.779210718,8.329241529,2.562801052,21.14538508,50.61188844,0.42742037,4.168857698,3.169445727,9.536135604,7.36,0.732187974,1.941664682,176.3803173,20.03105773,7.674596748,5.131327967,32.23910476,9.146378619,5.475701278,1.318966052,1.379470749,68.40161113,5.217415909,6.016833173,0.038146115,3.125023746,0.583227937,15.52857989,1.24268514,18.08374042,12.46310009,1.505227309,7.415289372,22.31090578,0.76026719,2.287469685,53.23172567,186.7,2,30,92.2,[25914] WANG XUHUI (2022)
78.42,0.08,11.84,1.31,0.03,0.09,0.41,2.82,4.98,0.03,8.854706071,24.00942024,1.901970072,6.747685284,1.73182987,0.139402563,1.84092579,0.311783068,2.102657795,0.446643087,1.304916538,0.213488927,1.503279368,0.225749025,39.41904626,14.38293783,244.8032057,85.39394947,2.714449271,22.24447046,3.797638627,10.12229478,4.101210118,20.91304152,56.60145739,0.521125426,6.599156857,1.24704614,2.660022387,7.8,0.615639599,1.546587403,163.8644848,14.79729645,2.740681127,4.001400136,15.97136284,3.935319617,5.112919129,1.398713932,1.152034616,32.68303566,6.210277237,4.48864358,0.083165682,1.669298757,0.469145133,6.733475491,1.22460657,12.94013028,19.0889931,0.703771017,2.392986559,5.104380355,0.188970526,0.403085189,56.78931671,186.7,2,30,92.2,[25914] WANG XUHUI (2022)
78.18,0.08,12.08,1.15,0.04,0.1,0.67,2.66,5.02,0.03,12.29428906,26.3809652,2.700310376,9.590063128,2.270811901,0.259167711,2.276267371,0.376045253,2.413530974,0.512426533,1.499939249,0.237156898,1.643838632,0.257688759,38.45616425,16.38526932,238.7255872,110.6980993,2.695229907,15.75916729,2.632210667,16.63706445,4.149914359,24.34076724,62.49717318,0.695267283,5.490036829,0.835781585,4.919035126,7.68,0.750325724,0.961788725,159.2166092,9.586809181,2.346996165,5.080679123,16.04839106,3.81422923,5.41404995,1.468228649,1.381408039,27.5219507,6.207732671,5.833944367,0.095609194,1.610041598,0.585285658,10.12086231,1.384726777,20.16345295,11.50206737,1.015367165,1.202101128,7.07502747,0.152236062,0.895993102,51.14499606,186.7,2,30,92.2,[25914] WANG XUHUI (2022)
70.53,0.39,14.66,3.23,0.08,1.14,3.21,3.37,3.29,0.11,25.24214825,49.10316401,4.88632138,17.13302267,3.219682199,0.799438744,2.846081829,0.423555621,2.537255444,0.518417468,1.45947652,0.226228698,1.561853337,0.243459358,319.0269419,16.45893105,151.3877276,571.6452375,3.786239052,10.95705633,0.940278042,12.16504832,1.519801273,19.6439634,143.2875523,7.453887514,56.8370426,4.865787792,7.904760599,6.65,1.53364445,0.665721018,76.69088599,7.015419483,19.38321152,10.97902043,31.43903646,8.70576296,7.839950247,1.624515813,2.061449768,44.50363217,0.474529601,10.96967447,0.064301106,2.983375036,1.040955978,7.788854454,1.822246533,10.05761756,2.075928473,0.739115334,0.652785246,1.060488314,0.085609447,0.13907762,41.80154398,196.6,2.3,30,92.2,[25914] WANG XUHUI (2022)
71.27,0.38,13.8,3.46,0.08,1.13,2.95,2.87,3.96,0.09,20.01826895,37.00728892,3.882802431,14.11807067,2.886694044,0.740607674,2.75989926,0.426559275,2.569294818,0.531351213,1.49481656,0.229318731,1.543564539,0.240390403,248.6949546,16.47995157,154.4636737,544.2571055,2.946827582,8.835031391,0.84849571,15.0624279,1.831744607,24.13153128,106.6989322,7.864107271,65.23216563,5.670557422,16.35900984,6.83,1.214704355,0.536107849,69.2077418,5.723784894,15.09075761,8.81006793,23.97521321,6.474468796,6.934669433,1.6645205,1.870147941,36.96232804,0.621096934,9.146407755,0.081575999,2.245594519,0.856681563,9.758210635,1.788003799,8.34338551,2.315671493,0.913984961,0.721068168,2.08021194,0.086928854,0.250781339,41.61673521,196.6,2.3,30,92.2,[25914] WANG XUHUI (2022)
70.82,0.41,14.12,3.22,0.07,1.16,3.21,2.9,3.99,0.09,33.52905983,53.24569967,4.73554486,15.5753037,2.714637017,0.73345416,2.4184357,0.359535952,2.132355432,0.433537524,1.225527092,0.186007177,1.304965459,0.199845483,276.9875456,13.76608146,146.5269641,602.806784,3.664868462,10.01996913,0.904275537,15.13530382,1.560301842,17.52400103,133.3076809,7.124398957,65.04001407,4.562850233,14.22548268,6.89,2.435628463,0.727873735,84.61159849,7.678340496,20.12101602,17.45419764,40.80238239,9.683778299,12.35121293,1.634032087,2.080236682,49.10700033,0.529001995,11.93541453,0.054530056,3.867890788,1.131426088,11.59824095,1.853256485,9.268244981,2.147444104,1.099463479,0.640454059,1.99672741,0.070154509,0.218718936,38.25730705,192,2.2,30,92.2,[25914] WANG XUHUI (2022)
70.5,0.44,14.29,3.23,0.08,1.23,3.31,2.97,3.86,0.1,37.81005933,59.5263005,5.18558324,16.85496453,2.856476466,0.751696156,2.496473301,0.373426858,2.213821894,0.449763709,1.252145639,0.191689302,1.320119642,0.2119014,274.7669007,14.01217805,143.8896786,559.6277817,3.379742107,10.28171555,0.969974198,16.73153271,1.306980878,16.86992891,126.2255618,7.828999906,69.12304864,4.236380094,8.972040584,6.83,2.698371316,0.733769976,71.48138823,7.788472516,19.60914996,19.45680812,45.09159519,9.008275612,13.23660803,1.6769858,2.1638012,44.18925319,0.523679083,12.76775528,0.062697506,4.248183279,1.2028797,12.6742548,1.891096247,8.096109658,2.065386981,1.194070804,0.541113826,1.146000855,0.061287518,0.129798103,40.31787658,192,2.2,30,92.2,[25914] WANG XUHUI (2022)
70.65,0.37,15.13,3.15,0.08,0.91,3.25,2.94,3.36,0.15,34.42108612,68.83366225,6.988912456,23.78089691,4.306863647,1.100833808,3.513157999,0.503251314,2.876737869,0.573346677,1.586612993,0.237007509,1.624463147,0.247592834,383.7038484,17.67561481,136.2797762,551.0746083,4.133855826,13.21003341,1.011345331,13.04436194,2.258888773,24.18468164,159.8923088,7.515458667,35.73492432,2.239510984,5.516866038,6.3,1.947377021,0.747359204,73.32547922,8.131937886,21.70809064,14.39435591,42.37317564,9.045926296,7.992146708,1.770885276,2.651253526,37.12499905,0.355169167,14.63923448,0.059893921,3.894272589,1.345407057,8.029952519,2.162657864,15.42117743,1.940027816,0.737986321,0.297987266,0.734069108,0.062670092,0.154383034,45.61282531,183.8,1.7,30,92.2,[25914] WANG XUHUI (2022)
70.35,0.39,15.12,3.46,0.09,0.97,3.34,2.99,3.14,0.16,36.79199492,71.92486998,7.620320603,25.39552826,4.633898524,1.074126356,3.83240169,0.536229175,3.010754575,0.597946877,1.6401709,0.24374364,1.638039592,0.243922087,382.781755,18.38940951,136.1340127,534.6588115,4.400825036,13.83833322,1.091877983,14.31000236,3.681071551,22.40989012,170.0095359,7.948934431,38.73506747,13.18542058,25.8977971,6.12,2.000716494,0.752516453,67.26169603,8.44810668,20.81533694,15.25831133,43.90911571,9.244969819,7.939749809,1.838023079,2.8289295,36.68823023,0.355643943,15.50361077,0.055426445,3.911211501,1.380986608,8.736054018,2.33962702,13.8029658,1.831089224,0.778165408,1.6587658,3.258021226,0.340400093,0.668587892,42.76976676,183.8,1.7,30,92.2,[25914] WANG XUHUI (2022)
52.34,1.61,13.9,11.75,0.19,6.87,10.15,2.66,0.41,0.12,13.95,31.59,3.79,16.47,4.43,1.41,5.14,0.86,5.34,1.06,3,0.46,2.83,0.4,328.32,30,4.68,71.49,1.75,5.94,0.74,5.24,1.92,3.06,43.79,46.74,388.12,43.75,65.64,3.07,0.465,0.198,1.529525032,2.098939929,10.944,3.348615646,11.16254417,1.459666667,3.148984199,1.886925795,1.565371025,9.884875847,0.014254386,5.819787986,0.228571429,1.053,0.549,1.851590106,1.816254417,0.18419561,0.302845528,0.174666667,0.936029097,1.40436457,0.112722869,0.169122952,30.24426282,277.4,1.7,30,92,[26043] LI NAN (2022)
52.08,1.42,14.2,11.39,0.19,6.89,10.27,3.02,0.41,0.13,11.36,24.57,2.97,13.3,3.81,1.24,4.44,0.78,4.66,0.93,2.64,0.4,2.49,0.38,324.93,26.36,4.71,75.45,1.72,4.62,0.48,3.73,1.53,3.16,45.1,43.55,373.08,45.78,55.09,3.43,0.430955994,0.175265554,1.732491389,1.855421687,12.32663126,3.099249318,9.86746988,1.710925645,2.981627297,1.871485944,1.530120482,11.83727034,0.01449543,5.341365462,0.220930233,0.932094082,0.504552352,1.497991968,1.78313253,0.202235445,0.334337349,0.141502276,1.051205511,1.264982778,0.122708266,0.1476627,28.87046841,277.4,1.7,30,92,[26043] LI NAN (2022)
53.5,1.43,14.95,10.76,0.17,5.75,9.99,2.8,0.49,0.16,12.24,24.83,3.03,13.2,3.59,1.19,4.38,0.73,4.69,0.93,2.57,0.37,2.42,0.34,393.36,25.82,6.56,99.47,1.76,4.39,0.44,3.85,1.82,3.83,43.05,39.18,381.52,40.19,51.41,3.29,0.474051123,0.170023238,2.538795304,1.814049587,15.23470178,3.43592426,10.26033058,1.667312161,3.409470752,1.938016529,1.483471074,11.99164345,0.016676835,5.454545455,0.193181818,0.96165763,0.511231603,1.590909091,1.809917355,0.260720277,0.329192547,0.149109218,1.025778458,1.312149056,0.105341791,0.134750472,27.83108783,277.4,1.7,30,92,[26043] LI NAN (2022)
53.37,1.29,15.54,9.59,0.16,6.55,9.38,3.25,0.7,0.18,11.21,24.78,3.11,14.17,4.07,1.24,5.03,0.81,5.17,1.04,2.97,0.43,2.77,0.39,339.5,29.39,10.02,167.82,2.37,4.48,0.42,3.52,1.25,2.94,77.16,41.69,303.52,44.21,62.93,3.95,0.381422252,0.1524328,4.025425762,1.61732852,11.55154815,2.749181252,8.945848375,2.625382783,2.754299754,1.866425993,1.469314079,18.95823096,0.029513991,5.115523466,0.164556962,0.843143927,0.482136781,1.270758123,1.815884477,0.552912493,0.420879121,0.119768629,1.06044615,1.509474694,0.145657617,0.207333948,32.04715046,277.4,1.7,30,92,[26043] LI NAN (2022)
65.56,0.5,16.65,4.11,0.04,1.53,6.25,4.13,1.05,0.17,6.43,11.47,1.33,5.61,1.35,0.61,1.47,0.22,1.41,0.3,0.82,0.13,0.89,0.14,537.77,8.27,20.74,276.18,5.03,2.25,0.12,0.48,0.73,3.9,244.67,4.12,102.12,10.62,24.13,5.18,0.777509069,0.272067715,67.03398058,2.528089888,65.02660218,4.907931541,12.88764045,29.58524788,4.762962963,1.584269663,1.516853933,181.237037,0.038566673,6.303370787,0.027833002,1.38694075,0.678355502,0.539325843,1.651685393,2.704465335,0.829268293,0.058041112,2.577669903,5.856796117,0.1039953,0.236290638,30.1412213,281.1,1.9,30,92,[26043] LI NAN (2022)
52.85,0.69,18.41,6.79,0.12,6.82,8.62,3.36,2.22,0.12,7.26,15.09,1.92,8.03,2.12,0.83,2.34,0.39,2.39,0.52,1.46,0.22,1.5,0.23,298.36,13.87,50.74,369.58,1.64,1.82,0.13,1.29,0.45,2.17,57.99,24.04,182.5,83.86,246.38,5.58,0.523431867,0.131218457,15.37354409,1.213333333,21.5111752,3.287932489,10.06,4.180966114,3.424528302,1.593333333,1.413333333,27.35377358,0.170063011,5.353333333,0.140243902,1.087959625,0.578947368,0.86,1.56,2.02509589,0.647550777,0.093006489,3.488352745,10.24875208,0.459506849,1.350027397,35.34647382,267.8,2.9,30,92,[26043] LI NAN (2022)
52.1,0.65,17.5,6.59,0.13,7.55,11.83,2.35,1.19,0.1,5.67,12.14,1.57,7.23,1.97,0.75,2.33,0.38,2.43,0.5,1.35,0.21,1.38,0.21,363.91,13.7,20.44,218.25,1.25,1.42,0.12,0.79,0.27,2.41,40.8,40.04,186.77,53.65,234.32,3.55,0.413868613,0.103649635,5.450799201,1.028985507,26.56277372,2.791139241,8.797101449,2.97810219,2.878172589,1.760869565,1.427536232,20.7106599,0.056167734,5.239130435,0.168,0.886131387,0.527737226,0.572463768,1.688405797,1.168549553,0.299739357,0.057664234,1.33991009,5.852147852,0.2872517,1.254591208,31.40332706,267.8,2.9,30,92,[26043] LI NAN (2022)
49.99,0.92,17.64,9.09,0.2,6.61,12.13,2.53,0.72,0.17,7.38,17.48,2.49,12.36,3.33,1.18,3.85,0.59,3.91,0.78,2.15,0.32,2.13,0.32,475.55,21.56,9.99,214.64,1.34,1.68,0.1,0.36,0.12,2.19,33.92,37.72,264.8,36.4,40.17,3.25,0.342300557,0.077922078,5.690349947,0.788732394,22.05705009,2.35371724,8.20657277,1.573283859,2.216216216,1.835680751,1.563380282,10.18618619,0.021007255,5.802816901,0.23880597,0.810760668,0.573283859,0.169014085,1.807511737,0.810574018,0.268313458,0.016697588,0.965005302,1.06495228,0.137462236,0.151699396,22.41397558,267.8,2.9,30,92,[26043] LI NAN (2022)
52.1,0.74,18.61,7.03,0.13,6.8,10.25,2.65,1.57,0.1,7.11,15.74,1.99,8.51,2.21,0.78,2.47,0.4,2.52,0.5,1.41,0.22,1.52,0.25,369.44,14.36,31.26,317.55,1.49,1.59,0.12,1.01,0.46,2.87,42.35,28.88,209.37,60.06,360.83,4.22,0.495125348,0.110724234,10.99549861,1.046052632,25.7270195,3.177631579,10.35526316,2.949164345,3.21719457,1.657894737,1.453947368,19.16289593,0.084614552,5.598684211,0.167785235,1.096100279,0.592618384,0.664473684,1.625,1.516692936,0.411883182,0.070334262,2.079639889,12.49411357,0.286860582,1.72340832,33.52844684,267.8,2.9,30,92,[26043] LI NAN (2022)
69.82,0.46,15.13,3.13,0.06,1.41,3.79,5.07,1,0.14,12,21.52,2.29,8.68,1.72,0.81,1.57,0.21,1.24,0.24,0.75,0.13,0.86,0.14,338.68,7.53,19.26,224.74,3.28,2.68,0.24,1.92,0.92,3.43,136.65,4.83,60.65,13.08,26.63,6.06,1.593625498,0.355909695,46.5300207,3.11627907,44.97742364,9.478952016,25.02325581,18.14741036,6.976744186,1.441860465,2,79.44767442,0.05686784,10.09302326,0.042682927,2.857901726,1.152722444,2.23255814,1.825581395,3.705523495,1.600536193,0.25498008,2.708074534,5.513457557,0.215663644,0.439076669,38.56350694,258,2.7,30,92,[26043] LI NAN (2022)
71.5,0.39,14.54,2.86,0.06,1.18,3.35,4.07,1.94,0.11,8.46,15.2,1.8,7.41,1.54,0.84,1.63,0.25,1.48,0.3,0.82,0.12,0.82,0.14,293.09,8.08,34.55,666.89,3.2,1.64,0.08,0.85,0.6,3.1,142.73,4.31,49.17,12.43,27.12,6.01,1.047029703,0.202970297,154.7308585,2,36.27351485,7.008644643,18.53658537,17.66460396,5.493506494,1.804878049,1.87804878,92.68181818,0.117881879,9.036585366,0.04375,1.881188119,0.917079208,1.036585366,1.987804878,13.56294489,1.793939394,0.10519802,2.883990719,6.292343387,0.252796421,0.551555827,41.47982486,258,2.7,30,92,[26043] LI NAN (2022)
71.43,0.4,15.12,2.83,0.04,1.2,2.56,3.93,2.37,0.12,9.16,14.7,1.54,5.85,1.09,0.95,0.98,0.13,0.64,0.11,0.31,0.05,0.34,0.06,213.83,3.23,51.28,810.89,2.22,1.22,0.08,0.71,0.5,2.26,97.77,3.18,58.96,9.91,23.53,6.3,2.835913313,0.377708978,254.9968553,3.588235294,66.20123839,18.30181186,43.23529412,30.26934985,8.403669725,1.882352941,3.205882353,89.69724771,0.239816677,17.20588235,0.027027027,4.551083591,1.811145511,2.088235294,2.882352941,13.75322252,2.456349206,0.219814241,3.116352201,7.399371069,0.168080054,0.399084125,49.77419842,258,2.7,30,92,[26043] LI NAN (2022)
71.26,0.32,14.53,2.68,0.06,0.9,4.17,5.05,0.92,0.09,9.56,16.57,1.88,7.33,1.54,0.77,1.57,0.24,1.48,0.29,0.83,0.13,0.84,0.15,333.91,8.48,13.85,449.74,3.18,1.88,0.1,1.18,0.8,3.76,134.63,4.16,50.58,10.78,19.96,5.97,1.127358491,0.221698113,108.1105769,2.238095238,39.37617925,7.731364276,19.72619048,15.87617925,6.207792208,1.761904762,1.833333333,87.42207792,0.041478243,8.726190476,0.047169811,1.954009434,0.864386792,1.404761905,1.869047619,8.891656781,1.433090024,0.139150943,2.591346154,4.798076923,0.213127718,0.39462238,35.77283525,258,2.7,30,92,[26043] LI NAN (2022)
71.46,0.39,15.99,1.64,0.02,0.9,4.49,1.7,3.32,0.08,25.6,47.71,5.55,18.99,2.94,0.81,1.7,0.23,1.17,0.22,0.59,0.09,0.67,0.12,360,6.37,143,490,3.13,5.71,0.49,16.99,4.32,24.43,104,1.92,48.91,8.79,15.77,5.02,4.018838305,0.896389325,255.2083333,8.52238806,56.51491366,25.95629448,71.20895522,16.32653061,8.707482993,1.746268657,4.388059701,35.37414966,0.397222222,28.34328358,0.038338658,7.489795918,2.981161695,25.35820896,2.537313433,10.01840114,1.119909502,2.667189953,4.578125,8.213541667,0.179717849,0.322428951,62.97545765,15.5,0.14,30,93,[15583] CHEN JIAN-LIN(2011) [GeoReM [6304] ]
70.18,0.61,15.81,1.2,0.02,1.21,1.09,4.58,5.28,0.02,29.18,56.64,6.94,24.67,3.82,0.82,2.2,0.27,1.29,0.21,0.57,0.09,0.59,0.1,330,5.96,252,661,3.58,5.67,0.4,12.56,5.29,12.69,130,5.07,63.96,14.96,35.61,9.86,4.895973154,0.951342282,130.3747535,9.610169492,55.36912752,33.59779733,96,21.81208054,7.638743455,2.186440678,6.474576271,34.03141361,0.763636364,41.81355932,0.027932961,9.503355705,4.139261745,21.28813559,3.728813559,10.33458412,9.056074766,2.10738255,2.950690335,7.023668639,0.233896185,0.556754221,63.40788271,15.5,0.14,30,93,[15583] CHEN JIAN-LIN(2011) [GeoReM [6304] ]
65.96,0.49,14.96,4.78,0.11,2.36,5.03,2.73,3.42,0.15,42.86,68.32,6.4,20.58,3.59,0.93,2.98,0.4,2.29,0.45,1.33,0.19,1.33,0.2,449.8,13.21,156.96,342.4,1.85,8.42,0.5,18.25,3.3,12.51,74.34,22.06,159.3,10.44,24.96,6.15,3.244511734,0.637395912,15.52130553,6.330827068,34.04996215,21.8916278,51.36842105,5.627554883,11.93871866,1.721804511,2.69924812,20.70752089,0.348955091,15.47368421,0.108108108,5.171839516,1.557910674,13.72180451,2.240601504,2.149403641,1.222672065,1.381529145,0.47325476,1.131459655,0.065536723,0.156685499,56.05354945,201.1,0.9,29.997,92.633,[22396] YU YUN-PENG (2018)
67.45,0.46,14.59,4.26,0.11,2.21,4.81,2.75,3.21,0.13,19.56,42.54,5.38,21,4.64,1.08,4.12,0.58,3.36,0.68,2.03,0.3,2.02,0.32,368.4,19.85,129.76,142.44,2.52,11.8,0.69,4.77,4.72,7,98.37,46.06,315.6,26.4,67.36,5.97,0.985390428,0.594458438,3.092488059,5.841584158,18.55919395,6.578017295,21.05940594,4.955667506,4.215517241,1.663366337,2.297029703,21.20043103,0.352225841,10.3960396,0.126984127,2.143073048,1.057934509,2.361386139,2.03960396,0.451330798,1.240425532,0.240302267,0.573165436,1.462440295,0.08365019,0.213434728,35.25254544,201.1,0.9,29.997,92.633,[22396] YU YUN-PENG (2018)
66.75,0.52,14.38,5.05,0.12,2.64,3.85,2.73,3.78,0.16,37.2,62.42,6.29,21.04,3.84,0.98,3.23,0.44,2.54,0.5,1.49,0.22,1.46,0.22,473.8,14.45,158.5,440.8,2.03,8.55,0.56,14.53,1.94,12.63,85.7,25.3,173.98,13.77,30.84,6.51,2.574394464,0.591695502,17.4229249,5.856164384,32.78892734,17.30882608,42.75342466,5.930795848,9.6875,1.739726027,2.630136986,22.31770833,0.334529337,14.4109589,0.108374384,4.319723183,1.456055363,9.952054795,2.212328767,2.533624555,1.688829787,1.005536332,0.544268775,1.218972332,0.079147028,0.177261754,56.84835043,201.1,0.9,29.997,92.633,[22396] YU YUN-PENG (2018)
68.84,0.58,13.53,5.11,0.12,2.36,4.13,2.39,2.77,0.15,23.4,49.24,5.61,20.72,4.23,1.08,3.59,0.51,2.93,0.58,1.7,0.24,1.61,0.24,447.4,16.54,107.98,415.8,2.8,10.31,0.67,8.29,1.49,12.67,116.61,27.3,189.42,8.33,32.52,5.16,1.414752116,0.623337364,15.23076923,6.403726708,27.04957678,9.873417722,30.58385093,7.050181378,5.531914894,1.819875776,2.627329193,27.56737589,0.241350022,12.86956522,0.085714286,2.977025393,1.252720677,5.149068323,2.229813665,2.195121951,1.248138958,0.50120919,0.305128205,1.191208791,0.043976349,0.171681977,49.30287618,200.5,1,29.9997,92.4433,[22396] YU YUN-PENG (2018)
67.5,0.57,14.25,5.17,0.12,2.44,4.53,2.62,2.62,0.17,26.72,52.96,5.89,21.12,4.12,1.06,3.5,0.5,2.83,0.56,1.64,0.23,1.57,0.23,453.8,16,99.6,404.2,2.85,9.58,0.63,8.8,1.4,12.06,119.54,27.48,183.24,8.72,32.54,5.25,1.67,0.59875,14.70887918,6.101910828,28.3625,11.56150394,33.73248408,7.47125,6.485436893,1.802547771,2.624203822,29.01456311,0.219479947,13.4522293,0.080701754,3.31,1.32,5.605095541,2.229299363,2.205850251,1.158371041,0.55,0.317321689,1.184133916,0.047587863,0.177581314,50.52968953,200.5,1,29.9997,92.4433,[22396] YU YUN-PENG (2018)
66.62,0.6,14.53,5.31,0.12,2.56,4.85,2.61,2.62,0.16,23.74,47.08,5.41,19.88,4,1.03,3.43,0.49,2.8,0.56,1.62,0.23,1.56,0.23,514,16.14,96.9,358,3.09,9.15,0.54,9.71,1.65,9.35,125.92,28.8,187.06,8.29,31.04,5.24,1.470879802,0.566914498,12.43055556,5.865384615,31.84634449,10.33793141,30.17948718,7.80173482,5.935,1.794871795,2.564102564,31.48,0.188521401,12.74358974,0.074433657,2.916976456,1.231722429,6.224358974,2.198717949,1.913824441,1.080338266,0.601610905,0.287847222,1.077777778,0.044317331,0.165936063,53.41031276,200.5,1,29.9997,92.4433,[22396] YU YUN-PENG (2018)
68.98,0.57,13.99,4.67,0.1,2.17,4.5,2.66,2.21,0.15,32.92,59.96,6.31,21.62,4,0.98,3.39,0.48,2.79,0.55,1.65,0.24,1.62,0.24,400,15.02,84.24,269,3.62,9.95,0.58,14.55,2.43,9.47,144.61,18.14,133.72,6.42,22.96,4.87,2.191744341,0.662450067,14.82910695,6.141975309,26.63115846,13.80455279,37.01234568,9.627829561,8.23,1.722222222,2.469135802,36.1525,0.2106,13.34567901,0.066298343,3.992010652,1.439414115,8.981481481,2.092592593,2.011666168,1.082191781,0.968708389,0.353914002,1.265711136,0.048010769,0.171702064,49.24814411,198.5,1,29.98,92.45,[22396] YU YUN-PENG (2018)
