SiO2,TiO2,Al2O3,FeOt,MnO,MgO,CaO,Na2O,K2O,P2O5,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Sr,Y,Rb,Ba,Hf,Nb,Ta,Th,U,Pb,Zr,Sc,V,Ni,Cr,A,La/Y,Nb/Y,Ba/Sc,Nb/Yb,Sr/Y,(La/Yb)/n,Ce/Yb,Zr/Y,La/Sm,Dy/Yb,Sm/Yb,Zr/Sm,Rb/Sr,Nd/Yb,Lu/Hf,Ce/Y,Nd/Y,Th/Yb,Gd/Yb,Ba/V,A/CaO,Th/Y,Ni/Sc,Cr/Sc,Ni/V,Cr/V,Predicted_Crustal_Thickness,Age,Age error,Lat,Lon,CITATION
57.7640446,0.792819898,17.07612088,6.55906,0.121972292,4.492646088,6.73896913,3.892948985,2.256487402,0.304930729,26.19213957,50.80850085,6.065420968,23.37981025,4.637900523,1.211070925,3.831144311,0.55407827,3.081681728,0.558791458,1.579420172,0.220526697,1.408362653,0.213797801,752.3518258,16.22419717,68.06859368,388.7752571,2.431575326,6.790659232,0.428322355,7.721996016,1.27992494,11.54934481,81.37758817,18.27163798,154.7191256,46.06465208,147.937397,6.149436386,1.614387405,0.418551326,21.27752627,4.821669488,46.37220677,12.63380026,36.07629096,5.015816026,5.647412971,2.188130821,3.293115245,17.54621251,0.090474418,16.60070309,0.087925634,3.131649617,1.441045742,5.482959946,2.720282523,2.512780858,0.912518854,0.475955509,2.521101399,8.096559113,0.29773082,0.956167484,54.58605416,86.4,1.2,29.461467,89.10278889,[25814] CHEN LONG (2022)
59.95901972,0.537612595,17.5890611,4.984581677,0.101436338,3.743000893,6.157185751,3.814006329,2.799642945,0.31445265,25.95036664,49.8003218,5.819708467,22.09281662,4.170872688,1.241266359,3.333539001,0.474269791,2.57160671,0.492015073,1.334883751,0.18570276,1.159149444,0.1729534,808.1887201,13.8877641,78.17761058,589.5802797,3.274067513,5.272061923,0.346549911,9.588872396,2.046518835,11.41055057,128.3432022,14.06263692,105.7169303,40.40982135,58.99466929,6.613649274,1.868577724,0.379619202,41.92530057,4.548215893,58.1943007,15.20833243,42.96281386,9.241458976,6.22180742,2.218529046,3.598218254,30.77130658,0.096731875,19.05950672,0.052825239,3.585913574,1.590811628,8.272334897,2.8758492,5.576971238,1.074135091,0.690454729,2.873559317,4.195135637,0.382245504,0.558043722,53.23216662,86.4,1.2,29.461467,89.10278889,[25814] CHEN LONG (2022)
57.58071565,0.853649861,16.96120974,6.850540137,0.12194998,4.359711791,6.7682239,3.912561864,2.27639963,0.315037449,25.23025196,49.4651245,5.927241816,23.24332869,4.655516692,1.29898047,3.877629287,0.538738404,3.11645832,0.56114114,1.512672094,0.228538618,1.447513886,0.209692737,815.2004174,16.26104876,71.74006958,433.4612713,2.273201829,7.282527369,0.442797808,11.85698354,2.135243345,9.264033609,71.04329411,18.33005068,182.3833693,41.13289107,111.9594166,6.188961494,1.551575937,0.447851026,23.64757626,5.031058727,50.13209353,11.84067277,34.17246976,4.368924487,5.419431103,2.152973004,3.216215566,15.2600235,0.088002984,16.05741328,0.092245543,3.041939375,1.429386815,8.19127447,2.678820096,2.376649104,0.914414414,0.729164749,2.244014039,6.107970925,0.225529834,0.613868562,56.81962293,86.4,1.2,29.461467,89.10278889,[25814] CHEN LONG (2022)
57.4698549,0.868587778,17.37175557,6.713672593,0.132842837,4.302064173,6.499080319,4.0363785,2.299202943,0.306560392,24.30357928,47.31869841,5.581280896,21.43561656,4.146338569,1.31416399,3.46153739,0.49967033,2.678737397,0.495762804,1.401679502,0.197995262,1.257212973,0.18279228,855.9544613,14.19535701,74.07362548,528.1423726,3.292644393,7.626670414,0.429841773,6.872181933,1.462104509,9.591157889,126.7545734,17.29559827,180.8952104,44.8063924,69.57423301,6.335581443,1.712079468,0.537265136,30.53623034,6.066331304,60.29819896,13.13224313,37.63777453,8.929298031,5.861455565,2.130695001,3.298039917,30.57024198,0.086539213,17.05010767,0.055515342,3.333392628,1.510044203,5.466203484,2.753342086,2.91960396,0.974842767,0.484114766,2.590624025,4.022655471,0.24769253,0.384610697,56.52836728,86.4,1.2,29.461467,89.10278889,[25814] CHEN LONG (2022)
59.36844677,0.794022436,16.63375206,6.284992976,0.111977523,3.909033533,6.291100841,3.949752632,2.361707759,0.29521347,25.74034157,49.7639464,5.888309167,22.21451998,4.410713312,1.242686575,3.507633871,0.502811352,2.788876211,0.506087732,1.3747996,0.195967884,1.282130821,0.189958518,786.1198494,14.63662496,71.22857129,514.8392522,2.279752292,7.96742753,0.491091501,6.916386811,1.681976144,10.63671944,75.4637175,15.82625124,169.4400874,40.53659184,91.61309093,6.311460391,1.758625478,0.544348684,32.53071396,6.214207942,53.70909288,13.63827664,38.81347019,5.155814111,5.835868203,2.175188495,3.440142956,17.10918669,0.090607776,17.32625066,0.083324192,3.399960478,1.517735136,5.394447039,2.73578469,3.038473717,1.003236246,0.47253973,2.561351468,5.788679172,0.239238497,0.540681325,57.06760198,86.4,1.2,29.461467,89.10278889,[25814] CHEN LONG (2022)
57.99748366,0.862453834,17.10702545,6.702788262,0.121758188,4.089045822,6.493770039,4.089045822,2.201793904,0.334835018,27.20286907,57.33428171,6.31445642,24.6484949,4.7028868,1.327148426,3.89681695,0.560987037,3.117261259,0.59594492,1.620686698,0.236189849,1.363725922,0.20133691,809.9956415,16.33353284,62.060307,549.1024726,2.639197363,8.35361779,0.491918956,9.224490122,1.57771357,9.965982186,89.25981873,17.14487422,185.1905907,40.28692028,83.27299148,6.290839726,1.665461437,0.51143974,32.02720916,6.125584075,49.59096415,13.55080655,42.04237874,5.46482011,5.784291697,2.285841465,3.448557165,18.97979316,0.076618075,18.07437587,0.076287175,3.510219269,1.509073092,6.764181844,2.857478095,2.965066802,0.96875,0.564757803,2.349793866,4.857019679,0.217543019,0.449661028,57.84797544,91.22,0.87,29.461467,89.10278889,[25814] CHEN LONG (2022)
59.29099719,0.856924254,16.48559041,6.564651875,0.112216271,3.998979852,6.090283091,3.876562101,2.417750574,0.306044377,26.40184395,56.38420877,6.185013039,24.28202228,4.73188722,1.268904514,3.807336843,0.544107661,3.056063903,0.555173735,1.60006955,0.213616156,1.41803085,0.214112822,754.5034819,16.36150758,74.09447953,576.8948914,2.824789323,8.594746174,0.494245978,9.435502631,1.821151463,9.224616645,105.1629479,17.48612663,173.5929512,42.92609795,88.93880781,6.294312675,1.613655943,0.525302826,32.9915769,6.061043153,46.11454526,12.64812388,39.7623287,6.427460757,5.579559005,2.155146274,3.336942366,22.22431411,0.098202966,17.12376164,0.075797802,3.446149965,1.484094431,6.65394736,2.684946412,3.323262191,1.033500838,0.576689072,2.454866012,5.086249785,0.24728019,0.512341124,56.85505057,91.22,0.87,29.461467,89.10278889,[25814] CHEN LONG (2022)
57.64090054,0.853788687,17.64496621,6.540631193,0.121969813,4.075824566,6.525384967,3.882705697,2.388575494,0.325252833,26.00275083,51.03540843,6.081809609,23.50404116,4.764237277,1.191661818,3.709260334,0.513213481,2.881888845,0.547856063,1.493609427,0.202548241,1.353825953,0.191829227,825.0774057,15.27965285,74.92825657,533.3811932,2.181253952,8.183054857,0.508161148,10.66640554,1.678723398,10.14252764,68.96473274,16.61266664,173.5723668,42.80458335,80.74368305,6.271281191,1.701789372,0.535552407,32.10689799,6.044392072,53.99843922,13.0477008,37.69717098,4.513501283,5.457904239,2.128699659,3.519091406,14.47550337,0.090813609,17.36119854,0.087944472,3.340089525,1.538257537,7.87871256,2.739835446,3.072961457,0.96105919,0.69807905,2.576623264,4.860368585,0.246609435,0.465187429,59.01236418,91.22,0.87,29.461467,89.10278889,[25814] CHEN LONG (2022)
58.15681714,0.829078409,16.87477883,6.597239775,0.121328548,4.195945604,6.774177241,3.973509933,2.163692432,0.313432081,25.36695176,49.16743063,5.829363509,22.6732057,2.298654765,0.640550849,1.837026393,0.26397537,1.450723387,0.265429565,0.743964589,0.10433798,0.674073771,0.098388167,818.8604945,15.51604603,67.21621966,425.1378516,1.354432296,7.930754874,0.232776229,6.888047701,2.524155497,9.568055068,99.41668421,8.683697149,167.9348389,44.50954303,105.4708479,6.137202365,1.634885055,0.511132466,48.95816198,11.76541087,52.7750751,25.56456366,72.94072659,6.407346564,11.03556399,2.152173025,3.410093767,43.24994154,0.082085068,33.63608951,0.072641628,3.168811857,1.461274712,10.2185369,2.72526016,2.531564352,0.905970149,0.443930605,5.125644327,12.14584596,0.265040556,0.628046262,53.06628839,91.22,0.87,29.461467,89.10278889,[25814] CHEN LONG (2022)
55.74400262,0.664105603,15.69332625,8.220605664,0.173689157,6.743226123,7.519718828,3.453349135,1.716457558,0.071519065,14.98068731,29.22264427,3.639090719,14.75357519,3.379725255,1.092389153,3.040243987,0.455626026,2.777661722,0.524054167,1.476340711,0.219939137,1.528934922,0.224521553,761.8901916,14.71832934,61.15289156,290.7470175,1.768931461,3.609805071,0.207270511,2.770454339,0.651824517,7.160300042,56.24440797,24.27708966,172.0123147,98.07540679,308.5730356,5.169806694,1.017825255,0.245259159,11.97618914,2.360993276,51.76471962,6.656106601,19.11307267,3.82138534,4.432516308,1.816729857,2.210509556,16.64171012,0.080264705,9.649576956,0.126924959,1.985459327,1.002394691,1.812015867,1.988471807,1.690268618,0.6875,0.188231577,4.039833776,12.71046241,0.570165031,1.793900839,38.0446242,91.22,0.87,29.461467,89.10278889,[25814] CHEN LONG (2022)
59.3880248,0.894581681,16.67174952,6.312900275,0.111822711,3.781640744,6.04859205,3.913794856,2.561756633,0.315136729,27.10045838,58.36159524,6.252021285,24.11700238,4.723140821,1.268200457,3.763955981,0.539122035,2.945327531,0.533215911,1.509047967,0.210890819,1.375945998,0.201452033,766.7258162,15.78131546,83.73821504,566.1615176,2.758241086,9.227937797,0.557681068,7.321127048,1.925642545,11.26532337,101.746249,15.56563767,161.5779732,37.25054624,73.82573909,6.475551489,1.717249646,0.584738187,36.37252322,6.706613348,48.58440465,13.37989722,42.41561466,6.447260322,5.737804441,2.140583668,3.432649848,21.54207398,0.109215333,17.52757915,0.073036412,3.698145151,1.528199752,5.320795335,2.735540484,3.503952342,1.070588235,0.463911077,2.393126901,4.742866348,0.23054223,0.456904723,55.01939545,91.22,0.87,29.461467,89.10278889,[25814] CHEN LONG (2022)
57.84412084,0.89178042,16.90329249,6.849481653,0.121606421,4.134618308,6.728888619,4.023145755,2.138246233,0.364819262,28.60591463,61.81331153,6.660972608,25.94833408,4.98215891,1.331194761,4.122702543,0.581502116,3.253338616,0.618809875,1.674664779,0.220187788,1.554601826,0.217790268,837.8294746,17.36146649,67.20765918,521.3541014,2.258550297,7.59576292,0.450255661,8.052191775,1.979191013,10.96260902,74.58684018,17.26904677,179.5683334,43.63388668,85.40715355,6.161391988,1.647666955,0.437506989,30.19009146,4.885986105,48.2579899,12.50012036,39.76150709,4.296114054,5.741670458,2.092715036,3.204781332,14.97078707,0.080216394,16.69130555,0.096429231,3.560373864,1.494593449,5.179584663,2.65193471,2.903374395,0.915662651,0.463796752,2.526710783,4.945678513,0.242993215,0.475624805,55.14155421,91.22,0.87,29.461467,89.10278889,[25814] CHEN LONG (2022)
57.27841364,1.074603866,17.63972385,6.742632374,0.121653268,3.588771404,6.731480825,4.085522247,2.35196318,0.385235348,28.32950448,60.84395101,6.59524799,26.2212942,5.179246827,1.453331432,4.425656853,0.621946245,3.375167062,0.628672685,1.806513539,0.250184503,1.575515323,0.227798999,763.7400222,18.23031583,65.20339998,523.2444165,3.510109784,9.431476977,0.545726836,7.461588775,1.771529027,12.12613217,133.8822637,17.69879565,193.2481163,25.23747658,30.19538652,6.437485427,1.553977712,0.517351266,29.56384303,5.986280704,41.89395452,12.21501141,38.61844447,7.343935505,5.469811621,2.142262289,3.287335103,25.84975541,0.085373816,16.64299535,0.06489797,3.337514916,1.438334609,4.735967125,2.809021777,2.7076301,0.956325301,0.409295639,1.425943159,1.706070126,0.130596236,0.156251906,56.11552344,91.22,0.87,29.461467,89.10278889,[25814] CHEN LONG (2022)
58.52626035,1.1140143,17.23683944,6.544327642,0.11140143,3.433189524,5.904275789,3.868667841,2.845800166,0.415223512,31.26437815,64.31504575,7.214549767,28.12711413,5.368671128,1.377894297,4.25426524,0.618457866,3.300691156,0.618324197,1.674909369,0.254916185,1.526343849,0.240783456,739.5310576,18.3390944,88.42102129,579.7077304,3.292128237,11.50790281,0.672628751,15.08702397,3.09698302,12.48456773,128.6240242,15.31777691,174.8326463,26.44817113,28.69720596,6.714468007,1.704794003,0.627506602,37.84542194,7.539521856,40.32538584,13.91473514,42.13666913,7.013651895,5.823485441,2.162482037,3.51734056,23.95826102,0.119563635,18.42777048,0.073139148,3.506991368,1.533724268,9.884420198,2.787225986,3.315786512,1.137221269,0.822670064,1.72663248,1.873457626,0.151277074,0.164141003,53.91613838,89.8,1,29.461467,89.10278889,[25814] CHEN LONG (2022)
56.37230154,0.939033502,17.5084311,7.197237424,0.131262747,4.170116521,7.21945112,4.09943658,1.979038349,0.383691109,26.45279063,51.12195695,6.201973129,24.80634337,5.102034326,1.415733249,4.061493883,0.608797616,3.357781633,0.625190699,1.711543382,0.235292071,1.520227034,0.234146613,842.9547113,17.52886281,47.81930765,459.0307627,2.456803852,7.047046815,0.39461686,6.619033182,1.20980692,9.626091629,85.73535468,18.50153506,195.6438289,32.73587281,58.85156028,6.07847493,1.509099074,0.402025328,24.81041499,4.635522627,48.08952642,11.82062863,33.62784361,4.891096223,5.184753559,2.208736957,3.356100248,16.80415089,0.056728205,16.31752548,0.095305375,2.916444581,1.415171289,4.353976764,2.671636402,2.346257305,0.841958042,0.377607678,1.769359824,3.180901481,0.16732382,0.300809694,51.67616734,89.8,1,29.461467,89.10278889,[25814] CHEN LONG (2022)
54.80392056,0.419914174,23.07479594,3.235387499,0.081934473,2.867706552,10.1189074,4.363010682,0.706684829,0.327737892,15.00343384,31.8559735,4.240623979,18.66772925,4.458347114,1.326978295,4.334344804,0.695400318,4.118600983,0.82284245,2.284397566,0.332033258,2.141591147,0.316564877,994.7026935,23.78451679,18.28002019,136.1933099,0.827952406,4.710801056,0.425416694,1.770341912,1.000835249,8.083298817,16.114665,11.21500133,120.4547317,24.36703669,2.951537227,5.069695511,0.630806754,0.198061667,12.14385143,2.199673389,41.82143797,4.759174563,14.87490903,0.677527534,3.365245786,1.923149985,2.081791905,3.614493127,0.018377371,8.716756826,0.382346708,1.339357607,0.784868972,0.826647941,2.023889952,1.130659692,0.501012146,0.074432536,2.172718128,0.263177608,0.202292067,0.02450329,30.92397253,89.8,1,29.461467,89.10278889,[25814] CHEN LONG (2022)
56.74552752,1.119380408,17.36552308,7.242693774,0.131098606,3.832113108,6.897803594,3.973296222,2.289183357,0.403380327,22.51313926,47.313485,5.711696469,23.3330523,4.692332984,1.37036012,3.78703219,0.570843952,3.031678881,0.575729843,1.554086633,0.228372266,1.456427145,0.201526792,777.7515046,16.05219196,30.23303027,417.9682284,2.68846747,8.437833825,0.471275545,4.952295881,1.387075451,9.147268122,95.20967265,10.49046791,194.1600209,30.48944442,26.07796118,6.262479579,1.402496264,0.525649945,39.84266784,5.793515902,48.45142062,10.5008589,32.48599503,5.931256796,4.797856277,2.081586361,3.221810991,20.29047661,0.038872352,16.02074802,0.074959729,2.947478146,1.453574213,3.400304573,2.600220823,2.15269975,0.907894737,0.308512127,2.906395089,2.48587207,0.157032556,0.134311693,50.71402956,89.8,1,29.461467,89.10278889,[25814] CHEN LONG (2022)
56.20991016,1.029971141,17.76445274,7.424970172,0.132570543,4.007709487,7.036436505,4.028104956,1.917174004,0.448700299,27.49031729,54.28405171,6.542944888,26.49658932,5.135943672,1.491813809,4.308371217,0.594027951,3.335173949,0.632095074,1.747648948,0.241559621,1.481004202,0.233717342,862.8738413,18.12158773,48.55033163,451.393865,2.198589117,7.597733875,0.447711328,6.595146869,1.37687464,9.563648791,75.03432182,17.50178647,207.4767321,30.28140962,32.15515326,5.945278959,1.516992755,0.419264249,25.79130226,5.130123105,47.61579692,12.60959075,36.65354334,4.140604175,5.352534811,2.251967918,3.467879203,14.60964656,0.056265852,17.89096161,0.106303329,2.995546114,1.46215606,4.453158782,2.909087774,2.175636084,0.844927536,0.363938688,1.730189639,1.837249775,0.14595087,0.154981973,53.42161262,89.8,1,29.461467,89.10278889,[25814] CHEN LONG (2022)
55.36861426,1.264402977,17.39573773,8.075864179,0.142755175,4.119506475,7.127561945,3.874783318,2.110737228,0.520036709,29.38004108,61.66270342,7.122157404,28.87323613,5.634745807,1.546084603,4.76455992,0.675439544,3.736712456,0.651859831,1.841559532,0.259995574,1.593171081,0.239918958,812.5881316,19.44764196,56.22664958,531.8775994,2.681186458,9.193687558,0.530155402,6.871081124,1.352833842,8.293232035,94.10769136,19.31420532,233.5747168,30.1963037,26.2042957,5.985520546,1.510725112,0.472740478,27.53815601,5.770684434,41.78337576,12.5275895,38.70438282,4.83902838,5.214084554,2.345455865,3.536811504,16.70131974,0.069194525,18.12312342,0.089482385,3.170703345,1.484665143,4.312833195,2.990614113,2.277119744,0.839771102,0.353311786,1.563424599,1.356736934,0.129278991,0.112188066,50.37767009,89.8,1,29.454847,89.10013333,[25814] CHEN LONG (2022)
56.24310873,1.164432262,17.60044516,7.669795864,0.133961234,3.915789908,6.574405161,3.957008749,2.277340973,0.463711963,31.00896983,60.76895366,7.432937856,29.8514291,6.050865165,1.606767604,4.847359734,0.703089447,3.923914247,0.743621789,2.011074678,0.276058313,1.800557072,0.266298812,822.1958559,21.08612444,70.19659477,560.1108748,3.845691385,10.05112517,0.546717697,6.477819456,1.72814652,10.64053106,147.4173731,19.18368642,213.1936642,26.27147864,30.01517449,6.234349722,1.470586495,0.476670106,29.19724929,5.582230814,38.99226993,11.6992488,33.75008468,6.991202841,5.124716711,2.179277907,3.36055172,24.36302398,0.085376975,16.57899634,0.069246017,2.881940388,1.415690645,3.597675162,2.692144453,2.627239777,0.948275862,0.307207684,1.369469771,1.564619742,0.123228234,0.140788304,49.00657618,89.8,1,29.454847,89.10013333,[25814] CHEN LONG (2022)
56.46954659,1.111888976,17.31664127,7.672033933,0.133838488,3.747477659,6.568381172,4.066630976,2.439978585,0.473582342,32.64575356,68.55672947,7.719915965,31.27467984,6.369315126,1.604640967,5.170438425,0.754799745,4.112914144,0.795517818,2.131233779,0.300007694,1.887201756,0.286284111,748.9503,22.34449136,72.67877253,558.6224539,4.495617825,9.893343534,0.594380168,9.704359268,2.13792648,13.99215506,174.2601766,19.46050929,212.2110307,23.65065757,23.21725626,6.506609562,1.461020215,0.442764321,28.70543857,5.24233485,33.51834186,11.75129952,36.32718614,7.798798093,5.125473134,2.179371724,3.375004875,27.3593272,0.097040848,16.57198534,0.063680705,3.068171406,1.399659511,5.142194912,2.739738032,2.63239122,0.990595611,0.434306564,1.215315448,1.193044638,0.111448766,0.109406453,50.96660348,89.8,1,29.454847,89.10013333,[25814] CHEN LONG (2022)
56.6103502,1.117444435,17.35626999,7.528910031,0.13327319,3.649635037,6.520134503,3.95718855,2.675715574,0.451078488,33.25107013,70.29386262,7.911096781,31.73600123,6.372830293,1.49792297,5.190022985,0.770329654,4.176767521,0.833448979,2.283881278,0.317983919,2.010731337,0.295644603,666.8533639,23.15857786,84.14841352,463.1237084,5.59204053,10.86778143,0.635549221,8.199655097,2.164963888,12.83878147,224.5245147,18.59799347,198.6349527,21.99993425,23.59547334,6.632904125,1.435799311,0.469276719,24.90181046,5.404889868,28.7950913,11.23386267,34.95935102,9.695090781,5.217629939,2.07723799,3.169409148,35.23152263,0.126187282,15.78331259,0.052868823,3.035327257,1.370377811,4.077946639,2.581161834,2.331531798,1.017295597,0.354065571,1.182919775,1.268710701,0.110755604,0.118788124,47.72852421,89.8,1,29.454847,89.10013333,[25814] CHEN LONG (2022)
55.09737832,1.116700304,17.58034607,8.123226342,0.143429396,4.169697466,7.2534295,3.872593715,2.212910695,0.43028819,28.01006278,56.13072282,6.823406931,27.55010949,5.559828202,1.521401501,4.778665248,0.693580145,3.983998038,0.740407199,2.068365045,0.289001421,1.812851448,0.268010127,699.3924578,21.00336508,62.84450006,416.7674246,3.470511655,8.350070734,0.491466215,10.41560975,1.630717652,11.35855797,132.9206055,20.80792925,216.6600981,26.32710243,32.7501507,6.08550441,1.333598815,0.39755871,20.02925998,4.606042455,33.29906685,10.49613467,30.96267092,6.328538546,5.037936742,2.197641755,3.066896743,23.90732243,0.089855845,15.19711365,0.077224961,2.672463322,1.311699786,5.745429258,2.635993839,1.923600276,0.838983051,0.495901952,1.26524375,1.573926473,0.121513387,0.151159124,50.32048492,89.23,0.72,29.454847,89.10013333,[25814] CHEN LONG (2022)
54.69473299,1.261560062,15.66776205,9.696716891,0.183129686,5.422673491,7.233622611,3.499811784,1.973731064,0.366259373,26.94219744,54.75804159,6.816955913,27.76363655,6.047010771,1.402465819,5.13413814,0.761783741,4.375485382,0.856131978,2.304869864,0.347866301,2.184904051,0.329261737,645.4382566,23.65006316,65.16055482,342.2930947,4.255840418,9.615264816,0.553139377,8.331440269,2.100248111,9.167036393,163.8790454,25.58843299,257.2056057,31.97918345,31.74891194,5.473542848,1.139201923,0.406564023,13.37686817,4.400772112,27.29118532,8.37680054,25.06198914,6.929328023,4.455457161,2.002598412,2.767632184,27.1008357,0.10095552,12.70702782,0.077367031,2.315344412,1.173934985,3.813183588,2.349823159,1.330815064,0.756680731,0.352279832,1.249751537,1.24075249,0.124333151,0.123437869,39.67586647,89.23,0.72,29.454847,89.10013333,[25814] CHEN LONG (2022)
55.60851286,1.093707669,17.689969,7.576684962,0.140476214,4.174150369,7.4051033,3.863095895,2.026871093,0.421428643,25.92346603,52.85982261,6.232898223,24.53802019,4.890222502,1.486052676,4.173619016,0.575080959,3.204748026,0.615659998,1.634427625,0.243140566,1.471650248,0.222841153,828.3470514,17.34014638,58.18954847,427.542287,2.831435065,6.727669782,0.393731623,6.767196293,1.559655885,8.982810851,101.7031562,18.959034,205.7651163,25.54547966,30.47641676,5.889966987,1.494996955,0.387982295,22.55084763,4.571514048,47.77047628,11.96646815,35.91873999,5.865184409,5.30108109,2.177656023,3.32295157,20.79724515,0.070247788,16.67381242,0.078702548,3.048406943,1.415098792,4.598372679,2.836012851,2.077817147,0.795392954,0.390261774,1.347404074,1.607487848,0.124148739,0.148112651,51.00336921,89.23,0.72,29.454847,89.10013333,[25814] CHEN LONG (2022)
54.80055302,1.054841518,17.86061754,7.880587844,0.143376517,4.485636746,7.752573097,3.778995341,1.945824159,0.296994214,21.87637346,43.19553117,5.282127687,21.2818422,4.459019615,1.372339747,3.673679927,0.544235654,3.149266956,0.595704272,1.722393705,0.247240554,1.602950722,0.222220741,759.5722813,16.950975,54.66249878,421.9932947,2.634523924,7.34684833,0.387626828,7.736770227,1.387080366,8.245735753,91.03480699,20.55107343,206.6954442,26.8757294,29.41416832,5.7248195,1.290567266,0.433417448,20.53388093,4.583327628,44.80994641,9.271130353,26.94751035,5.370476152,4.906094915,1.964668603,2.781757139,20.41587946,0.071964841,13.27666653,0.084349487,2.548262337,1.255493693,4.826580207,2.291823371,2.041618751,0.738441215,0.456420367,1.307753071,1.431271628,0.130025746,0.142306805,48.27285015,89.23,0.72,29.453019,89.09730278,[25814] CHEN LONG (2022)
54.23465582,1.031970655,17.95220239,7.991131182,0.143045437,4.638759183,7.90836918,3.892879403,1.777850436,0.429136312,24.46380852,49.11505521,5.993241511,24.67102997,5.059788518,1.427337249,4.227088618,0.629518638,3.511563778,0.660565671,1.778076308,0.25521084,1.604920607,0.232242057,798.124482,18.64369538,45.43678522,389.4221224,2.863636069,6.052584502,0.350942558,5.58960628,1.302773861,9.154439845,98.75244916,20.85065173,233.1736927,29.13601984,35.18377158,5.670729839,1.312175941,0.324645108,18.67673622,3.771267236,42.80935006,10.35495094,30.6027943,5.296828078,4.834946843,2.187998436,3.152672161,19.51711002,0.056929447,15.37211863,0.081100409,2.634405584,1.323290768,3.482793015,2.633830359,1.670094589,0.717054264,0.299812144,1.397367345,1.687418314,0.124954147,0.150890828,47.66022221,89.23,0.72,29.453019,89.09730278,[25814] CHEN LONG (2022)
53.8109725,1.071931723,17.9880352,8.140555771,0.142924229,4.808379444,8.136472222,3.858954203,1.643628642,0.398146069,21.97622561,44.15894823,5.431378863,22.56756167,4.72570551,1.447858172,4.112096237,0.578361493,3.326630203,0.617290927,1.733086447,0.239554738,1.4938425,0.218674473,829.8014267,17.40466643,40.94526632,358.3045772,2.340151511,5.576029702,0.322739611,3.999168396,0.903212363,10.16045444,78.66527348,21.64272141,239.8025593,29.53617949,35.58887791,5.502582845,1.262662844,0.320375557,16.55543083,3.732675769,47.67695089,9.993688856,29.56064527,4.519780589,4.650358674,2.226894872,3.163456328,16.64624961,0.049343451,15.10705558,0.093444579,2.53719015,1.296638563,2.677101767,2.752697314,1.494164942,0.676286073,0.229775642,1.364716522,1.644380909,0.123168742,0.148409083,45.5864776,89.23,0.72,29.452236,89.09644444,[25814] CHEN LONG (2022)
54.75050145,0.900568996,18.8812477,7.497236891,0.133038601,4.380040117,7.368291784,4.083261697,1.719268083,0.286544681,20.47018294,39.10237601,4.602564981,17.97943916,3.572630612,1.364008383,3.025196756,0.439021501,2.453950237,0.473980696,1.333435953,0.181986882,1.18558479,0.177036146,898.949132,13.36093947,42.28684157,420.6066261,2.218608068,4.834757894,0.281943201,4.713049689,0.962873854,8.220793127,79.81159094,16.14611686,216.6919759,32.55009423,18.25990161,5.80252978,1.532091586,0.36185763,26.05001746,4.077952024,67.28188044,11.72915255,32.9815095,5.973501423,5.729722763,2.069822637,3.013391064,22.33972655,0.047040305,15.16503865,0.079796044,2.926618753,1.345671777,3.975295338,2.551649432,1.941034615,0.7875,0.352748375,2.015970435,1.130915982,0.150213657,0.084266626,52.29151138,92.1,1,29.452236,89.09644444,[25814] CHEN LONG (2022)
53.83960881,1.025125835,18.10372223,8.035961414,0.143517617,4.684825063,8.40603184,3.782714328,1.537688751,0.440804109,22.11704782,44.43471734,5.470971145,22.47242654,4.712904284,1.391331602,4.106770808,0.583456723,3.214175947,0.606592193,1.633714328,0.241788752,1.521507343,0.217867536,842.6102486,17.32634129,39.2188057,374.6801615,2.409656648,5.0432033,0.297493283,4.064747105,0.949147164,7.333291893,84.08530265,21.19236477,249.3023659,27.14136255,43.53390732,5.320403079,1.276498451,0.291071451,17.67996,3.314609899,48.63174715,9.874852886,29.20440545,4.853032804,4.692870147,2.112494535,3.097523193,17.84150443,0.04654442,14.76984429,0.090414349,2.564575902,1.297009343,2.671526446,2.699146229,1.502914584,0.632926829,0.234599275,1.280714203,2.054226029,0.108869254,0.174622921,44.27620103,92.1,1,29.452236,89.09644444,[25814] CHEN LONG (2022)
53.67512264,1.044621734,18.08629395,8.175701279,0.163862233,4.833935868,8.377456653,3.901969419,1.36210481,0.378931414,19.76735568,39.17924765,4.771403229,20.32433942,4.45372442,1.537418993,3.787623603,0.540306908,3.055145854,0.600558204,1.616112541,0.204036662,1.40038453,0.194895102,913.9612755,16.59049168,26.95575555,406.2775626,1.860815491,3.888230681,0.213074746,3.736623627,0.799015161,7.282081771,64.67377573,21.3746555,240.4490047,28.79031386,45.52516295,5.264074229,1.191487031,0.234365006,19.00744377,2.776545012,55.08946288,9.589121077,27.97749247,3.898243462,4.438387699,2.181647818,3.180358198,14.52127919,0.029493323,14.51339899,0.104736393,2.361548314,1.225059499,2.668283994,2.704702546,1.689662068,0.628361858,0.225226817,1.346936977,2.129866512,0.119735633,0.189333963,43.16078918,92.1,1,29.452236,89.09644444,[25814] CHEN LONG (2022)
