SiO2,TiO2,Al2O3,FeOt,MnO,MgO,CaO,Na2O,K2O,P2O5,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Sr,Y,Rb,Ba,Hf,Nb,Ta,Th,U,Pb,Zr,Sc,V,Ni,Cr,A,La/Y,Nb/Y,Ba/Sc,Nb/Yb,Sr/Y,(La/Yb)/n,Ce/Yb,Zr/Y,La/Sm,Dy/Yb,Sm/Yb,Zr/Sm,Rb/Sr,Nd/Yb,Lu/Hf,Ce/Y,Nd/Y,Th/Yb,Gd/Yb,Ba/V,A/CaO,Th/Y,Ni/Sc,Cr/Sc,Ni/V,Cr/V
62.26,0.79,16,4.48,0.05,2.44,3.8,3.93,5.63,0.63,128,255,27.7,101,15.8,3.36,9.72,1.05,4.51,0.72,1.74,0.23,1.48,0.2,1294,20.9,272,2851,11.5,19.8,1.05,81.4,12,118,439,9.37,95.3,35.6,55.5,9.56,6.124401914,0.947368421,304.2689434,13.37837838,61.9138756,62.03672026,172.2972973,21.00478469,8.101265823,3.047297297,10.67567568,27.78481013,0.210200927,68.24324324,0.017391304,12.20095694,4.832535885,55,6.567567568,29.91605456,2.518918919,3.894736842,3.799359658,5.923159018,0.373557188,0.582371459
76.6,0.13,12.86,1.62,0.05,0.16,1.45,2,5.09,0.03,39.58,75.53,9.61,34.69,7.43,0.91,7.24,1.23,7.17,1.43,3.96,0.6,4.01,0.58,69.63,39.57,215.8,471.27,4.43,10.79,1.34,18.19,3.02,119.1,133.49,5.95,6.83,10.87,2.31,7.09,1.000252717,0.272681324,79.20504202,2.690773067,1.759666414,7.079979376,18.83541147,3.373515289,5.32705249,1.788029925,1.85286783,17.96635262,3.099238834,8.650872818,0.130925508,1.90876927,0.876674248,4.536159601,1.805486284,69,4.886524823,0.459691686,1.826890756,0.388235294,1.591508053,0.338213763
76.95,0.13,12.57,1.62,0.04,0.18,1.3,2.2,4.96,0.03,36.93,71.25,9.06,32.69,7.07,0.9,6.84,1.19,7.09,1.42,4.2,0.61,3.97,0.57,81.3,39.45,206.2,447.75,4.43,10.02,1.2,17.87,2.93,54.39,132,6.16,7.77,1.39,2.86,7.17,0.936121673,0.253992395,72.68668831,2.523929471,2.060836502,6.672512196,17.94710327,3.346007605,5.223479491,1.785894207,1.780856423,18.67043847,2.536285363,8.234256927,0.128668172,1.80608365,0.828643853,4.501259446,1.722921914,57.62548263,5.503937008,0.452978454,0.225649351,0.464285714,0.178893179,0.368082368
76.45,0.14,13.35,1.97,0.06,0.2,0.93,1.66,5.21,0.04,40.29,79.54,9.84,35.46,7.41,0.97,7.17,1.21,7.21,1.44,4.07,0.62,3.99,0.59,53.4,39.35,214.3,536.68,4.53,10.63,1.16,16.69,2.76,65.42,139.56,6.26,7.92,1.26,1.87,6.86,1.023888183,0.270139771,85.73162939,2.664160401,1.357052097,7.243107769,19.93483709,3.546632783,5.437246964,1.807017544,1.857142857,18.8340081,4.013108614,8.887218045,0.130242826,2.021346887,0.901143583,4.182957393,1.796992481,67.76262626,7.411111111,0.424142313,0.201277955,0.298722045,0.159090909,0.236111111
76.89,0.13,12.74,1.53,0.04,0.16,1.18,2.14,5.16,0.03,35.01,68.45,8.66,31.42,6.89,0.9,6.94,1.16,6.94,1.36,3.92,0.59,3.85,0.56,67.52,39.04,207.5,456.41,4.53,11.15,1.47,16.58,2.71,39.63,136.48,5.91,7.8,1.31,4.65,7.3,0.896772541,0.285604508,77.22673435,2.896103896,1.729508197,6.522768371,17.77922078,3.495901639,5.081277213,1.802597403,1.78961039,19.808418,3.073163507,8.161038961,0.123620309,1.753329918,0.804815574,4.306493506,1.802597403,58.51410256,6.191304348,0.424692623,0.221658206,0.78680203,0.167948718,0.596153846
76.48,0.14,12.96,2.2,0.07,0.14,0.54,2.35,5.09,0.03,38.23,76.51,8.93,32.03,6.57,0.97,6.47,1.07,6.47,1.29,3.65,0.56,3.58,0.53,58.44,36.25,206.3,596.74,4.53,10.37,1.36,17.67,2.83,35.01,135.68,6.68,8,1.24,2.17,7.43,1.05462069,0.286068966,89.33233533,2.896648045,1.612137931,7.659877896,21.37150838,3.742896552,5.818873668,1.80726257,1.835195531,20.65144597,3.530116359,8.946927374,0.116997792,2.11062069,0.883586207,4.93575419,1.80726257,74.5925,13.73584906,0.487448276,0.185628743,0.324850299,0.155,0.27125
76.21,0.15,13.11,2.32,0.07,0.19,0.51,2.42,4.96,0.04,42.92,76.34,10.03,35.42,6.94,1.07,6.6,1.12,6.44,1.29,3.66,0.57,3.59,0.54,58.16,36.37,188.6,565.73,4.53,9.41,0.99,14.94,2.32,60.15,142.74,8.13,9.82,1.41,1.68,7.38,1.180093484,0.258729722,69.58548585,2.621169916,1.599120154,8.575626153,21.26462396,3.924663184,6.18443804,1.793871866,1.933147632,20.56772334,3.242778542,9.866295265,0.119205298,2.098982678,0.973879571,4.161559889,1.838440111,57.60997963,14.44,0.410778114,0.173431734,0.206642066,0.143584521,0.17107943
76.03,0.15,12.69,1.68,0.04,0.17,1.22,3.34,4.66,0.03,43.2,83.08,10.5,37.23,7.38,1.03,6.91,1.13,6.44,1.27,3.54,0.54,3.42,0.5,117.9,35.28,176.6,521.04,4.63,9.7,1.06,16.48,2.96,28.8,149,6.5,7.07,1.13,1.49,7.99,1.224489796,0.274943311,80.16,2.83625731,3.341836735,9.060626249,24.29239766,4.223356009,5.853658537,1.883040936,2.157894737,20.1897019,1.497879559,10.88596491,0.107991361,2.354875283,1.055272109,4.81871345,2.020467836,73.69731259,6.566666667,0.467120181,0.173846154,0.229230769,0.159830269,0.210749646
75.59,0.14,12.88,1.67,0.04,0.17,1.29,3.51,4.67,0.03,45.94,89.66,11.36,40.26,7.94,1.08,7.38,1.19,6.76,1.32,3.66,0.56,3.55,0.52,118.92,36.54,184,534.27,4.63,9.71,1.05,17.75,2.59,28.43,147.71,6.05,7.6,1.13,2.91,8.18,1.257252326,0.26573618,88.30909091,2.735211268,3.254515599,9.282462709,25.25633803,4.042419267,5.785894207,1.904225352,2.236619718,18.60327456,1.547258661,11.34084507,0.112311015,2.453749316,1.10180624,5,2.078873239,70.29868421,6.338582677,0.48576902,0.18677686,0.480991736,0.148684211,0.382894737
76.07,0.14,12.72,1.63,0.04,0.2,1.17,3.38,4.61,0.03,43.9,82.59,10.5,37.26,7.57,1.12,7.05,1.16,6.68,1.33,3.66,0.55,3.57,0.52,132.46,36.75,167,548.77,4.63,9.04,1.01,17.29,2.29,27.7,147.21,6.3,7.9,1.23,1.51,7.99,1.194557823,0.245986395,87.10634921,2.532212885,3.604353741,8.820574643,23.13445378,4.005714286,5.799207398,1.871148459,2.120448179,19.44649934,1.260757965,10.43697479,0.112311015,2.247346939,1.013877551,4.843137255,1.974789916,69.46455696,6.810344828,0.47047619,0.195238095,0.23968254,0.155696203,0.191139241
76.54,0.14,12.34,1.59,0.03,0.18,1.25,3.31,4.58,0.03,41.8,78.87,9.96,35.33,7.15,0.97,6.88,1.13,6.6,1.28,3.59,0.55,3.46,0.51,138.52,35.93,162,524.12,4.53,9.34,1.13,15.92,2.24,27.5,140.45,5.94,6.97,1.35,4.13,7.89,1.163373226,0.259949903,88.23569024,2.699421965,3.855274144,8.665642301,22.79479769,3.908989702,5.846153846,1.907514451,2.066473988,19.64335664,1.169506208,10.21098266,0.112582781,2.195101586,0.983300863,4.601156069,1.988439306,75.19655667,6.290322581,0.443083774,0.227272727,0.695286195,0.193687231,0.592539455
76.05,0.14,12.78,1.61,0.03,0.16,1.23,3.37,4.59,0.03,40.56,76.28,9.77,34.85,7.11,0.97,6.77,1.12,6.5,1.27,3.58,0.55,3.42,0.51,138.13,35.06,167.9,535.96,4.53,9.33,1.04,17.01,2.29,47.5,143.14,5.79,6.91,1.19,1.35,7.96,1.15687393,0.266115231,92.56649396,2.728070175,3.939817456,8.506921312,22.30409357,4.082715345,5.70464135,1.900584795,2.078947368,20.13220816,1.21552161,10.19005848,0.112582781,2.175698802,0.994010268,4.973684211,1.979532164,77.56295224,6.450819672,0.485168283,0.20552677,0.233160622,0.172214182,0.19536903
62.6,0.82,16.94,7.42,0.14,3.62,1.76,6.47,0.1,0.12,9.22,18,2.52,10.5,2.62,0.89,2.57,0.44,2.62,0.56,1.61,0.24,1.62,0.24,202,16,4.52,29.4,2.07,4.43,0.28,3.02,0.67,4.67,85.9,20.5,158,78.5,167,6.58,0.57625,0.276875,1.434146341,2.734567901,12.625,4.08240871,11.11111111,5.36875,3.519083969,1.617283951,1.617283951,32.78625954,0.022376238,6.481481481,0.115942029,1.125,0.65625,1.864197531,1.586419753,0.186075949,3.741176471,0.18875,3.829268293,8.146341463,0.496835443,1.056962025
59.23,0.75,16.22,6.6,0.14,4.61,7.37,3.16,1.73,0.2,14.2,24.8,3.59,14.6,3.52,1.07,3.52,0.58,3.53,0.75,2.22,0.35,2.26,0.34,425,21.5,42.7,282,2.58,5.48,0.34,4.11,1.12,8.98,110,23.6,172,61.4,126,4.88,0.660465116,0.254883721,11.94915254,2.424778761,19.76744186,4.506926552,10.97345133,5.11627907,4.034090909,1.561946903,1.557522124,31.25,0.100470588,6.460176991,0.131782946,1.153488372,0.679069767,1.818584071,1.557522124,1.639534884,0.662482566,0.191162791,2.601694915,5.338983051,0.356976744,0.73255814
76.37,0.29,13.66,2.18,0.11,0.85,0.76,2.32,3.38,0.07,15.6,23.4,2.87,9.74,1.89,0.47,1.98,0.25,1.48,0.32,1.04,0.18,1.34,0.21,74.4,10,130,591,2.47,10.8,0.75,8.69,1.85,4.25,95.3,5,29.4,6.94,12.3,5.7,1.56,1.08,118.2,8.059701493,7.44,8.350651804,17.46268657,9.53,8.253968254,1.104477612,1.410447761,50.42328042,1.747311828,7.268656716,0.085020243,2.34,0.974,6.485074627,1.47761194,20.10204082,7.506666667,0.869,1.388,2.46,0.236054422,0.418367347
76.28,0.43,12.61,3.27,0.1,0.97,3.98,1.09,1.18,0.09,10.7,21,3.21,14.1,3.8,0.96,3.95,0.72,4.55,1.03,3.03,0.48,3.19,0.48,195,30.2,42.3,265,3.1,3.24,0.2,2.44,0.75,11.4,117,11.9,67.7,6.94,13.7,2.27,0.354304636,0.107284768,22.26890756,1.015673981,6.456953642,2.40598918,6.5830721,3.874172185,2.815789474,1.426332288,1.191222571,30.78947368,0.216923077,4.420062696,0.15483871,0.695364238,0.466887417,0.764890282,1.238244514,3.914327917,0.570332481,0.080794702,0.583193277,1.151260504,0.102511078,0.202363368
69.48,0.41,14.93,2.9,0.11,1.31,2.13,4.35,4.23,0.13,31.2,56,5.89,20.5,3.83,0.93,3.78,0.51,2.91,0.61,1.88,0.3,2.01,0.31,329,19.4,149,629,3.24,11.5,0.71,8.75,2.12,14.1,152,8.04,58,11,17.6,8.58,1.608247423,0.592783505,78.23383085,5.721393035,16.95876289,11.13420241,27.86069652,7.835051546,8.146214099,1.447761194,1.905472637,39.68668407,0.452887538,10.19900498,0.095679012,2.886597938,1.056701031,4.353233831,1.880597015,10.84482759,4.019323671,0.451030928,1.368159204,2.189054726,0.189655172,0.303448276
69.52,0.39,14.78,2.82,0.12,0.97,3.18,3.72,4.37,0.13,30.6,54.4,5.59,19.3,3.58,0.89,3.6,0.48,2.77,0.58,1.74,0.28,1.91,0.29,357,18,124,574,3.1,9.75,0.6,8.85,2.33,9.59,146,6.69,48.3,4.86,8.93,8.09,1.7,0.541666667,85.79970105,5.104712042,19.83333333,11.49181523,28.48167539,8.111111111,8.547486034,1.45026178,1.87434555,40.78212291,0.347338936,10.10471204,0.093548387,3.022222222,1.072222222,4.633507853,1.884816754,11.88405797,2.54516129,0.491666667,0.726457399,1.334828102,0.100621118,0.184886128
74.49,0.39,13.59,2.13,0.08,0.61,2.5,3.48,2.64,0.08,23.9,47.7,5.58,20.8,4.68,1.27,4.76,0.75,4.69,1.03,3.05,0.48,3.3,0.5,213,28.4,70,424,4.32,9.39,0.63,8.73,1.95,13.7,177,6.4,26.5,4.49,5.56,6.12,0.841549296,0.330633803,66.25,2.845454545,7.5,5.194987853,14.45454545,6.232394366,5.106837607,1.421212121,1.418181818,37.82051282,0.328638498,6.303030303,0.115740741,1.679577465,0.732394366,2.645454545,1.442424242,16,2.442622951,0.307394366,0.7015625,0.86875,0.169433962,0.209811321
75.78,0.36,12.86,1.74,0.07,0.45,1.38,4.13,3.2,0.05,27,58.1,6.93,26.5,5.96,1.26,5.99,0.96,5.86,1.27,3.76,0.59,3.97,0.6,158,36,75.1,703,6.33,11.7,0.7,9.74,1.9,13.2,262,7.01,22.3,2.3,5.38,7.32,0.75,0.325,100.2853067,2.947103275,4.388888889,4.878359851,14.63476071,7.277777778,4.530201342,1.476070529,1.501259446,43.95973154,0.475316456,6.675062972,0.09478673,1.613888889,0.736111111,2.453400504,1.508816121,31.52466368,5.323529412,0.270555556,0.32810271,0.767475036,0.103139013,0.241255605
68.15,0.41,16.47,3.54,0.1,1.36,3.65,3.76,2.45,0.11,7.54,14,1.68,6.78,1.72,0.72,1.86,0.3,1.9,0.4,1.22,0.18,1.28,0.2,11.9,104.2,379,405,2.76,0.42,0.62,5.72,2.42,10.4,6.2,8.08,68.4,3.84,6.08,6.21,0.072360845,0.00403071,50.12376238,0.328125,0.114203455,4.225342827,10.9375,0.05950096,4.38372093,1.484375,1.34375,3.604651163,31.8487395,5.296875,0.072463768,0.134357006,0.065067179,4.46875,1.453125,5.921052632,1.701657459,0.054894434,0.475247525,0.752475248,0.056140351,0.088888889
76.65,0.17,12.44,1.3,0.06,0.41,1.18,3.57,4.18,0.04,26.5,48.3,5.52,19.6,3.79,0.65,3.21,0.59,3.3,0.66,2.13,0.36,2.48,0.42,20.9,62,156,487,2.71,0.1,1.41,20.1,2.77,26.1,10.9,5.35,20.7,122,8.92,7.75,0.427419355,0.001612903,91.02803738,0.040322581,0.337096774,7.664693072,19.47580645,0.175806452,6.992084433,1.330645161,1.528225806,2.875989446,7.464114833,7.903225806,0.15498155,0.779032258,0.316129032,8.10483871,1.294354839,23.52657005,6.564102564,0.324193548,22.80373832,1.66728972,5.893719807,0.430917874
65.35,0.65,15.74,4.98,0.08,2.26,4.61,3.4,2.8,0.13,24.7,49.9,5.9,22.6,4.7,1,4.58,0.68,4.2,0.86,2.48,0.36,2.36,0.36,24.1,118,315,559,3.2,0.36,0.56,8.94,1.06,9.9,6.42,15,109,10.3,24.1,6.19,0.209322034,0.003050847,37.26666667,0.152542373,0.204237288,7.50733033,21.1440678,0.05440678,5.255319149,1.779661017,1.991525424,1.365957447,13.07053942,9.576271186,0.1125,0.422881356,0.191525424,3.788135593,1.940677966,5.128440367,1.342857143,0.075762712,0.686666667,1.606666667,0.094495413,0.221100917
72.97,0.35,13.71,2.38,0.08,0.8,2.14,3.84,3.62,0.1,19.9,35,3.71,13.8,2.88,0.99,2.77,0.55,2.98,0.6,1.81,0.29,2.15,0.38,192,41.5,245,673,1.67,0.72,0.61,15,3.92,13.8,6.63,5.57,43.5,1.71,9.03,7.46,0.479518072,0.017349398,120.8258528,0.334883721,4.626506024,6.639191443,16.27906977,0.159759036,6.909722222,1.386046512,1.339534884,2.302083333,1.276041667,6.418604651,0.22754491,0.843373494,0.33253012,6.976744186,1.288372093,15.47126437,3.488151659,0.361445783,0.307001795,1.621184919,0.039310345,0.207586207
57.29,0.71,17.95,7.39,0.12,3.66,7.76,3.54,1.44,0.14,9.88,23,3.04,12.6,2.79,0.772,2.61,0.443,2.61,0.536,1.49,0.213,1.42,0.221,479,14.9,30.5,267,0.392,2.56,0.261,2.3,0.885,10.7,7.38,17.1,172,16,18.8,4.98,0.663087248,0.171812081,15.61403509,1.802816901,32.14765101,4.990788614,16.1971831,0.495302013,3.541218638,1.838028169,1.964788732,2.64516129,0.063674322,8.873239437,0.56377551,1.543624161,0.845637584,1.61971831,1.838028169,1.552325581,0.641633729,0.154362416,0.935672515,1.099415205,0.093023256,0.109302326
55.61,0.8,18.64,8.26,0.13,4.1,8.04,3.25,1.04,0.11,7.96,17.8,2.46,10.5,2.44,0.923,2.4,0.417,2.44,0.508,1.38,0.199,1.33,0.218,551,14,21.7,217,0.835,1.68,0.208,1.9,0.603,7.73,26,18.4,213,22.2,22.8,4.3,0.568571429,0.12,11.79347826,1.263157895,39.35714286,4.293011009,13.38345865,1.857142857,3.262295082,1.834586466,1.834586466,10.6557377,0.03938294,7.894736842,0.261077844,1.271428571,0.75,1.428571429,1.804511278,1.018779343,0.533930858,0.135714286,1.206521739,1.239130435,0.104225352,0.107042254
63.44,0.65,16.99,5.25,0.1,2.78,5.75,3.2,1.64,0.2,13.9,29.5,3.76,14.4,2.84,0.947,2.62,0.396,2.22,0.444,1.2,0.17,1.13,0.172,511,11.8,35.2,287,1.36,4.86,0.432,0.875,0.205,5.56,54.6,10.1,115,21.6,37.9,4.83,1.177966102,0.411864407,28.41584158,4.300884956,43.30508475,8.823419589,26.10619469,4.627118644,4.894366197,1.96460177,2.513274336,19.22535211,0.06888454,12.74336283,0.126470588,2.5,1.220338983,0.774336283,2.318584071,2.495652174,0.840989399,0.074152542,2.138613861,3.752475248,0.187826087,0.329565217
57.02,0.85,17.91,7.22,0.15,4.4,7.53,3.2,1.43,0.27,13.9,33.3,4.52,19,3.92,1.13,3.76,0.574,3.26,0.647,1.78,0.265,1.7,0.255,498,18.3,25.8,218,1.04,5.53,0.326,1.24,0.132,4.75,32.7,15.8,143,44.1,95.5,4.64,0.759562842,0.302185792,13.79746835,3.252941176,27.21311475,5.864978903,19.58823529,1.786885246,3.545918367,1.917647059,2.305882353,8.341836735,0.051807229,11.17647059,0.245192308,1.819672131,1.038251366,0.729411765,2.211764706,1.524475524,0.616216216,0.067759563,2.791139241,6.044303797,0.308391608,0.667832168
64.06,0.59,17.25,4.75,0.1,2.41,5.8,3.28,1.57,0.18,12.5,25.4,3.28,12.8,2.55,0.902,2.28,0.351,1.97,0.395,1.02,0.149,0.966,0.153,517,10,29.2,399,0.71,3.76,0.329,0.23,0.085,5.85,26.4,8.48,95.1,16.4,24,4.85,1.25,0.376,47.05188679,3.892339545,51.7,9.281826838,26.29399586,2.64,4.901960784,2.039337474,2.639751553,10.35294118,0.056479691,13.2505176,0.215492958,2.54,1.28,0.238095238,2.360248447,4.195583596,0.835664336,0.023,1.933962264,2.830188679,0.172450053,0.252365931
60.42,0.68,18.02,5.67,0.1,3.24,7.04,3.44,1.18,0.21,11,24.3,3.21,13.2,2.76,0.941,2.58,0.406,2.4,0.476,1.29,0.186,1.21,0.19,592,13,22.7,279,0.976,3.67,0.339,0.464,0.092,4.59,36.3,12.9,123,23.7,40.5,4.62,0.846153846,0.282307692,21.62790698,3.033057851,45.53846154,6.520905255,20.08264463,2.792307692,3.985507246,1.983471074,2.280991736,13.15217391,0.038344595,10.90909091,0.194672131,1.869230769,1.015384615,0.383471074,2.132231405,2.268292683,0.655619597,0.035692308,1.837209302,3.139534884,0.192682927,0.329268293
57.69,0.81,18.6,6.63,0.12,3.9,7.67,3.44,0.94,0.2,11.7,26.7,3.81,15.6,3.32,1.07,3.08,0.504,2.88,0.566,1.52,0.219,1.38,0.222,606,15.1,16.5,253,0.899,3.89,0.279,0.208,0.065,3.68,29.4,15.1,141,31.6,57.2,4.38,0.774834437,0.257615894,16.75496689,2.81884058,40.13245033,6.081452944,19.34782609,1.947019868,3.524096386,2.086956522,2.405797101,8.855421687,0.027227723,11.30434783,0.246941046,1.768211921,1.033112583,0.150724638,2.231884058,1.794326241,0.570666667,0.013774834,2.092715232,3.78807947,0.224113475,0.405673759
65.13,0.55,17.82,4.4,0.07,2.28,5.38,3.21,1,0.17,11.5,22.4,2.85,10.5,2.03,0.784,1.91,0.285,1.63,0.328,0.843,0.121,0.788,0.115,598,8.77,21,258,1.13,2.86,0.309,0.239,0.088,4.36,45.2,8.12,87.3,16.1,28,4.21,1.311288483,0.326111745,31.77339901,3.629441624,68.18700114,10.4682045,28.42639594,5.153933865,5.665024631,2.068527919,2.576142132,22.26600985,0.035117057,13.3248731,0.101769912,2.554161916,1.197263398,0.303299492,2.423857868,2.95532646,0.782608696,0.027251995,1.982758621,3.448275862,0.184421535,0.320733104
57,0.77,18.3,7.17,0.12,3.94,7.78,3.65,1.03,0.24,11.9,28.1,3.88,15.7,3.3,1.06,3.14,0.507,2.94,0.6,1.62,0.237,1.51,0.245,571,16.5,14.2,210,0.88,3.83,0.252,0.203,0.08,4.54,30.1,16.4,4175,26.8,49.5,4.68,0.721212121,0.232121212,12.80487805,2.536423841,34.60606061,5.652890715,18.60927152,1.824242424,3.606060606,1.947019868,2.185430464,9.121212121,0.024868651,10.39735099,0.278409091,1.703030303,0.951515152,0.134437086,2.079470199,0.050299401,0.601839685,0.01230303,1.634146341,3.018292683,0.006419162,0.011856287
58.03,0.79,18.09,6.91,0.12,3.67,7.47,3.9,0.8,0.23,10.8,23.8,3.3,13.7,2.92,1,2.75,0.422,2.32,0.467,1.26,0.176,1.16,0.185,644,12.3,8.57,191,0.89,3.15,0.217,0.442,0.226,4.51,31.8,13.7,4254,26.6,38.7,4.69,0.87804878,0.256097561,13.94160584,2.715517241,52.35772358,6.678306416,20.51724138,2.585365854,3.698630137,2,2.517241379,10.89041096,0.013307453,11.81034483,0.207865169,1.93495935,1.113821138,0.381034483,2.370689655,0.044898919,0.628415301,0.035934959,1.941605839,2.824817518,0.006252938,0.00909732
65.14,0.56,16.55,5.15,0.1,2.41,5.09,3.39,1.5,0.12,10.3,20.7,2.6,10,2.01,0.636,1.91,0.303,1.72,0.363,1.02,0.152,1.01,0.17,380,10.1,38.8,239,0.881,2.64,0.317,1.72,0.638,8.63,32,10.7,3094,8.73,10.3,4.89,1.01980198,0.261386139,22.3364486,2.613861386,37.62376238,7.315035301,20.4950495,3.168316832,5.124378109,1.702970297,1.99009901,15.92039801,0.102105263,9.900990099,0.192962543,2.04950495,0.99009901,1.702970297,1.891089109,0.077246283,0.960238569,0.17029703,0.81588785,0.962616822,0.00282159,0.003329024
66.44,0.49,16.64,4.46,0.08,2.03,4.31,3.35,2.1,0.11,11.7,23.3,2.83,10.6,2.02,0.686,1.9,0.3,1.68,0.357,1.01,0.146,1,0.173,387,9.6,46.4,409,1.95,2.52,0.317,2.39,0.64,11,67.2,9.03,2810,8.98,10,5.45,1.21875,0.2625,45.29346622,2.52,40.3125,8.392405063,23.3,7,5.792079208,1.68,2.02,33.26732673,0.119896641,10.6,0.088717949,2.427083333,1.104166667,2.39,1.9,0.145551601,1.265258216,0.248958333,0.994462901,1.107419712,0.00319573,0.003558719
58.21,0.75,18.83,7.37,0.11,3.05,6.92,3.41,1.17,0.17,9.46,22.2,3.29,14.4,3.45,0.951,3.52,0.598,3.48,0.684,1.81,0.252,1.58,0.246,516,18.5,21.3,187,1.586,2.7,0.278,1.19,0.479,9.08,57.9,13.9,4004,9.41,7.91,4.58,0.511351351,0.145945946,13.45323741,1.708860759,27.89189189,4.294717727,14.05063291,3.12972973,2.742028986,2.202531646,2.183544304,16.7826087,0.04127907,9.113924051,0.155107188,1.2,0.778378378,0.753164557,2.227848101,0.046703297,0.661290323,0.064324324,0.676978417,0.569064748,0.00235015,0.001975524
56.16,0.88,17.13,8.41,0.13,4.63,7.73,3.19,1.57,0.16,12.5,27.9,3.72,15.1,3.39,1.03,3.28,0.536,3.01,0.607,1.61,0.222,1.46,0.229,456,16.1,42.8,353,1.082,3.55,0.32,2.01,0.509,7.25,39.4,22.8,5067,30.5,79.7,4.76,0.776397516,0.220496894,15.48245614,2.431506849,28.32298137,6.141263511,19.10958904,2.447204969,3.687315634,2.061643836,2.321917808,11.62241888,0.093859649,10.34246575,0.211645102,1.732919255,0.937888199,1.376712329,2.246575342,0.069666469,0.616094987,0.12484472,1.337719298,3.495614035,0.006019341,0.015729228
56.69,0.85,18.34,7.76,0.12,3.88,7.41,3.36,1.43,0.17,13.2,28.6,3.7,15.1,3.23,1.03,3.05,0.49,2.68,0.543,1.43,0.209,1.34,0.205,509,14.9,37.1,281,1.42,3.79,0.331,2.7,0.712,7.97,55.6,17.4,4640,19.5,33,4.79,0.88590604,0.254362416,16.14942529,2.828358209,34.16107383,7.065936142,21.34328358,3.731543624,4.086687307,2,2.410447761,17.21362229,0.072888016,11.26865672,0.144366197,1.919463087,1.013422819,2.014925373,2.276119403,0.060560345,0.645604396,0.181208054,1.120689655,1.896551724,0.004202586,0.007112069
58.68,0.86,21.35,5.01,0.06,1.33,6.96,5.23,0.36,0.15,7.15,14.3,1.78,6.95,1.43,0.635,1.37,0.208,1.19,0.242,0.637,0.087,0.579,0.092,907,6.54,3.05,108,0.347,2.48,0.346,0.724,0.36,9.49,8.92,6.8,4801,6.49,9.91,5.6,1.093272171,0.379204893,15.88235294,4.283246978,138.6850153,8.85784453,24.69775475,1.363914373,5,2.055267703,2.469775475,6.237762238,0.003362734,12.00345423,0.265129683,2.186544343,1.062691131,1.250431779,2.366148532,0.022495313,0.804949054,0.110703364,0.954411765,1.457352941,0.001351802,0.002064153
55.56,0.96,17.4,8.97,0.14,4.25,7.59,3.46,1.45,0.21,12.4,28,3.8,15.4,3.35,0.949,3.21,0.518,2.96,0.594,1.62,0.236,1.43,0.227,468,16.4,28,269,0.635,3.46,0.303,1.91,0.515,7.6,21,19.8,4901,18,27.7,4.9,0.756097561,0.21097561,13.58585859,2.41958042,28.53658537,6.219940397,19.58041958,1.280487805,3.701492537,2.06993007,2.342657343,6.268656716,0.05982906,10.76923077,0.357480315,1.707317073,0.93902439,1.335664336,2.244755245,0.054886758,0.645637584,0.116463415,0.909090909,1.398989899,0.00367272,0.005651908
64.52,0.55,16.68,5.3,0.08,2.26,5.37,3.7,1.42,0.13,10.3,20.8,2.61,10,2,0.764,1.95,0.301,1.61,0.329,0.871,0.142,0.849,0.132,495,9.05,29.5,349,0.829,1.88,0.262,1.29,0.407,6.39,30.2,8.01,3046,10.2,13.9,5.12,1.138121547,0.207734807,43.57053683,2.214369847,54.6961326,8.702221029,24.49941107,3.337016575,5.15,1.896348645,2.355712603,15.1,0.05959596,11.77856302,0.159227986,2.298342541,1.104972376,1.519434629,2.296819788,0.114576494,0.952830189,0.142541436,1.27340824,1.735330836,0.003348654,0.004563362
59,0.69,17.38,6.48,0.11,3.02,6.52,4.92,1.7,0.17,11,24.1,3.15,12.8,2.78,0.818,2.65,0.416,2.45,0.499,1.33,0.196,1.25,0.193,480,13.6,41.6,312,1.17,2.96,0.277,1.03,0.289,9.25,46.1,14.3,3845,12.5,9.52,6.62,0.808823529,0.217647059,21.81818182,2.368,35.29411765,6.312236287,19.28,3.389705882,3.956834532,1.96,2.224,16.58273381,0.086666667,10.24,0.164957265,1.772058824,0.941176471,0.824,2.12,0.081144343,1.015625,0.075735294,0.874125874,0.665734266,0.003250975,0.002475943
56.48,0.8,18.71,8.03,0.13,3.66,7.8,3.29,0.92,0.18,10.4,23.2,3.06,12.4,2.69,0.913,2.75,0.443,2.59,0.531,1.49,0.208,1.41,0.234,514,14.5,18,215,0.98,2.82,0.315,2.4,0.676,8.11,34.4,19,4402,11.8,5.17,4.21,0.717241379,0.194482759,11.31578947,2,35.44827586,5.290720292,16.45390071,2.372413793,3.866171004,1.836879433,1.907801418,12.78810409,0.035019455,8.794326241,0.23877551,1.6,0.855172414,1.70212766,1.95035461,0.048841436,0.539267016,0.165517241,0.621052632,0.272105263,0.0026806,0.001174466
