SiO2,TiO2,Al2O3,FeOt,MnO,MgO,CaO,Na2O,K2O,P2O5,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Sr,Y,Rb,Ba,Hf,Nb,Ta,Th,U,Pb,Zr,Sc,V,Ni,Cr,A,La/Y,Nb/Y,Ba/Sc,Nb/Yb,Sr/Y,(La/Yb)/n,Ce/Yb,Zr/Y,La/Sm,Dy/Yb,Sm/Yb,Zr/Sm,Rb/Sr,Nd/Yb,Lu/Hf,Ce/Y,Nd/Y,Th/Yb,Gd/Yb,Ba/V,A/CaO,Th/Y,Ni/Sc,Cr/Sc,Ni/V,Cr/V
49.32,0.57,18.91,9.67,0.2,8.33,7.95,2.19,2.77,0.1,6.6,17.1,2.23,10.1,2.4,0.87,2.41,0.38,2.24,0.4,1.26,0.17,1.06,0.14,366,12,137,243,1.05,6.67,0.4,0.7,0.78,9.4,32.2,20.2,167,39.8,65.5,4.96,0.55,0.555833333,12.02970297,6.29245283,30.5,4.46620492,16.13207547,2.683333333,2.75,2.113207547,2.264150943,13.41666667,0.37431694,9.528301887,0.133333333,1.425,0.841666667,0.660377358,2.273584906,1.45508982,0.624031008,0.058333333,1.97029703,3.242574257,0.238323353,0.392215569
55.52,1.31,21.28,5.7,0.06,2.65,6.6,4.01,2.28,0.59,60.2,115,13.1,48,8.41,1.93,4.72,0.47,2.88,0.37,1.28,0.08,0.85,0.07,1544,10.9,63.5,822,4.65,6.51,0.24,9.1,0.9,14,211,9.95,165,13.5,10.1,6.28,5.52293578,0.597247706,82.61306533,7.658823529,141.6513761,50.80168776,135.2941176,19.35779817,7.158145065,3.388235294,9.894117647,25.08917955,0.041126943,56.47058824,0.015053763,10.55045872,4.403669725,10.70588235,5.552941176,4.981818182,0.950995406,0.834862385,1.35678392,1.015075377,0.081818182,0.061212121
69.47,0.26,17.63,2.22,0.07,0.58,3.54,4.41,1.73,0.1,14.9,27.3,2.9,10.23,1.62,0.52,1.27,0.15,0.82,0.16,0.45,0.06,0.45,0.07,738,5,40.9,461,3.63,4.05,0.18,2.38,0.41,16.9,139,6.1,11.8,5.8,11.4,6.13,2.98,0.81,75.57377049,9,147.6,23.75058603,60.66666667,27.8,9.197530864,1.822222222,3.6,85.80246914,0.055420054,22.73333333,0.019283747,5.46,2.046,5.288888889,2.822222222,39.06779661,1.734463277,0.476,0.950819672,1.868852459,0.491525424,0.966101695
68.43,0.37,17.06,2.96,0.09,0.85,3.94,4.25,1.89,0.14,18.3,35.4,3.95,14.41,2.51,0.81,2.02,0.28,1.54,0.3,0.87,0.13,0.94,0.15,622,9.3,41.3,407,2.98,4.95,0.36,3.45,0.87,12.4,106,7.3,32.4,5.2,9.07,6.15,1.967741935,0.532258065,55.75342466,5.265957447,66.88172043,13.96444923,37.65957447,11.39784946,7.290836653,1.638297872,2.670212766,42.2310757,0.066398714,15.32978723,0.05033557,3.806451613,1.549462366,3.670212766,2.14893617,12.5617284,1.558746736,0.370967742,0.712328767,1.242465753,0.160493827,0.279938272
71.19,0.19,16.76,1.54,0.04,0.65,3.69,4.72,1.14,0.07,4.791576028,10.19332456,1.16905286,4.921712682,1.156087671,0.435957654,0.963677027,0.176016823,1.092533594,0.220263347,0.584855689,0.093684487,0.653675605,0.106586296,389.6648401,6.719939548,26.05067997,193.0937334,2.475990778,1.337342679,0.093559123,1.004701505,0.316219487,8.810519638,90.61294073,2.70848702,16.98731569,2.002876527,1.359712743,5.86,0.713038561,0.199011118,71.29210219,2.045881273,57.98636094,5.257952778,15.593858,13.48418986,4.144647632,1.671369691,1.768595404,78.37895257,0.066854069,7.529289214,0.043047937,1.516877419,0.732404309,1.537003213,1.474243523,11.36693618,1.590325225,0.149510498,0.739481678,0.502019295,0.117904239,0.080042825
70.73,0.28,16.07,2.33,0.03,1.07,3.33,4.31,1.77,0.08,7.887306711,14.13882513,1.559495717,6.234863178,1.2055903,0.467647506,1.184760203,0.191970735,1.183106695,0.256981898,0.734611449,0.118094057,0.814268147,0.138823459,363.1788075,7.627390155,50.75334641,279.252468,2.746649862,2.989843129,0.281203817,3.619005257,2.246204134,6.735923036,100.8277714,4.18008586,33.6786656,5.250090469,5.759548347,6.08,1.034076735,0.391987701,66.8054383,3.671816391,47.61508198,6.948032778,17.36384406,13.21917056,6.542277846,1.452969393,1.480581433,83.63352907,0.139747544,7.657014708,0.050542831,1.853691085,0.81743074,4.444488306,1.45500006,8.291672577,1.824773414,0.47447491,1.255976706,1.377854078,0.155887722,0.171014743
49.87,0.75,17.17,8.88,0.17,8.18,11.86,2.39,0.6,0.12,5.370584146,14.79700417,2.032151422,9.891720599,2.768282704,0.90720657,3.236577617,0.523623968,3.440083921,0.681786728,1.913555174,0.30109602,1.926260334,0.286463858,309.5710012,19.32279784,5.960660279,77.34516126,1.415344264,1.83023665,0.109459694,0.633670565,0.213452561,2.893317521,42.26211809,38.17456196,283.2022333,59.98206374,205.5685055,2.99,0.277940296,0.094719029,2.026091651,0.950150204,16.02102365,1.999894653,7.681726041,2.187163497,1.940041795,1.785887328,1.437128022,15.26654703,0.019254582,5.135194046,0.202398713,0.765779588,0.511919686,0.328964135,1.680238938,0.273109291,0.252249913,0.032793934,1.57125742,5.384960428,0.211799402,0.725871767
50.14,0.85,18.4,8.99,0.17,6.82,10.82,3.02,0.63,0.16,6.55496973,17.32795337,2.473320097,12.59437558,3.411835766,1.148256301,3.76432424,0.656595814,4.055445196,0.856702129,2.346142078,0.376757729,2.232759076,0.346821769,351.4758422,24.21154309,7.027962291,91.29764795,1.768051497,2.095558459,0.115125843,0.573860011,0.200293466,3.131677445,58.37766603,34.69667814,294.2533763,44.33149751,151.051618,3.65,0.27073738,0.086552041,2.631308034,0.938551088,14.51687077,2.105859549,7.760780622,2.411150161,1.921244216,1.816338019,1.528080572,17.11033884,0.019995577,5.640723048,0.196160445,0.715689756,0.520180623,0.257018331,1.685951825,0.31026882,0.337393768,0.023701918,1.277687084,4.353489328,0.150657566,0.513338606
50.05,0.88,18.37,9.03,0.18,6.87,10.92,2.94,0.58,0.17,6.386309872,17.32617248,2.394061442,12.35409476,3.690867804,1.100317842,3.886310709,0.655118765,4.216423529,0.878782559,2.433475115,0.347794717,2.315094977,0.335727433,348.9703867,24.45549536,5.086538241,93.51040378,1.56279086,2.027406747,0.113769327,0.761002074,0.266830641,2.934186038,42.96183152,35.34603876,293.6070908,43.75531991,143.692478,3.52,0.261140074,0.082901888,2.645569548,0.875733725,14.26961023,1.978708183,7.484000722,1.756735281,1.730300355,1.821274536,1.594261938,11.6400353,0.014575845,5.336323081,0.214825567,0.708477674,0.505166409,0.328713112,1.678683055,0.318488234,0.322514456,0.031117835,1.237912973,4.065306412,0.149026782,0.489403977
52.45,1.08,18.34,7.58,0.14,6.76,9.3,3.43,0.73,0.19,8.62560644,20.19023658,2.799775062,12.88700842,3.279775716,1.030142841,3.462499708,0.562648529,3.632198868,0.728620984,2.056214644,0.308615925,1.934683038,0.252187206,473.2942745,20.35347707,12.46563765,136.8230666,1.938189269,2.719361261,0.171504265,0.741319832,0.287552692,3.595488804,69.4563434,25.15463784,239.3063962,77.58513083,219.309752,4.16,0.423790314,0.133606717,5.439277936,1.405584898,23.2537307,3.198014216,10.43594025,3.412505056,2.629937894,1.877412887,1.69525222,21.17716253,0.026338028,6.661043782,0.13011485,0.991979725,0.633160043,0.38317379,1.789698695,0.571748473,0.447019868,0.03642227,3.084327086,8.718461915,0.324208346,0.916439157
55.35,0.72,19.84,6.37,0.11,4.01,8.26,4.49,0.62,0.22,10.60192828,23.81193485,3.364302437,15.7521541,3.595080232,1.069454473,3.614013525,0.569769551,3.407239492,0.707021554,1.913318681,0.28252143,1.896691619,0.248903751,605.7536924,19.3727344,16.32572606,118.1589665,1.620568914,2.643265461,0.167401899,1.453566469,0.520509867,3.806234216,53.19421218,17.25157101,183.4054731,21.84438646,33.14466793,5.11,0.547260292,0.136442559,6.849171385,1.393618991,31.26836305,4.0094861,12.55445778,2.745828807,2.949010202,1.796411951,1.895447945,14.79639083,0.026951096,8.305068648,0.153590353,1.229146818,0.813109485,0.766369427,1.905430218,0.644249948,0.618518519,0.075031559,1.266225925,1.92125505,0.119104333,0.180717987
56.62,0.73,18.26,7.38,0.14,4.28,7.33,3.37,1.68,0.22,12.56610036,28.16492339,3.523177257,15.51386993,3.780390839,1.082387747,3.293821461,0.532960272,3.141995484,0.621090924,1.783756311,0.272930114,1.723004313,0.269532481,527.0936014,18.40144289,45.74150773,260.9954534,2.049627387,2.962116941,0.145053235,0.718249849,0.267269987,5.826324452,79.26446511,21.05264242,196.4926294,15.23388028,19.22165523,5.05,0.682886686,0.160971993,12.39727765,1.71915817,28.64414517,5.231361534,16.3464033,4.307513578,3.324021482,1.823556366,2.194069284,20.96726727,0.086780617,9.003964652,0.131503161,1.530582333,0.843078992,0.416858997,1.91167337,1.32827096,0.689108911,0.039032257,0.723608941,0.913028153,0.077529016,0.097823798
56.43,0.79,17.97,7.6,0.17,4.34,7.62,3.86,0.9,0.33,23.68868584,50.76379858,6.100766257,26.40692521,5.693347447,1.57665354,4.743523192,0.660263674,3.994078301,0.781742678,2.158761184,0.31855248,2.031235965,0.311506316,693.2053264,22.38368896,19.39203053,151.8968434,2.594088624,6.491286525,0.404406911,4.973806239,1.181502159,4.687191164,81.68570461,20.53047026,221.0832239,24.19330771,37.08830709,4.75,1.058301243,0.290000747,7.39860517,3.19573237,30.96921726,8.365293176,24.99158121,3.649340587,4.160765887,1.966329058,2.80289811,14.34757063,0.02797444,13.00042224,0.120083143,2.267892423,1.179739642,2.448659991,2.335289092,0.687057302,0.624066169,0.222206726,1.178409817,1.806500612,0.109430771,0.16775722
57.02,0.63,19.08,6.51,0.13,3.82,7.62,3.76,1.2,0.22,13.26438705,30.4977093,3.867251752,17.35614813,3.92989389,1.102514038,3.79217326,0.570954633,3.387250406,0.66068047,1.924967401,0.30604325,1.913794066,0.283870502,521.0050701,20.02038113,28.68850164,285.7955631,2.184199295,3.055579413,0.134159417,0.928493589,0.320878506,4.869369187,83.2332929,18.43343382,160.3619746,14.81036191,15.82312635,4.96,0.662544183,0.152623439,15.50419558,1.59660826,26.02373385,4.971558541,15.93573198,4.157427991,3.375253231,1.769913736,2.053457036,21.17952678,0.055063767,9.068973741,0.129965476,1.523333103,0.866923962,0.485158568,1.981494941,1.782190347,0.651766595,0.046377418,0.803451058,0.858392772,0.092355822,0.098671312
57.13,0.7,17.85,7.51,0.14,4.35,7.5,3.34,1.27,0.21,12.09795438,26.1417606,3.054606357,12.99995893,3.053414663,0.969589928,2.618864208,0.407088875,2.439029694,0.501529874,1.433752086,0.214964542,1.449863579,0.225649908,488.0737816,14.53112987,31.56009335,250.5660365,1.607334487,2.975087272,0.170223597,0.959246073,0.326826187,4.418228425,59.20102152,20.14863788,208.9665937,16.99352165,25.4573263,4.61,0.832554281,0.204738881,12.43587969,2.051977383,33.58815082,5.985292477,18.03049679,4.074082473,3.962106597,1.682247716,2.106001356,19.38846441,0.064662546,8.966332501,0.140387648,1.799017752,0.894628225,0.661611263,1.806283188,1.199072216,0.615499864,0.066013179,0.843407964,1.263476293,0.081321714,0.121824861
57.14,0.7,19.13,6.91,0.12,3.44,7.52,3.65,1.17,0.22,13.27823415,30.30519462,3.635834164,16.53204986,4.027222755,1.147201912,3.62361533,0.581450351,3.419916605,0.673679856,1.915689182,0.290566556,1.8474827,0.276353813,529.0399302,19.74467828,27.99968546,283.0089994,2.298799631,3.384100462,0.178641881,1.504170485,0.474056306,5.333897408,88.31080344,17.51260345,189.5925161,10.10841817,8.510749257,4.82,0.67249686,0.171393041,16.16030422,1.831735941,26.79405168,5.155378047,16.40350658,4.472638257,3.297119369,1.851122398,2.179843284,21.92846257,0.052925467,8.948419306,0.120216573,1.534853807,0.837291427,0.814172974,1.961379844,1.49272242,0.641288236,0.076181058,0.577208192,0.485978529,0.053316546,0.04488969
58.56,0.6,18.68,5.75,0.12,3.18,6.46,4.13,2.33,0.18,20.22054375,41.9146778,5.256692212,21.24955786,4.923813504,1.155079613,4.659436828,0.716585776,4.530479334,0.914427296,2.611936774,0.387381496,2.605511137,0.359882916,442.73231,25.98560504,40.15126711,486.8969196,2.0334336,5.823160235,0.414829332,4.72497643,0.924232011,8.860440498,65.69065464,19.92225114,155.5895439,11.13760383,19.2234577,6.46,0.778144042,0.22409177,24.43985452,2.234939683,17.03759868,5.566734025,16.08693097,2.527963253,4.106683515,1.738806359,1.889768742,13.34141811,0.090689715,8.155619663,0.176982871,1.612996031,0.817743432,1.813454705,1.788300484,3.12936787,1,0.181830534,0.55905348,0.964923972,0.071583241,0.123552375
58.68,0.69,18.17,6.19,0.12,3.55,7.08,3.89,1.45,0.18,14.22489221,32.03843875,4.23327476,18.32027707,4.246712598,1.083713175,4.159169988,0.640089638,3.956331781,0.793513887,2.27003838,0.332020625,2.143186932,0.307980961,442.3190586,22.38598483,33.72533458,243.1878047,1.57815958,4.839912368,0.359763471,2.935414034,0.96213276,6.436454116,47.06620704,20.56654657,188.1382359,11.96986257,19.33431602,5.33,0.63543741,0.21620279,11.82443556,2.258278219,19.75874914,4.760904907,14.94897075,2.102485434,3.349624417,1.846004061,1.981494257,11.08297441,0.076246623,8.548147059,0.195151976,1.431182903,0.818381555,1.369649091,1.940647326,1.292601706,0.753602305,0.131127313,0.582006441,0.940085685,0.0636227,0.102766543
59.81,0.63,18.11,6.06,0.12,3.33,6.56,3.68,1.49,0.21,12.965804,29.53768395,3.593905932,16.02991716,3.809187585,1.072103059,3.231617195,0.522915008,3.13509822,0.642214778,1.794865623,0.268200643,1.817602202,0.254848255,482.4442452,18.38354941,41.03344267,300.2841137,2.570413194,3.000026601,0.14014991,1.088725992,0.441949469,3.738310842,98.29749871,17.12400675,158.4779193,12.12668701,15.73243855,5.17,0.705293832,0.163190825,17.53585584,1.650540805,26.24325882,5.116832345,16.25090678,5.347035902,3.403823968,1.724853885,2.095721264,25.80537097,0.085053233,8.819265922,0.099146805,1.606745427,0.871970739,0.598990247,1.77795625,1.89480096,0.788760897,0.059222839,0.708168782,0.91873583,0.076519726,0.099272117
59.88,0.61,18.34,5.78,0.11,3.1,6.53,4.28,1.17,0.2,14.10578517,30.676001,3.920822255,16.56471129,3.823676597,1.020582731,3.374741555,0.506717451,2.999960012,0.576298138,1.720133444,0.242726903,1.723130082,0.251339028,514.7132677,17.82699571,29.70706496,270.9407782,1.935279163,2.985890657,0.160383034,1.351601672,0.506713646,5.185590929,69.52220168,15.70870572,153.4976116,11.12817676,14.93933276,5.45,0.791259806,0.167492645,17.24781042,1.732829511,28.87268702,5.871915218,17.80248707,3.899827139,3.689063343,1.74099451,2.219029565,18.18202976,0.057715755,9.61315194,0.129872234,1.720761114,0.929192532,0.784387485,1.958494945,1.765113967,0.834633385,0.075817692,0.708408252,0.951022511,0.072497394,0.097326158
59.3,0.61,18.87,5.57,0.1,3.2,6.68,4.13,1.34,0.19,13.20069581,28.14963803,3.641035297,15.72027574,3.653368794,0.993607186,3.297461749,0.496471046,3.128155859,0.567645449,1.622953931,0.247022982,1.541281302,0.235417242,544.8254817,17.14790453,32.22643359,298.9854054,1.303664949,3.212518877,0.174874164,1.63600708,0.537562989,5.682542491,42.99779484,14.00941966,143.2428215,15.5912427,13.30565415,5.47,0.769813932,0.187341775,21.34174096,2.084317037,31.77213173,6.143494716,18.26379,2.507466423,3.613294073,2.029581398,2.370345238,11.76935515,0.059150012,10.19948514,0.180581093,1.641578887,0.916746166,1.061459111,2.139428893,2.087262749,0.818597561,0.095405656,1.11291139,0.949764835,0.108844845,0.092888802
59.68,0.67,18.11,5.69,0.11,3.42,6.75,4.02,1.36,0.18,14.73091452,32.15324532,4.135504963,17.47515573,3.877131277,1.079865658,3.699575736,0.58957086,3.392140641,0.724867417,1.997707583,0.296918641,1.904356417,0.277275418,455.4602958,20.1329614,32.63195428,305.305068,1.913151698,4.618461212,0.284025355,3.150414466,1.069130866,6.279622399,65.54493841,17.85964132,159.2262816,19.33441896,38.17124123,5.38,0.731681456,0.229398007,17.09469202,2.425208417,22.62261804,5.548582542,16.88404809,3.255603441,3.799436611,1.781253032,2.035927331,16.90552466,0.071646101,9.176410242,0.144931224,1.597044999,0.867987346,1.654319768,1.942690824,1.917428862,0.796686747,0.15648043,1.082575994,2.137290472,0.121427309,0.239729527
61.92,0.66,17.53,5.23,0.1,2.83,5.88,4,1.66,0.18,16.6393859,34.0123002,4.15606066,17.08628497,3.784199026,1.054564917,3.380111857,0.543802995,3.394282003,0.638658605,1.827261144,0.276164459,1.804865191,0.273400232,422.8418361,19.03837641,39.82703125,302.2454155,1.896749928,5.058038627,0.28775118,2.645534323,0.871798672,6.479277188,65.68579699,15.19395065,145.9362214,11.40243318,17.67862872,5.66,0.873991854,0.265675944,19.89248369,2.802446771,22.20997353,6.612917433,18.84478706,3.450178501,4.397069442,1.880629102,2.096665748,17.35791287,0.094188956,9.466792897,0.144141422,1.786512645,0.897465446,1.465779459,1.872778019,2.071078808,0.961937716,0.13895798,0.750458748,1.163530745,0.078132989,0.121139417
62.46,0.57,17.38,4.89,0.08,2.92,6.05,4.24,1.22,0.17,11.15678818,22.13766131,2.770809388,11.55940949,2.772706603,0.853166451,2.437607119,0.379857691,2.338425971,0.449176108,1.271836482,0.192949143,1.311406749,0.180391187,474.9480728,13.43114559,30.0287467,244.4599821,1.937252032,2.724084401,0.183543831,2.00169995,0.585492236,3.720008553,68.36383713,11.7721889,132.5127756,16.81643795,25.18434018,5.46,0.830665419,0.20281847,20.7658902,2.077223106,35.36169492,6.102423569,16.88085053,5.089948335,4.023789667,1.783143157,2.114299477,24.65599391,0.063225326,8.81451121,0.093117046,1.648233292,0.860642111,1.526376124,1.858772742,1.844803122,0.902027027,0.149034193,1.428488626,2.139308194,0.126904277,0.190052167
62.65,0.66,17.17,5.17,0.1,2.67,5.57,4.06,1.78,0.17,17.35103404,39.94471271,5.141758199,21.92130392,5.064318033,1.120147241,4.709761303,0.752861381,4.569466801,0.882350047,2.644238238,0.384583461,2.393306947,0.347741359,397.8016069,26.04985375,53.3462814,282.7215266,2.623454329,6.724428949,0.623755807,10.60009715,1.810874363,7.514455646,93.5544589,14.70224597,134.1786927,10.67252704,18.43615174,5.84,0.666070305,0.258136918,19.22981884,2.809680955,15.27078082,5.200289671,16.69017539,3.591362155,3.426134363,1.909269017,2.116033649,18.47325904,0.13410273,9.159420169,0.132550948,1.533394893,0.841513512,4.429058781,1.967888536,2.107052326,1.048913043,0.406915803,0.725911338,1.253968392,0.079539656,0.137399995
63.48,0.56,17.36,4.9,0.09,2.74,5.54,3.81,1.36,0.16,11.10169681,23.82751163,2.956909831,12.49347078,2.753163226,0.882093789,2.705741591,0.401863151,2.31651769,0.45972306,1.328428777,0.196403897,1.392207012,0.163003879,456.7260711,13.69733444,36.80267071,289.5728494,1.829815915,2.879471355,0.173726135,2.205008375,0.759826232,4.377246109,68.0516504,12.38479468,128.5737226,13.97043254,17.50603867,5.17,0.810500529,0.210221293,23.38132015,2.068278158,33.34415708,5.719869509,17.11492,4.968240405,4.0323424,1.663917557,1.977553052,24.7176229,0.080579308,8.973859974,0.089082119,1.739572888,0.91210964,1.583822202,1.943490851,2.252193088,0.933579336,0.160980838,1.128031017,1.413510609,0.108656981,0.136155649
64.14,0.61,16.38,5.34,0.1,2.88,5.83,3.34,1.2,0.18,12.59928947,27.55000886,3.3620239,14.79137454,3.469046486,0.954872728,3.072160364,0.463648193,2.885969941,0.578344096,1.561297166,0.240403276,1.541685743,0.222239613,434.2044559,16.7306883,34.51400527,267.491648,2.734219118,3.032838214,0.171498258,1.807735661,0.646906071,4.331561204,111.6752027,14.89592164,136.0447099,11.32866891,16.50312843,4.54,0.753064623,0.181273966,17.95737481,1.967222067,25.95257578,5.862066937,17.8700549,6.67487199,3.631917162,1.871957339,2.250164472,32.19190148,0.079487911,9.594286389,0.081280835,1.646675162,0.884086433,1.172570784,1.992728011,1.966203965,0.778534031,0.108049091,0.760521516,1.10789576,0.083271661,0.121306653
65.08,0.51,16.74,4.37,0.09,2.35,5.05,3.84,1.83,0.15,13.73916647,27.31014401,2.928928025,11.96547892,2.547080221,0.751288178,2.286587308,0.355279278,2.02114073,0.43075836,1.161553776,0.191957792,1.266411798,0.197292261,411.5205925,12.74623113,44.82873873,337.2848084,2.466311358,3.877304609,0.283939788,4.110403073,0.670709696,5.066994051,84.96276313,10.84217694,118.5843414,13.25958652,19.60472542,5.67,1.077900309,0.304192241,31.10858735,3.061645995,32.28566847,7.781906586,21.56497914,6.665716498,5.394084708,1.595958545,2.011257495,33.3569247,0.108934375,9.448331845,0.079994872,2.142605428,0.938746426,3.245708133,1.805563808,2.844260924,1.122880511,0.322479879,1.222963487,1.808190876,0.111815661,0.165323054
77.25,0.14,12.96,0.7,0.01,0.44,1.62,2.9,3.97,0.03,18.64761829,31.46769911,2.764945724,9.012370002,1.624279358,0.361308175,1.094005574,0.187033313,1.165103547,0.244118062,0.757196985,0.12363151,0.926939152,0.15573785,201.2284698,7.944925951,74.56264411,458.5656852,2.980986488,6.193753662,0.892273712,16.96309724,3.217959856,9.21899973,79.5738807,3.194103826,16.88315078,2.995107513,3.309542496,6.87,2.347110395,0.779586078,143.5663053,6.681942012,25.32792263,14.43021228,33.94796632,10.01568563,11.48054871,1.256936385,1.752304188,48.99026778,0.370537251,9.722720183,0.052243729,3.960729062,1.134355444,18.30011949,1.180234508,27.16114374,4.245037221,2.135085631,0.937698859,1.036141176,0.177402166,0.196026354
77.94,0.08,12.67,0.42,0.01,0.27,1.19,2.6,4.81,0.02,15.41667641,26.40305008,2.364807759,7.663213729,1.254223526,0.258222203,0.850871229,0.126401138,0.70966347,0.15369043,0.450700027,0.080019238,0.660818247,0.110157286,110.9327656,5.113088498,67.21348236,360.0357071,2.285088006,3.30974946,0.401536151,18.52814826,2.967128687,6.142676041,61.8205718,2.004009148,8.69881105,5.020203997,5.089566294,7.41,3.015139757,0.647309246,179.6577164,5.008562453,21.69584306,16.73436763,39.95508629,12.09065163,12.29180931,1.073916275,1.897985614,49.28991565,0.605893867,11.59655286,0.048207021,5.163816369,1.498744591,28.03819105,1.287602503,41.38907088,6.233390119,3.62367056,2.50508038,2.539692146,0.577113811,0.585087579
78.44,0.09,12.14,0.75,0.01,0.26,1.29,2.6,4.4,0.02,14.37622731,23.86595035,2.09201074,7.078334568,1.16915402,0.276393399,0.915678139,0.136701615,0.83763824,0.175823988,0.549411735,0.09105445,0.7266682,0.123607658,113.3777258,5.871971657,87.47693066,359.4485,2.60988772,4.023653935,0.482172541,9.431031849,2.162790967,11.20918122,74.32725629,2.126391568,9.967382327,1.672861972,2.739687426,7,2.448279411,0.685230476,169.0415375,5.537126759,19.30828901,14.19088077,32.84298164,12.65797259,12.2962647,1.152710742,1.608924155,63.57353695,0.771553055,9.740806833,0.047361293,4.06438446,1.205444267,12.97845681,1.260104872,36.06247741,5.429467085,1.606109907,0.786713979,1.288420941,0.167833631,0.274865289
77.62,0.06,12.75,0.43,0.01,0.08,0.89,2.81,5.32,0.01,13.85258427,26.89007031,2.754891529,9.946958514,2.002565968,0.355650475,1.46836447,0.240090065,1.445476883,0.299127084,0.830553557,0.138136113,1.023959032,0.16883703,85.34130682,9.439149878,94.90401797,386.0051948,1.594650695,2.530617075,0.308494193,8.216501876,1.903623689,20.60197573,42.19257,1.387546306,4.520136128,0.545126936,0.861817606,8.13,1.467566937,0.268097986,278.1926579,2.471404613,9.04120688,9.703955472,26.26088493,4.46995445,6.917417199,1.411654996,1.955709072,21.06925348,1.112052551,9.714215318,0.105877124,2.848780945,1.053798133,8.024248646,1.434007049,85.3968075,9.097643098,0.870470538,0.392871167,0.621109077,0.120599672,0.19066187
65.96,0.49,14.96,4.78,0.11,2.36,5.03,2.73,3.42,0.15,42.86,68.32,6.4,20.58,3.59,0.93,2.98,0.4,2.29,0.45,1.33,0.19,1.33,0.2,449.8,13.21,156.96,342.4,1.85,8.42,0.5,18.25,3.3,12.51,74.34,22.06,159.3,10.44,24.96,6.15,3.244511734,0.637395912,15.52130553,6.330827068,34.04996215,23.1153834,51.36842105,5.627554883,11.93871866,1.721804511,2.69924812,20.70752089,0.348955091,15.47368421,0.108108108,5.171839516,1.557910674,13.72180451,2.240601504,2.149403641,1.222672065,1.381529145,0.47325476,1.131459655,0.065536723,0.156685499
67.45,0.46,14.59,4.26,0.11,2.21,4.81,2.75,3.21,0.13,19.56,42.54,5.38,21,4.64,1.08,4.12,0.58,3.36,0.68,2.03,0.3,2.02,0.32,368.4,19.85,129.76,142.44,2.52,11.8,0.69,4.77,4.72,7,98.37,46.06,315.6,26.4,67.36,5.97,0.985390428,0.594458438,3.092488059,5.841584158,18.55919395,6.945732548,21.05940594,4.955667506,4.215517241,1.663366337,2.297029703,21.20043103,0.352225841,10.3960396,0.126984127,2.143073048,1.057934509,2.361386139,2.03960396,0.451330798,1.240425532,0.240302267,0.573165436,1.462440295,0.08365019,0.213434728
66.75,0.52,14.38,5.05,0.12,2.64,3.85,2.73,3.78,0.16,37.2,62.42,6.29,21.04,3.84,0.98,3.23,0.44,2.54,0.5,1.49,0.22,1.46,0.22,473.8,14.45,158.5,440.8,2.03,8.55,0.56,14.53,1.94,12.63,85.7,25.3,173.98,13.77,30.84,6.51,2.574394464,0.591695502,17.4229249,5.856164384,32.78892734,18.27640021,42.75342466,5.930795848,9.6875,1.739726027,2.630136986,22.31770833,0.334529337,14.4109589,0.108374384,4.319723183,1.456055363,9.952054795,2.212328767,2.533624555,1.688829787,1.005536332,0.544268775,1.218972332,0.079147028,0.177261754
68.84,0.58,13.53,5.11,0.12,2.36,4.13,2.39,2.77,0.15,23.4,49.24,5.61,20.72,4.23,1.08,3.59,0.51,2.93,0.58,1.7,0.24,1.61,0.24,447.4,16.54,107.98,415.8,2.8,10.31,0.67,8.29,1.49,12.67,116.61,27.3,189.42,8.33,32.52,5.16,1.414752116,0.623337364,15.23076923,6.403726708,27.04957678,10.4253479,30.58385093,7.050181378,5.531914894,1.819875776,2.627329193,27.56737589,0.241350022,12.86956522,0.085714286,2.977025393,1.252720677,5.149068323,2.229813665,2.195121951,1.248138958,0.50120919,0.305128205,1.191208791,0.043976349,0.171681977
67.5,0.57,14.25,5.17,0.12,2.44,4.53,2.62,2.62,0.17,26.72,52.96,5.89,21.12,4.12,1.06,3.5,0.5,2.83,0.56,1.64,0.23,1.57,0.23,453.8,16,99.6,404.2,2.85,9.58,0.63,8.8,1.4,12.06,119.54,27.48,183.24,8.72,32.54,5.25,1.67,0.59875,14.70887918,6.101910828,28.3625,12.20779919,33.73248408,7.47125,6.485436893,1.802547771,2.624203822,29.01456311,0.219479947,13.4522293,0.080701754,3.31,1.32,5.605095541,2.229299363,2.205850251,1.158371041,0.55,0.317321689,1.184133916,0.047587863,0.177581314
66.62,0.6,14.53,5.31,0.12,2.56,4.85,2.61,2.62,0.16,23.74,47.08,5.41,19.88,4,1.03,3.43,0.49,2.8,0.56,1.62,0.23,1.56,0.23,514,16.14,96.9,358,3.09,9.15,0.54,9.71,1.65,9.35,125.92,28.8,187.06,8.29,31.04,5.24,1.470879802,0.566914498,12.43055556,5.865384615,31.84634449,10.91582819,30.17948718,7.80173482,5.935,1.794871795,2.564102564,31.48,0.188521401,12.74358974,0.074433657,2.916976456,1.231722429,6.224358974,2.198717949,1.913824441,1.080338266,0.601610905,0.287847222,1.077777778,0.044317331,0.165936063
