SiO2,TiO2,Al2O3,FeOt,MnO,MgO,CaO,Na2O,K2O,P2O5,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Sr,Y,Rb,Ba,Hf,Nb,Ta,Th,U,Pb,Zr,Sc,V,Ni,Cr,A,La/Y,Nb/Y,Ba/Sc,Nb/Yb,Sr/Y,(La/Yb)/n,Ce/Yb,Zr/Y,La/Sm,Dy/Yb,Sm/Yb,Zr/Sm,Rb/Sr,Nd/Yb,Lu/Hf,Ce/Y,Nd/Y,Th/Yb,Gd/Yb,Ba/V,A/CaO,Th/Y,Ni/Sc,Cr/Sc,Ni/V,Cr/V
57.8384308,1.35865463,12.22789167,5.769753329,0.070448759,7.256222135,8.101607238,2.173847408,4.790515584,0.412628443,46.2,116,17.1,71.3,17.9,2.52,11.9,1.35,5.19,0.87,1.92,0.28,1.93,0.3,331,28.6,841,2969,11.7,35.8,1.79,135,16.5,59.8,476,19.1,171,319,443,6.964362992,1.615384615,1.251748252,155.4450262,18.5492228,11.57342657,17.17059094,60.10362694,16.64335664,2.581005587,2.689119171,9.274611399,26.59217877,2.540785498,36.94300518,0.025641026,4.055944056,2.493006993,69.94818653,6.165803109,17.3625731,0.859627329,4.72027972,16.70157068,23.19371728,1.865497076,2.590643275
56.7302575,1.37143325,10.71560159,6.189871863,0.133049494,9.681909363,6.519425226,2.210668523,5.250337741,1.19744545,81.63,196.8,23.27,83.39,16.78,2.71,15.42,1.57,6.81,1.09,2.31,0.32,1.96,0.3,618.4,25.92,976.1,4376,14.17,32.13,2.04,121.1,18.79,72.96,435.75,23.76,243.5,529.7,658.2,7.461006264,3.149305556,1.239583333,184.1750842,16.39285714,23.85802469,29.87406355,100.4081633,16.81134259,4.864719905,3.474489796,8.56122449,25.96841478,1.578428202,42.54591837,0.021171489,7.592592593,3.21720679,61.78571429,7.867346939,17.97125257,1.144427002,4.672067901,22.29377104,27.7020202,2.175359343,2.703080082
55.66709442,1.366063667,11.08374384,6.352196051,0.14488554,9.065695244,7.130438382,2.576892826,5.4539057,1.159084323,90.25,241.7,35.38,133.61,31.24,4.49,21.75,1.75,5.84,0.88,2.07,0.28,1.68,0.24,947.6,28.49,749.1,3018,19.61,28.46,1.83,171.8,18.27,82.36,678.28,25.49,167.4,348.5,517.3,8.030798526,3.167778168,0.998946999,118.3993723,16.94047619,33.26079326,38.53350412,143.8690476,23.80765181,2.888924456,3.476190476,18.5952381,21.71190781,0.790523428,79.5297619,0.012238654,8.483678484,4.68971569,102.2619048,12.94642857,18.02867384,1.126269956,6.03018603,13.67202825,20.29423303,2.081839904,3.090203106
68.3550833,0.526125754,15.90756693,2.831794501,0.041264765,1.609325837,3.012327849,4.126476505,3.373394543,0.216640017,30.36,59.93,7.22,27.75,4.74,1.19,3.11,0.36,1.97,0.4,1.1,0.15,0.85,0.14,876.6,10.59,100.9,1034,4.58,6.4,0.51,8.4,1.99,25.57,176.3,5.94,73.05,13.83,26.59,7.499871048,2.866855524,0.60434372,174.0740741,7.529411765,82.77620397,25.62025316,70.50588235,16.64778093,6.405063291,2.317647059,5.576470588,37.19409283,0.11510381,32.64705882,0.030567686,5.65911237,2.620396601,9.882352941,3.658823529,14.15468857,2.489726027,0.793201133,2.328282828,4.476430976,0.189322382,0.363997262
68.58574496,0.603333674,16.41272114,3.221188261,0.061355967,1.840679006,1.513447183,4.182431741,3.3336742,0.245423867,29.8,63.6,7.68,30.38,4.96,1.25,3.42,0.38,2.13,0.41,1.17,0.16,0.88,0.14,1040,10.55,106.2,1042,4.73,6.12,0.48,7.73,2.35,29.42,184.7,6.96,82.33,16.45,23.82,7.516105941,2.82464455,0.580094787,149.7126437,6.954545455,98.57819905,24.29037208,72.27272727,17.507109,6.008064516,2.420454545,5.636363636,37.23790323,0.102115385,34.52272727,0.029598309,6.028436019,2.879620853,8.784090909,3.886363636,12.65638285,4.966216216,0.732701422,2.363505747,3.422413793,0.19980566,0.289323454
68.57484811,0.537563519,16.19790452,2.619861451,0.030428124,1.409836398,2.728388425,4.209223779,3.468806102,0.223139574,30.32,62.4,7.73,30.41,4.7,1.22,3.3,0.37,2.16,0.4,1.15,0.17,0.94,0.13,964.5,10.8,96.37,1002,4.51,6.52,0.58,6.82,1.94,43.99,174.8,4.78,65.97,11.94,18.63,7.67802988,2.807407407,0.603703704,209.623431,6.936170213,89.30555556,23.13672682,66.38297872,16.18518519,6.45106383,2.29787234,5,37.19148936,0.099917055,32.35106383,0.028824834,5.777777778,2.815740741,7.255319149,3.510638298,15.18872215,2.814126394,0.631481481,2.49790795,3.89748954,0.18099136,0.282401091
69.04233902,0.470092894,15.87074489,2.639673796,0.040877643,1.543131023,2.493536223,4.077544889,3.617671405,0.204388215,22.28,49.42,6.21,23.9,4.22,1.14,2.96,0.34,1.96,0.36,1,0.15,0.82,0.14,809.7,9.24,118.3,1060,4.43,6.05,0.54,7.52,2.15,26.8,163.7,5.4,64.25,13.9,28.68,7.695216294,2.411255411,0.654761905,196.2962963,7.37804878,87.62987013,19.48955439,60.26829268,17.71645022,5.279620853,2.390243902,5.146341463,38.79146919,0.146103495,29.14634146,0.031602709,5.348484848,2.586580087,9.170731707,3.609756098,16.49805447,3.086065574,0.813852814,2.574074074,5.311111111,0.216342412,0.446381323
67.58626302,0.620524089,16.19466146,3.350830078,0.061035156,1.983642578,2.563476563,4.140218099,3.234863281,0.264485677,30.62,59.36,7.74,31.79,5.04,1.32,3.46,0.4,2.25,0.42,1.25,0.16,0.93,0.15,949.5,11.29,91.21,1072,4.82,6.87,0.53,7.83,2.17,25.56,182.1,7,88.54,18.15,27.64,7.37508138,2.712134632,0.6085031,153.1428571,7.387096774,84.10097431,23.61689579,63.82795699,16.12931798,6.075396825,2.419354839,5.419354839,36.13095238,0.096061085,34.1827957,0.031120332,5.257750221,2.815766165,8.419354839,3.720430108,12.10752202,2.876984127,0.693534101,2.592857143,3.948571429,0.204992094,0.312175288
67.0601738,0.614854894,16.26291195,3.283325135,0.051237908,1.947040498,3.207493032,4.078537465,3.238235776,0.256189539,28.63,63.09,7.46,30.49,4.96,1.4,3.2,0.37,2.02,0.37,1.11,0.15,0.87,0.14,1003,10.92,97.9,1062,4.34,6.44,0.48,7.34,2.15,29.21,170.9,7.51,91.86,17.74,27.36,7.316773242,2.621794872,0.58974359,141.4114514,7.402298851,91.84981685,23.60492749,72.51724138,15.65018315,5.772177419,2.32183908,5.701149425,34.45564516,0.097607178,35.04597701,0.032258065,5.777472527,2.792124542,8.436781609,3.67816092,11.5610712,2.28115016,0.672161172,2.362183755,3.643142477,0.193119965,0.297844546
67.12419109,0.638885454,16.15761922,3.579819463,0.061827625,2.040311611,2.947116772,3.967272577,3.225341082,0.257615102,31.25,64.76,8.09,33.15,5.39,1.33,3.7,0.43,2.64,0.52,1.44,0.2,1.19,0.18,857.4,13.14,94.12,949.4,4.94,7.15,0.54,8.48,2.02,24.05,188.6,7.91,95.14,19.37,25.29,7.19261366,2.378234399,0.54414003,120.0252845,6.008403361,65.25114155,18.83664858,54.42016807,14.35312024,5.797773655,2.218487395,4.529411765,34.99072356,0.109773735,27.85714286,0.036437247,4.928462709,2.52283105,7.12605042,3.109243697,9.978978348,2.440559441,0.645357686,2.448798989,3.19721871,0.203594703,0.265818793
67.53428751,0.607952848,16.4765526,3.27367152,0.051521428,1.895988542,2.359681391,4.461755644,3.091285666,0.247302853,29.35,56.4,7.09,28.86,4.69,1.3,3.22,0.37,2.1,0.39,1.15,0.15,0.89,0.14,894,10.51,90.03,973.1,4.73,6.67,0.52,6.93,2.29,25.39,180.8,6.36,83.48,17.73,23.66,7.55304131,2.792578497,0.634633682,153.0031447,7.494382022,85.06184586,23.65476698,63.37078652,17.20266413,6.257995736,2.359550562,5.269662921,38.55010661,0.100704698,32.42696629,0.029598309,5.366317793,2.745956232,7.786516854,3.617977528,11.65668424,3.200873362,0.659372027,2.787735849,3.720125786,0.2123862,0.283421179
68.07464021,0.579315391,16.00739898,3.091714774,0.05081714,1.829417026,2.744125539,4.024717457,3.364094642,0.233758842,30.37,60.82,7.51,30.36,4.81,1.3,3.35,0.39,2.28,0.42,1.24,0.16,0.91,0.17,916.2,10.86,98.39,1026,5.03,6.6,0.53,7.96,2.21,30.01,181.3,7.13,82.71,19.03,32.44,7.388812099,2.796500921,0.607734807,143.8990182,7.252747253,84.36464088,23.93888812,66.83516484,16.69429098,6.313929314,2.505494505,5.285714286,37.69230769,0.107389216,33.36263736,0.033797217,5.600368324,2.79558011,8.747252747,3.681318681,12.40478781,2.692592593,0.732965009,2.669004208,4.549789621,0.230081006,0.392213759
67.12434811,0.611147327,16.16484681,3.336864407,0.050928944,1.945485658,3.177966102,4.125244459,3.198337679,0.264830508,30.13,61.04,7.76,31.06,5.19,1.34,3.39,0.39,2.44,0.43,1.17,0.16,0.99,0.15,1046,11.43,87.99,1088,4.8,6.91,0.5,7.29,2.1,26.29,182.3,6.81,88.87,16.56,24.68,7.323582138,2.636045494,0.604549431,159.7650514,6.97979798,91.5135608,21.8305417,61.65656566,15.94925634,5.80539499,2.464646465,5.242424242,35.12524085,0.084120459,31.37373737,0.03125,5.340332458,2.717410324,7.363636364,3.424242424,12.24260155,2.304487179,0.637795276,2.431718062,3.624082232,0.186339597,0.277709013
68.10466977,0.570851895,16.0144344,3.128472258,0.050968919,1.794105954,2.609608661,4.077513532,3.414917583,0.234457028,31.83,65.05,8.13,32.74,5.5,1.33,3.44,0.41,2.3,0.43,1.2,0.16,0.93,0.15,1022,11.81,103.3,1110,5.12,6.83,0.56,8.14,2.21,31.28,197.5,7.15,89.5,16.35,24.1,7.492431116,2.695173582,0.578323455,155.2447552,7.344086022,86.53683319,24.55015653,69.94623656,16.723116,5.787272727,2.47311828,5.913978495,35.90909091,0.101076321,35.20430108,0.029296875,5.50804403,2.772226926,8.752688172,3.698924731,12.40223464,2.87109375,0.689246401,2.286713287,3.370629371,0.182681564,0.269273743
66.95890299,0.623301249,16.20583246,3.347434247,0.051090266,1.972084279,3.228904829,4.168965729,3.188032616,0.255451331,30.26,67.55,7.79,31.49,5.78,1.49,3.48,0.38,2.15,0.43,1.15,0.17,0.99,0.16,1009,11.03,89.21,1078,5.38,6.69,0.54,8.56,2.46,29.99,175,7.05,86.84,17.07,24.05,7.356998345,2.743427017,0.606527652,152.9078014,6.757575758,91.47778785,21.92473256,68.23232323,15.86582049,5.235294118,2.171717172,5.838383838,30.27681661,0.088414272,31.80808081,0.029739777,6.124206709,2.85494107,8.646464646,3.515151515,12.41363427,2.278481013,0.776065277,2.421276596,3.411347518,0.196568402,0.276946108
68.88637268,0.540645306,15.43389336,2.928665422,0.051004274,1.723944467,2.764431659,3.937529965,3.509094062,0.224418806,28.7,59.42,7.49,28.62,4.91,1.29,3.22,0.35,2.22,0.42,1.05,0.16,0.91,0.14,829.9,9.85,94.15,945.1,4.49,6.12,0.54,8.28,2.11,25.54,153.2,6.31,75.42,16.33,29.58,7.446624027,2.913705584,0.621319797,149.77813,6.725274725,84.25380711,22.62252515,65.2967033,15.55329949,5.845213849,2.43956044,5.395604396,31.20162933,0.113447403,31.45054945,0.031180401,6.03248731,2.905583756,9.098901099,3.538461538,12.53115884,2.693726937,0.840609137,2.587955626,4.687797147,0.216520817,0.39220366
68.46156211,0.614924211,16.50046632,3.292919148,0.051243684,1.906265053,1.147858526,4.324966948,3.443575579,0.256218421,25.82,53.85,6.75,27.65,4.4,1.11,2.98,0.33,2.11,0.39,1.07,0.14,0.9,0.14,727.5,9.12,107.6,900.9,4.63,6.5,0.51,6.89,2.1,28.49,178.4,6.28,87.7,17.84,25.97,7.768542527,2.831140351,0.712719298,143.455414,7.222222222,79.76973684,20.57852789,59.83333333,19.56140351,5.868181818,2.344444444,4.888888889,40.54545455,0.14790378,30.72222222,0.030237581,5.904605263,3.031798246,7.655555556,3.311111111,10.27251995,6.767857143,0.755482456,2.840764331,4.135350318,0.203420753,0.296123147
68.28073714,0.607077078,16.40137055,3.268955725,0.072026094,1.934415097,1.975572865,4.249539547,2.953069855,0.25723605,34.57,65.73,8.58,33.08,5.21,1.32,3.59,0.43,2.28,0.45,1.15,0.16,1.04,0.15,877.2,10.97,88.74,1006,5.1,7.43,0.65,10.86,2.75,26.72,176.9,6.79,78.64,21.13,34.67,7.202609402,3.151321787,0.677301732,148.1590574,7.144230769,79.96353692,23.84331386,63.20192308,16.12579763,6.635316699,2.192307692,5.009615385,33.95393474,0.101162791,31.80769231,0.029411765,5.991795807,3.015496809,10.44230769,3.451923077,12.79247202,3.645833333,0.989972653,3.111929308,5.106038292,0.268692777,0.440869786
75.3070459,0.23230446,13.03935036,1.290804783,0.040400776,0.494909502,1.242323853,3.494667098,4.777391726,0.080801551,36.09,59.26,5.65,17.28,2.73,0.51,2.05,0.29,1.65,0.3,0.92,0.13,1.04,0.18,171.88,9.15,414.32,392.31,4.12,16.5,1.43,42.71,13.5,36.07,127.48,3.92,20.33,2.68,2.17,8.272058824,3.944262295,1.803278689,100.0790816,15.86538462,18.78469945,24.89167478,56.98076923,13.93224044,13.21978022,1.586538462,2.625,46.6959707,2.410518967,16.61538462,0.04368932,6.476502732,1.88852459,41.06730769,1.971153846,19.29709788,6.658536585,4.667759563,0.683673469,0.553571429,0.131824889,0.10673881
73.21053859,0.375074762,13.735846,2.034527152,0.050685779,0.699463744,1.601670603,3.689924681,4.470485671,0.131783024,54.44,94.33,9.44,30.17,4.54,0.82,3.57,0.52,2.77,0.52,1.62,0.24,1.73,0.27,197.63,16.09,392.04,436.2,5.55,27.54,2.23,50.71,10.21,36.91,182.66,5.62,31.06,3.63,3.19,8.160410352,3.383467993,1.711622126,77.61565836,15.91907514,12.28278434,22.57213239,54.52601156,11.35239279,11.99118943,1.601156069,2.624277457,40.23348018,1.983706927,17.43930636,0.048648649,5.862647607,1.875077688,29.31213873,2.063583815,14.04378622,5.094936709,3.151646986,0.645907473,0.567615658,0.116870573,0.102704443
74.89984499,0.281843255,13.23656715,1.576309061,0.040263322,0.523423188,1.087109697,3.724357297,4.529623739,0.100658305,47.37,74.53,6.92,21.8,3.21,0.57,2.49,0.34,1.9,0.37,1.11,0.17,1.2,0.2,157.35,11.04,402.24,259.75,4.71,19.22,1.68,50.02,9,36.1,151.34,4.26,23.16,3.5,1.93,8.253981036,4.29076087,1.740942029,60.9741784,16.01666667,14.25271739,28.31540084,62.10833333,13.70833333,14.75700935,1.583333333,2.675,47.14641745,2.556339371,18.16666667,0.042462845,6.750905797,1.974637681,41.68333333,2.075,11.21545769,7.592592593,4.530797101,0.821596244,0.453051643,0.151122625,0.083333333
75.55394481,0.221477253,13.2685009,1.241279333,0.050335739,0.463088802,0.926177605,3.523501757,4.671156615,0.080537183,34.62,59.91,5.45,17.28,2.85,0.43,2.02,0.31,1.6,0.31,0.91,0.14,1.07,0.18,145.29,9.32,423.5,284.75,3.85,19.05,1.72,37.56,9.31,35.42,120.24,4.37,16.18,3.72,1.94,8.194658371,3.714592275,2.043991416,65.16018307,17.80373832,15.58905579,23.2083284,55.99065421,12.90128755,12.14736842,1.495327103,2.663551402,42.18947368,2.914859935,16.14953271,0.046753247,6.428111588,1.854077253,35.10280374,1.887850467,17.59888752,8.847826087,4.030042918,0.851258581,0.443935927,0.229913473,0.119901112
74.37532798,0.333023857,13.22003794,1.889153514,0.05045816,0.645864449,1.463286643,3.723812215,4.177935656,0.121099584,50.08,84.64,8.03,25.52,3.89,0.67,2.81,0.43,2.24,0.43,1.28,0.21,1.43,0.22,164.87,12.92,381.57,254.15,4.51,24.07,2,44.53,17.19,31.19,141.57,4.91,29.26,2.97,2.62,7.901747871,3.876160991,1.863003096,51.76171079,16.83216783,12.76083591,25.12053347,59.18881119,10.95743034,12.87403599,1.566433566,2.72027972,36.3933162,2.314368897,17.84615385,0.048780488,6.551083591,1.975232198,31.13986014,1.965034965,8.685919344,5.4,3.446594427,0.604887984,0.533604888,0.101503759,0.089542037
73.17861073,0.454274725,13.44653186,2.46216901,0.080759951,0.918644444,1.615199023,3.725052746,3.957237606,0.161519902,54.44,95.8,9.37,30.43,5.13,0.82,3.43,0.55,2.74,0.52,1.57,0.24,1.76,0.28,201.45,16.09,398.74,306.61,5.84,26.02,2.22,49.01,11.29,34.23,195.47,6.57,45.58,7.73,7.88,7.682290352,3.383467993,1.617153511,46.66818874,14.78409091,12.52019888,22.18738013,54.43181818,12.14853947,10.61208577,1.556818182,2.914772727,38.10331384,1.979349715,17.28977273,0.047945205,5.954008701,1.891236793,27.84659091,1.948863636,6.726853883,4.75625,3.045991299,1.176560122,1.199391172,0.169591926,0.172882843
75.39511097,0.271277718,13.18208763,1.455857087,0.07033126,0.442082207,0.854022446,3.516563012,4.742336404,0.07033126,48.59,82.08,8.02,24.82,3.86,0.54,2.91,0.43,2.25,0.43,1.36,0.22,1.62,0.26,137.31,14.17,447.85,318.3,5.76,30.6,3.22,58.61,20.66,49.69,173.18,4.56,18.71,2.74,2.15,8.258899416,3.429075512,2.159491884,69.80263158,18.88888889,9.690190543,21.51455957,50.66666667,12.22159492,12.5880829,1.388888889,2.382716049,44.86528497,3.261597844,15.32098765,0.045138889,5.792519407,1.751587862,36.17901235,1.796296296,17.01229289,9.670588235,4.136203246,0.600877193,0.471491228,0.146445751,0.114911812
75.48635777,0.322893122,12.68364546,1.689134646,0.05045205,0.605424604,1.38238618,3.430739425,4.237972231,0.110994511,50.97,82.38,7.94,24.94,3.81,0.62,2.92,0.4,2.22,0.4,1.23,0.2,1.37,0.22,184.85,12.44,365.5,308.43,4.75,20.83,1.8,49.32,11.97,31.14,151.47,5.08,27.88,2.74,2.16,7.668711656,4.097266881,1.674437299,60.71456693,15.20437956,14.85932476,26.68668576,60.13138686,12.17604502,13.37795276,1.620437956,2.781021898,39.75590551,1.977278875,18.20437956,0.046315789,6.622186495,2.004823151,36,2.131386861,11.06276901,5.547445255,3.964630225,0.539370079,0.42519685,0.098278336,0.077474892
76.77296718,0.323552608,11.93100241,1.528786071,0.060666114,0.556106044,1.20321126,3.144526905,4.367960203,0.111221209,42.48,71.56,6.83,22.01,3.39,0.54,2.44,0.34,1.96,0.36,1.1,0.17,1.28,0.21,158.66,10.9,385.77,349.15,4.8,22.94,1.76,43.8,12.87,31.41,144.63,4.69,22.69,2.42,2.22,7.512487108,3.897247706,2.104587156,74.445629,17.921875,14.5559633,23.80537975,55.90625,13.26880734,12.53097345,1.53125,2.6484375,42.66371681,2.43142569,17.1953125,0.04375,6.565137615,2.019266055,34.21875,1.90625,15.38783605,6.243697479,4.018348624,0.515991471,0.473347548,0.106654914,0.097840458
62.54006043,0.986885613,15.35268443,5.503159051,0.183133413,2.899612368,4.385027826,4.22224257,3.48970892,0.437485375,64.69,123.23,14.17,45.55,7.4,1.69,5.49,0.8,4.37,0.78,2.25,0.31,2.07,0.29,521.91,23.66,354,1202.26,5.55,35.74,1.98,34.01,9.14,30.97,224.42,12.52,120.41,28.8,43.77,7.71195149,2.734150465,1.510566357,96.02715655,17.26570048,22.05874894,22.41647812,59.53140097,9.485207101,8.741891892,2.111111111,3.574879227,30.32702703,0.678277864,22.00483092,0.052252252,5.208368555,1.925190194,16.42995169,2.652173913,9.984718877,1.758700696,1.437447168,2.300319489,3.49600639,0.239182792,0.363508014
63.1826464,0.977208644,15.2383473,5.689186576,0.162868107,2.901088163,4.183674508,4.356721872,2.870550392,0.437708039,60.58,106.66,11.58,41.18,6.52,1.38,5.03,0.71,4.04,0.72,2.1,0.28,1.87,0.27,492.12,21.95,375.25,1010.45,5.59,30.25,1.8,30.83,9.06,27.83,220.23,12.83,120.32,30.57,44.79,7.227272265,2.759908884,1.378132118,78.75681995,16.17647059,22.42004556,23.23743767,57.03743316,10.0332574,9.291411043,2.160427807,3.486631016,33.77760736,0.762517272,22.02139037,0.048300537,4.859225513,1.876082005,16.48663102,2.689839572,8.398021941,1.727493917,1.404555809,2.382696804,3.491036633,0.254072473,0.372257314
69.08296055,0.488003253,14.56893046,2.83651891,0.071167141,1.748678325,2.795851972,3.741358276,4.412362749,0.254168361,52.8,89.6,11.8,43.7,7.46,1.45,4.42,0.54,2.55,0.44,1.13,0.17,1.02,0.15,890,13.4,183,1540,2.59,10.3,0.88,45.6,4.72,41.4,82.3,5.36,52.4,28.3,55.1,8.153721025,3.940298507,0.768656716,287.3134328,10.09803922,66.41791045,37.13080169,87.84313725,6.141791045,7.077747989,2.5,7.31372549,11.03217158,0.205617978,42.84313725,0.057915058,6.686567164,3.26119403,44.70588235,4.333333333,29.38931298,2.916363636,3.402985075,5.279850746,10.27985075,0.540076336,1.051526718
69.00013182,0.476562262,14.61119617,2.892834329,0.060837736,1.794713201,2.808675461,3.802358476,4.289060361,0.263630188,47.8,93.6,11.3,42.1,7.24,1.44,4.25,0.52,2.39,0.42,1.06,0.16,0.96,0.14,1010,12.5,195,1590,1.77,9.49,0.77,25.5,4.58,44.9,54.1,5.88,53.8,29.1,57,8.091418837,3.824,0.7592,270.4081633,9.885416667,80.8,35.71554149,97.5,4.328,6.602209945,2.489583333,7.541666667,7.472375691,0.193069307,43.85416667,0.079096045,7.488,3.368,26.5625,4.427083333,29.55390335,2.880866426,2.04,4.948979592,9.693877551,0.540892193,1.059479554
66.60115846,0.630947456,15.62887878,3.537443111,0.103434009,2.027306578,3.661563922,3.402978899,4.168390567,0.237898221,33,48.4,8.14,30.8,5.33,1.19,3.48,0.46,2.26,0.41,1.03,0.15,0.93,0.14,499,11.9,136,973,4.19,8.78,0.78,11.3,3.31,44.3,163,5.23,64.9,16.5,31.1,7.571369466,2.773109244,0.737815126,186.042065,9.440860215,41.93277311,25.45256567,52.04301075,13.69747899,6.191369606,2.430107527,5.731182796,30.58161351,0.27254509,33.11827957,0.033412888,4.067226891,2.588235294,12.15053763,3.741935484,14.99229584,2.06779661,0.949579832,3.154875717,5.946462715,0.254237288,0.479198767
56.7295636,0.621833491,11.90658226,8.192911098,0.214073825,7.757627654,6.717840505,2.242678165,5.168353772,0.448535633,40.2,102,13.8,58.6,11.5,2.02,7.23,0.88,4.16,0.74,1.92,0.28,1.75,0.27,670,22.5,246,2810,4.55,9.7,0.36,34.8,2.73,47,173,14.9,109,259,459,7.411031938,1.786666667,0.431111111,188.590604,5.542857143,29.77777778,16.47739602,58.28571429,7.688888889,3.495652174,2.377142857,6.571428571,15.04347826,0.367164179,33.48571429,0.059340659,4.533333333,2.604444444,19.88571429,4.131428571,25.77981651,1.103186646,1.546666667,17.38255034,30.80536913,2.376146789,4.211009174
57.54998004,0.849635066,13.08233271,8.300832233,0.204731341,6.131703672,4.780476819,2.139442517,6.41832755,0.542538054,47,105,12.7,50.6,9.44,1.42,6.14,0.75,3.52,0.63,1.63,0.24,1.49,0.24,389,19.3,368,1620,2.31,11.8,0.46,8.1,2.3,43.8,63.5,18.2,141,118,353,8.557770066,2.435233161,0.611398964,89.01098901,7.919463087,20.15544041,22.6262283,70.46979866,3.29015544,4.978813559,2.362416107,6.33557047,6.726694915,0.946015424,33.95973154,0.103896104,5.440414508,2.621761658,5.436241611,4.120805369,11.4893617,1.790149893,0.419689119,6.483516484,19.3956044,0.836879433,2.503546099
59.19181002,0.958489258,14.71382978,5.680578356,0.152950413,3.905333891,4.170447941,2.498190087,7.820864476,0.907505787,126,318,35.1,135,22.3,3.77,12.4,1.42,6.27,1.06,2.67,0.39,2.38,0.36,554,32.8,425,2560,6.56,21,1.49,48.4,5.64,61.9,245,12.9,107,53.1,82.4,10.31905456,3.841463415,0.640243902,198.4496124,8.823529412,16.8902439,37.97468354,133.6134454,7.469512195,5.650224215,2.634453782,9.369747899,10.98654709,0.767148014,56.72268908,0.054878049,9.695121951,4.115853659,20.33613445,5.210084034,23.92523364,2.474327628,1.475609756,4.11627907,6.387596899,0.496261682,0.770093458
59.39928501,0.937025758,14.4016785,6.480755324,0.142590876,4.450872351,3.870323783,2.699041586,6.895287372,0.723139444,90.2,222,25.1,96.9,16.2,2.73,9.59,1.13,5.08,0.86,2.19,0.32,2,0.31,501,26.4,410,2030,6,17.2,1.12,30.9,4.62,53.5,225,14.5,118,75.8,164,9.594328957,3.416666667,0.651515152,140,8.6,18.97727273,32.35021097,111,8.522727273,5.567901235,2.54,8.1,13.88888889,0.818363273,48.45,0.051666667,8.409090909,3.670454545,15.45,4.795,17.20338983,2.478947368,1.170454545,5.227586207,11.31034483,0.642372881,1.389830508
56.88773156,0.74838789,12.52780825,8.184082917,0.205037778,6.981536348,5.823072901,2.368186338,5.751309679,0.522846334,42.9,104,13.4,55.4,10.4,1.75,6.82,0.83,3.93,0.7,1.81,0.27,1.66,0.26,548,21.2,327,2300,4.86,10.9,0.43,22.8,2.53,46.2,180,16.2,120,203,406,8.119496017,2.023584906,0.514150943,141.9753086,6.56626506,25.8490566,18.5374409,62.65060241,8.490566038,4.125,2.36746988,6.265060241,17.30769231,0.596715328,33.37349398,0.053497942,4.905660377,2.613207547,13.73493976,4.108433735,19.16666667,1.394366197,1.075471698,12.5308642,25.0617284,1.691666667,3.383333333
58.25549941,0.745164089,12.89235952,7.671107028,0.18373909,6.185882713,5.246771806,2.531516358,5.777573623,0.510386362,46.9,106,13.1,52.9,9.78,1.64,6.37,0.78,3.69,0.65,1.69,0.25,1.56,0.25,561,19.6,330,2090,4.12,10.8,0.47,19.4,2.55,46,149,15.4,116,164,350,8.309089981,2.392857143,0.551020408,135.7142857,6.923076923,28.62244898,21.56496808,67.94871795,7.602040816,4.795501022,2.365384615,6.269230769,15.23517382,0.588235294,33.91025641,0.060679612,5.408163265,2.698979592,12.43589744,4.083333333,18.01724138,1.583657588,0.989795918,10.64935065,22.72727273,1.413793103,3.017241379
66.51830376,0.581882031,15.78227404,3.509667408,0.081667653,1.480226219,3.072745462,4.216092611,4.593805508,0.163335307,38.2,72.1,7.58,26.5,4.93,0.943371013,4.575416724,0.64,3.53,0.7367,2.13,0.321,2.12,0.314,341,22.4,208.05,598,3.87,12.7,0.9685,28.2,2.84,15,141,12.3,73,6.76,7.25,8.80989812,1.705357143,0.566964286,48.61788618,5.990566038,15.22321429,12.92492636,34.00943396,6.294642857,7.748478702,1.66509434,2.325471698,28.60040568,0.610117302,12.5,0.081136951,3.21875,1.183035714,13.30188679,2.158215436,8.191780822,2.867109635,1.258928571,0.549593496,0.589430894,0.09260274,0.099315068
66.84753008,0.626856162,15.53781176,3.875204242,0.092486975,1.603107562,3.144557142,3.483676049,4.624348738,0.164421288,37,69.9,7.45,26.1,4.94,0.95031406,4.623780405,0.663,3.75,0.7791,2.13,0.319,2.13,0.319,334,23.4,209.95,606,3.95,13.1,0.988,28.4,3.57,21.2,144,13.1,81.6,7.18,8.61,8.108024787,1.581196581,0.55982906,46.25954198,6.150234742,14.27350427,12.46013352,32.81690141,6.153846154,7.489878543,1.76056338,2.319248826,29.14979757,0.628592814,12.25352113,0.080759494,2.987179487,1.115384615,13.33333333,2.170788923,7.426470588,2.578431373,1.213675214,0.548091603,0.657251908,0.087990196,0.105514706
66.42036209,0.747101145,16.31341405,4.135665381,0.051171311,2.527862779,2.865593434,2.159429338,4.625886543,0.153513934,34.2,65.8,7.32,27,5.38,0.959248927,5.018718485,0.74,4.21,0.89676,2.46,0.365,2.4,0.364,328,26.1,207.1,559,3.56,13.7,0.962,30.9,3.4,18.9,129,14.3,81.3,8.11,12.4,6.785315881,1.310344828,0.524904215,39.09090909,5.708333333,12.56704981,10.22151899,27.41666667,4.942528736,6.356877323,1.754166667,2.241666667,23.97769517,0.631402439,11.25,0.102247191,2.521072797,1.034482759,12.875,2.091132702,6.875768758,2.367857143,1.183908046,0.567132867,0.867132867,0.099753998,0.152521525
