SiO2,TiO2,Al2O3,FeOt,MnO,MgO,CaO,Na2O,K2O,P2O5,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Sr,Y,Rb,Ba,Hf,Nb,Ta,Th,U,Pb,Zr,Sc,V,Cr,Co,Ni,A,Sr/Y,(La/Yb)/n,Ce/Yb,Zr/Y,La/Sm,Dy/Yb,Sm/Yb,Zr/Sm,Rb/Sr,Nd/Yb,Lu/Hf,Ce/Y,Nd/Y,Th/Yb,Gd/Yb,Ba/V,A/CaO,Th/Y,Ni/Sc,Cr/Sc,Ni/V,Cr/V,Crustal_Thickness
66.85015642,0.622104666,16.15495674,3.676937632,0.070547438,1.784864187,4.046521205,4.513700797,2.103740298,0.176470613,16.41745865,33.70597722,4.223601942,16.49993084,3.480733763,1.014947041,3.062508448,0.446822306,2.504952858,0.494390828,1.310777834,0.194149944,1.244262494,0.189415269,453.3173522,14.01763463,44.35176707,543.3430887,3.531922277,6.020474009,0.436790674,4.095128413,1.516860537,9.87449823,139.1026257,10.02223243,64.91307585,30.40594304,7.84463335,7.155870782,6.617441095,32.33907604,8.916194577,27.08912098,9.923402154,4.716666016,2.013202897,2.797427215,39.96359249,0.097838229,13.26081186,0.053629512,2.404541002,1.177083814,3.291209398,2.461304157,8.370318023,1.635340768,0.292141186,0.713999684,3.03384932,0.11023774,0.468410141,41.07305386
53.39321357,1.696606786,19.16167665,8.483033932,0.099800399,4.790419162,7.285429142,3.592814371,1.097804391,0.399201597,25.1,49.7,6.7,27.2,5.9,1.7,5.6,0.8,4.9,1,2.7,0.39497409,2.5,0.4,622.9,28.1,16.7,559.3,4.8,16,1.1,2.5,0.7,6.3,222.2,19.5,147.8,77.4,33.9,46.3,4.690618762,22.16725979,6.784523161,19.88,7.90747331,4.254237288,1.96,2.36,37.66101695,0.026810082,10.88,0.083333333,1.768683274,0.96797153,1,2.24,3.784167794,0.643835616,0.088967972,2.374358974,3.969230769,0.313261164,0.52368065,38.52862151
59.28143713,0.798403194,18.16367265,6.087824351,0.099800399,4.091816367,6.28742515,3.393213573,1.596806387,0.199600798,14,30.2,4,16.3,3.5,1.1,3.3,0.5,2.9,0.6,1.6,0.235517044,1.5,0.2,684.3,15.6,35.6,400.9,3.4,5.5,0.4,3,0.8,5.8,134.8,15.9,114.4,61.2,26.1,23.7,4.99001996,43.86538462,6.306993642,20.13333333,8.641025641,4,1.933333333,2.333333333,38.51428571,0.052023966,10.86666667,0.058823529,1.935897436,1.044871795,2,2.2,3.504370629,0.793650794,0.192307692,1.490566038,3.849056604,0.207167832,0.534965035,38.4602977
55.9,1.3,18.2,8,0.1,4.1,6.9,3.7,1.4,0.4,25.2,48.8,6.9,27.8,6,1.7,5.7,0.8,5,1,2.7,0.39497409,2.5,0.4,590.3,27.9,26.2,494.6,4.5,15,1,2.3,0.7,5.8,206.4,18.8,141.1,75.6,40.6,44.4,5.1,21.15770609,6.811553134,19.52,7.397849462,4.2,2,2.4,34.4,0.044384211,11.12,0.088888889,1.749103943,0.996415771,0.92,2.28,3.505315379,0.739130435,0.082437276,2.361702128,4.021276596,0.314670446,0.53579022,39.31105476
55.2,1.3,18.1,8.2,0.1,4.5,7.1,3.6,1.5,0.4,17,37.7,4.9,19.6,3.9,1.2,3.4,0.5,2.8,0.6,1.5,0.220306022,1.4,0.2,1339.1,15.7,19.4,312.3,3.4,4.7,0.4,2.4,0.6,4.4,131.1,13.3,146.6,54.2,26,34.3,5.1,85.29299363,8.205527443,26.92857143,8.350318471,4.358974359,2,2.785714286,33.61538462,0.014487342,14,0.058823529,2.401273885,1.248407643,1.714285714,2.428571429,2.130286494,0.718309859,0.152866242,2.578947368,4.07518797,0.233969986,0.369713506,39.37461531
55.54445554,1.298701299,18.18181818,7.992007992,0.0999001,4.295704296,6.993006993,3.696303696,1.498501499,0.3996004,22,47.2,6.1,25,5.5,1.6,5.1,0.8,4.6,0.9,2.5,0.364544578,2.3,0.3,589.8,25.1,24.5,441.9,4.6,15.2,1.2,2.5,0.8,6.2,224.6,19.2,142.7,73,44.7,39.4,5.194805195,23.49800797,6.463689136,20.52173913,8.948207171,4,2,2.391304348,40.83636364,0.041539505,10.86956522,0.065217391,1.880478088,0.996015936,1.086956522,2.217391304,3.096706377,0.742857143,0.099601594,2.052083333,3.802083333,0.276103714,0.511562719,38.4602977
55.87246613,0.702862382,17.92808394,8.108383417,0.15279617,3.025364164,8.006519303,3.473566263,2.373433839,0.356524396,11.19,23.29,3.51,16.7,4.35,1.17,3.99,0.62,3.99,0.83,2.31,0.34,2.39,0.34,565.74,21.92,27.76,505.63,2.42,1.1,0.06,1.68,0.91,10.85,83.54,19.67,216.58,39.27,19.72,19.83,5.847000102,25.80930657,3.163863965,9.744769874,3.811131387,2.572413793,1.669456067,1.820083682,19.2045977,0.049068477,6.987447699,0.140495868,1.0625,0.761861314,0.70292887,1.669456067,2.334610767,0.730279898,0.076642336,1.008134215,1.996441281,0.091559701,0.181318681,18.00382354
47.11147274,0.864524003,18.28722539,13.29332791,0.223759154,6.529698942,11.03539463,2.013832384,0.48820179,0.152563059,7.25,13.51,2.56,13.41,3.78,1.23,4.01,0.58,3.7,0.74,2.2,0.29,2,0.29,663.3,21.23,3.2,178.12,1.23,0.45,0.03,0.58,0.13,3.3,36.92,47.63,435.53,66.56,43.21,34.29,2.502034174,31.24352332,2.449591281,6.755,1.739048516,1.917989418,1.85,1.89,9.767195767,0.004824363,6.705,0.235772358,0.636363636,0.631653321,0.29,2.005,0.408972975,0.226728111,0.02731983,0.719924417,1.397438589,0.07873166,0.152825293,18.00382354
48.34214809,0.844182262,16.90398698,12.55085435,0.223759154,6.366965012,11.2896664,2.369812856,0.945890968,0.16273393,7.57,16.34,2.46,12.74,3.36,1.04,3.36,0.51,3.13,0.62,1.75,0.25,1.68,0.24,862.75,16.07,10.11,193.01,1.29,0.51,0.03,0.72,0.32,4.33,40.36,40.44,396.41,55.03,39.22,25.22,3.315703824,53.6869944,3.044894252,9.726190476,2.511512134,2.25297619,1.863095238,2,12.01190476,0.011718343,7.583333333,0.186046512,1.016801493,0.792781581,0.428571429,2,0.486894882,0.293693694,0.044803983,0.62363996,1.360781405,0.063620998,0.138820918,18.00382354
55.09273335,0.820918212,16.6210601,9.577379143,0.192561062,3.587716631,7.854464376,3.739738522,2.158710854,0.354717746,10.07,22.41,3.06,15.32,3.7,1.15,3.54,0.54,3.48,0.74,2.15,0.34,2.19,0.32,632.32,19.3,26.55,437.25,2,1.01,0.06,1.47,0.8,8.5,72.21,24.49,310.67,10.97,24.27,7.26,5.898449377,32.7626943,3.107212621,10.23287671,3.741450777,2.721621622,1.589041096,1.689497717,19.51621622,0.041988234,6.99543379,0.16,1.161139896,0.793782383,0.671232877,1.616438356,1.40744198,0.750967742,0.076165803,0.29644753,0.447937934,0.023368848,0.03531078,18.00382354
56.61231884,0.795088567,17.42149758,8.021336554,0.171095008,2.78784219,7.055152979,3.894927536,2.797906602,0.442834138,13.81,30.33,4.28,19.6,4.75,1.38,4.68,0.67,4.39,0.92,2.75,0.41,2.68,0.4,642.59,23.12,35.55,568.47,2.98,1.41,0.08,2.29,1.19,14.81,98.48,20.37,235.24,21.85,20,16,6.692834138,27.79368512,3.482126154,11.31716418,4.259515571,2.907368421,1.638059701,1.77238806,20.73263158,0.05532299,7.313432836,0.134228188,1.311851211,0.847750865,0.854477612,1.746268657,2.416553307,0.948644793,0.099048443,0.785468827,1.072655866,0.068015644,0.092883863,18.00382354
54.68070033,0.880477684,16.74931687,9.766217994,0.202408663,3.623115069,8.197550855,3.653476369,1.912761866,0.333974294,9.38,21.69,3.11,14.54,3.72,1.22,3.9,0.55,3.77,0.77,2.29,0.34,2.21,0.33,599.36,20.02,21.35,425.45,1.9,0.95,0.06,1.37,0.75,12.17,63.81,26.06,326.24,6.26,26,12,5.566238235,29.93806194,2.868112493,9.814479638,3.187312687,2.521505376,1.705882353,1.683257919,17.15322581,0.035621329,6.57918552,0.173684211,1.083416583,0.726273726,0.619909502,1.764705882,1.304101275,0.679012346,0.068431568,0.460475825,0.240214889,0.036782737,0.019188328,18.00382354
57.1399758,0.89753933,16.18596208,8.652682533,0.171440097,3.146430012,6.514723679,3.862444534,2.964905204,0.463896733,13.8,30.74,4.21,19.62,4.67,1.38,4.5,0.66,4.25,0.85,2.72,0.39,2.49,0.38,548.09,22.81,38.28,573.69,2.89,1.44,0.1,2.23,1.23,14.59,97.51,22.47,320.18,10.91,22,13,6.827349738,24.02849627,3.745116707,12.34538153,4.274879439,2.95503212,1.706827309,1.875502008,20.88008565,0.069842544,7.879518072,0.131487889,1.347654537,0.860149057,0.895582329,1.807228916,1.791773377,1.047987616,0.097764139,0.578549177,0.485536271,0.040602161,0.034074583,18.00382354
58.27519968,0.899807906,16.32797493,8.13871196,0.181983621,2.396117683,5.76281468,3.98341927,3.467799009,0.566171267,16.6,37.42,5.15,23.24,5.4,1.48,5.4,0.79,5.02,1.06,3.17,0.46,3.07,0.47,505.3,27.17,44.14,653.64,3.53,1.8,0.11,2.74,1.5,16.05,119.03,18.77,227.99,9.25,18,10,7.451218279,18.59771807,3.653888825,12.18892508,4.380934855,3.074074074,1.635179153,1.758957655,22.04259259,0.087354047,7.570032573,0.133144476,1.377254325,0.855355171,0.892508143,1.758957655,2.866967849,1.292982456,0.100846522,0.532765051,0.492807672,0.043861573,0.040571955,18.00382354
53.49611543,0.756734941,14.47886187,9.161537685,0.181616386,7.839773988,8.707496721,3.016849965,2.038139441,0.322873575,9.49,21.47,3.02,13.92,3.55,1.08,3.64,0.51,3.4,0.71,2.05,0.31,2.01,0.3,507.47,17.95,24.03,405.22,2.01,0.95,0.06,1.44,0.8,9.64,67.76,30.61,291.02,360.34,36,109,5.054989406,28.27130919,3.190478127,10.68159204,3.774930362,2.673239437,1.691542289,1.766169154,19.08732394,0.047352553,6.925373134,0.149253731,1.196100279,0.775487465,0.71641791,1.810945274,1.392412893,0.580533024,0.080222841,3.560927801,11.77196994,0.374544705,1.238196688,18.00382354
57.18907988,0.930232558,16.0364004,8.857431749,0.192113246,2.942366026,6.319514661,3.832153691,3.185035389,0.515672396,15.3,34.07,4.75,21.68,5.15,1.39,4.95,0.76,4.71,0.98,2.91,0.45,2.87,0.43,521.32,24.98,39.44,593.49,3.17,1.6,0.09,2.44,1.38,14.49,107.77,20.85,263.73,17.89,21,17,7.01718908,20.8694956,3.602426682,11.87108014,4.314251401,2.970873786,1.641114983,1.794425087,20.92621359,0.075654109,7.554006969,0.135646688,1.363891113,0.867894315,0.850174216,1.724738676,2.250369696,1.1104,0.097678143,0.815347722,0.858033573,0.064459864,0.067834528,18.00382354
58.36875126,0.981582676,15.54341226,8.439587128,0.182149362,2.732240437,5.676988464,3.916211293,3.582270795,0.576806315,16.54,36.87,5.06,22.98,5.58,1.47,5.27,0.77,4.92,1.02,3.08,0.45,3.03,0.46,451.9,26.55,45.21,648.87,3.45,1.76,0.1,2.7,1.53,16.41,119.21,20.57,287.44,9.9,19,12,7.498482089,17.02071563,3.688743806,12.16831683,4.490018832,2.964157706,1.623762376,1.841584158,21.36379928,0.100044258,7.584158416,0.133333333,1.388700565,0.865536723,0.891089109,1.739273927,2.257410242,1.320855615,0.101694915,0.583373845,0.481283422,0.041747843,0.03444197,18.00382354
56.79262486,0.911761726,16.1077905,9.279708236,0.202613717,3.089859183,6.645729916,4.133319826,2.421233918,0.41535812,11.52,25.9,3.72,17.34,4.41,1.32,4.58,0.63,4.22,0.88,2.76,0.39,2.56,0.38,611.94,22.73,27.87,518.03,2.43,1.16,0.07,1.75,0.94,12.28,77.95,23.04,305.24,5.37,23,5,6.554553743,26.92212934,3.040871935,10.1171875,3.429388473,2.612244898,1.6484375,1.72265625,17.67573696,0.045543681,6.7734375,0.156378601,1.139463264,0.762868456,0.68359375,1.7890625,1.697123575,0.986280488,0.076990761,0.217013889,0.233072917,0.016380553,0.017592714,18.00382354
60.18947793,0.9171538,15.47067124,7.780689377,0.19149365,2.045958476,4.535375932,4.253174763,3.970973594,0.645031244,18.39,41.38,5.64,25.25,6.01,1.58,5.69,0.85,5.37,1.12,3.34,0.48,3.31,0.49,427.77,28.97,52.19,705,3.72,1.95,0.13,3,1.66,17.99,130.24,16.66,178.88,7.16,15,6,8.224148357,14.76596479,3.75438972,12.50151057,4.495685192,3.059900166,1.622356495,1.81570997,21.67054908,0.122004816,7.628398792,0.13172043,1.42837418,0.871591301,0.906344411,1.719033233,3.941189624,1.813333333,0.103555402,0.360144058,0.429771909,0.033542039,0.040026834,18.00382354
59.95140717,0.931362624,15.41810083,7.845717757,0.192346629,2.085442397,4.596072079,4.383478437,3.948167645,0.647904434,18.19,41.24,5.65,25.37,6.01,1.57,5.66,0.86,5.37,1.08,3.36,0.51,3.33,0.5,433.02,29.35,50.52,712.15,3.78,1.95,0.12,3,1.69,16.16,131.56,16.95,181.82,5.93,15,6,8.331646082,14.75366269,3.691255288,12.38438438,4.482453152,3.026622296,1.612612613,1.804804805,21.89018303,0.116668976,7.618618619,0.132275132,1.405110733,0.86439523,0.900900901,1.6996997,3.916785832,1.81277533,0.102214651,0.353982301,0.349852507,0.03299967,0.032614674,18.00382354
60.0583971,0.916230366,15.45509464,7.823197745,0.191300846,2.104309303,4.581151832,4.2690294,3.946838502,0.654450262,18.24,43.34,5.62,25.68,5.98,1.59,5.68,0.84,5.36,1.12,3.4,0.5,3.3,0.5,433.35,29.4,52.97,705.28,3.77,1.98,0.12,3.03,1.7,17.84,131.58,16.91,183.66,9.54,15,8,8.215867902,14.73979592,3.73505078,13.13333333,4.475510204,3.050167224,1.624242424,1.812121212,22.00334448,0.12223376,7.781818182,0.132625995,1.47414966,0.873469388,0.918181818,1.721212121,3.840139388,1.793406593,0.103061224,0.473092844,0.564163217,0.04355875,0.051943809,18.00382354
59.99395527,0.936933306,15.48458594,7.948821277,0.191416482,2.085432198,4.654442877,4.211162603,3.838404191,0.654845859,18.38,41.49,5.74,25.98,6.17,1.6,6.04,0.85,5.5,1.08,3.43,0.51,3.39,0.5,440.93,29.7,50.17,700.4,3.73,2.02,0.12,3.03,1.69,17.63,131.35,17.32,191.99,8.61,16,7,8.049566794,14.84612795,3.663797192,12.23893805,4.422558923,2.978930308,1.622418879,1.820058997,21.28849271,0.113782233,7.663716814,0.134048257,1.396969697,0.874747475,0.89380531,1.781710914,3.648106672,1.729437229,0.102020202,0.404157044,0.497113164,0.036460232,0.044846086,18.00382354
59.56696878,0.906344411,15.54884189,7.985901309,0.191339376,2.275931521,4.944612286,4.229607251,3.736153072,0.614300101,18.6,39.9,5.45,25.14,6.04,1.61,5.97,0.85,5.43,1.14,3.35,0.5,3.32,0.49,469.88,29.29,49.19,687.08,3.79,1.94,0.13,2.99,1.61,17.56,129.51,18.47,197.94,7.1,17,8,7.965760322,16.04233527,3.785824497,12.01807229,4.421645613,3.079470199,1.635542169,1.819277108,21.44205298,0.104686303,7.572289157,0.129287599,1.362239672,0.858313418,0.90060241,1.798192771,3.471152875,1.610997963,0.102082622,0.433134813,0.384407147,0.040416288,0.035869455,18.00382354
60.43535221,0.906983775,15.43887937,7.658974101,0.191474353,1.97520911,4.403910108,4.303134133,4.031039,0.655043838,19.09,42.66,5.9,26.73,6.24,1.64,6.29,0.88,5.67,1.15,3.54,0.52,3.39,0.52,431.92,30.46,54.51,725.91,3.94,2.07,0.13,3.17,1.77,18.09,137.91,17.04,171.31,7.96,15,7,8.334173133,14.17990808,3.80532581,12.5840708,4.52757715,3.059294872,1.672566372,1.840707965,22.10096154,0.126203927,7.884955752,0.131979695,1.400525279,0.87754432,0.935103245,1.855457227,4.237405872,1.892448513,0.104070913,0.410798122,0.46713615,0.040861596,0.046465472,18.00382354
60.17111223,0.915953699,15.53095118,7.750377453,0.19124308,2.043281329,4.549572219,4.247609461,3.955712129,0.644187217,18.45,41.54,5.74,26.14,6.07,1.6,5.93,0.82,5.43,1.15,3.43,0.5,3.42,0.5,438.31,29.94,53.08,705.5,3.83,2,0.12,3.09,1.7,17.66,133.06,17.15,179.16,8.48,15,9,8.20332159,14.63961256,3.645489746,12.14619883,4.444221777,3.039538715,1.587719298,1.774853801,21.92092257,0.121101504,7.643274854,0.130548303,1.38744155,0.873079492,0.903508772,1.733918129,3.937820942,1.803097345,0.103206413,0.524781341,0.494460641,0.050234427,0.047331994,18.00382354
58.80455599,0.856768471,16.16772503,7.710916238,0.171353694,2.479588751,5.604273763,4.092329402,3.548029433,0.564459228,16.07,36.74,5.04,22.48,5.35,1.47,5.1,0.75,4.67,0.99,2.96,0.43,3.01,0.44,490.71,25.78,47.03,647.26,3.28,1.74,0.11,2.7,1.47,15.84,114.42,17.94,197.56,23.21,17,13,7.640358835,19.03452289,3.607738058,12.20598007,4.438324282,3.003738318,1.551495017,1.777408638,21.38691589,0.095840721,7.468438538,0.134146341,1.425135764,0.871993794,0.897009967,1.694352159,3.2762705,1.363309353,0.104732351,0.724637681,1.293756968,0.065802794,0.117483296,18.00382354
60.22956101,0.906161901,15.45509464,7.74265002,0.191300846,2.053966975,4.550946436,4.2690294,3.956906967,0.644381796,18.64,41.69,5.7,25.97,6.25,1.68,6.04,0.87,5.63,1.15,3.53,0.51,3.37,0.52,432.71,30.14,53.02,714.18,3.92,2.01,0.13,3.13,1.73,18,135.62,17.26,177.18,7.94,15,6,8.225936367,14.35666888,3.737675757,12.37091988,4.499668215,2.9824,1.670623145,1.854599407,21.6992,0.122530101,7.706231454,0.132653061,1.383211679,0.861645654,0.928783383,1.792284866,4.030816119,1.807522124,0.103848706,0.347624565,0.460023175,0.033863867,0.044813184,18.00382354
60.04236861,0.917986482,15.4948048,7.8583678,0.191667507,2.057903763,4.610107939,4.246948452,3.934227782,0.645616867,18.61,41.47,5.74,26.13,6.1,1.66,5.89,0.85,5.71,1.15,3.44,0.51,3.41,0.51,448.75,30.38,51.89,708.9,3.96,1.99,0.12,3.14,1.67,17.81,135.15,17.27,184.26,6.48,15,6,8.181176233,14.77123107,3.687887045,12.16129032,4.448650428,3.050819672,1.674486804,1.788856305,22.1557377,0.115632312,7.662756598,0.128787879,1.365042791,0.860105332,0.920821114,1.727272727,3.847281016,1.774617068,0.103357472,0.347423277,0.37521714,0.032562683,0.035167698,18.00382354
60.02627855,0.909642207,15.33252476,8.126137053,0.192035577,1.980998585,4.578532444,4.214675561,3.992318577,0.646856681,17.69,39.13,5.45,24.81,6.37,1.51,5.54,0.82,5.2,1.08,3.25,0.49,3.37,0.49,426.6,29.83,51.41,685.09,3.82,2.04,0.11,2.99,1.6,15.19,136.89,16.58,173.3,6.38,14.51,2.66,8.206994138,14.30103922,3.547182626,11.61127596,4.589004358,2.777080063,1.543026706,1.890207715,21.48979592,0.120511017,7.362017804,0.128272251,1.311766678,0.831713041,0.887240356,1.643916914,3.953202539,1.792494481,0.100234663,0.160434258,0.384800965,0.015349106,0.036814772,18.00382354
60.02625202,0.918820679,15.33723748,8.117932149,0.19184168,1.948707593,4.573909532,4.240710824,3.998384491,0.646203554,17.63,39.31,5.34,25.65,5.9,1.5,5.5,0.83,5.46,1.14,3.32,0.51,3.27,0.51,424.44,29.37,52.47,681.31,3.69,1.98,0.11,2.96,1.63,15.79,135.81,16.4,172.43,6.53,14.17,3.46,8.239095315,14.4514811,3.643260089,12.02140673,4.624106231,2.988135593,1.669724771,1.804281346,23.01864407,0.123621713,7.844036697,0.138211382,1.338440586,0.873340143,0.905198777,1.681957187,3.951226585,1.801324503,0.100783112,0.21097561,0.398170732,0.020066114,0.03787044,18.00382354
59.65036378,0.91956346,15.43047696,8.306386419,0.191996766,2.101859337,4.779708973,4.132983023,3.85004042,0.636620857,17.49,38.98,5.32,25.55,5.96,1.52,5.4,0.82,5.29,1.11,3.26,0.48,3.34,0.49,443.6,29.3,52.28,677.75,3.61,1.92,0.12,2.98,1.59,15.43,134.03,16.92,190.84,7.24,15.26,1.93,7.983023444,15.13993174,3.538579517,11.67065868,4.57440273,2.934563758,1.583832335,1.784431138,22.48825503,0.117853922,7.649700599,0.135734072,1.330375427,0.872013652,0.892215569,1.616766467,3.551404318,1.670190275,0.101706485,0.114066194,0.427895981,0.010113184,0.037937539,18.00382354
59.88295833,0.928261528,15.3364948,8.20300676,0.191706185,1.997780244,4.600948441,4.237715669,3.97538089,0.64574715,18.03,40.52,5.55,26.21,6.1,1.56,5.84,0.83,5.53,1.13,3.18,0.49,3.36,0.5,435.48,30.05,52.8,703.41,3.84,1.98,0.11,3.08,1.64,16.43,137.85,17.01,186.12,6.52,14.99,1.92,8.213096559,14.49184692,3.626119112,12.05952381,4.587354409,2.955737705,1.645833333,1.81547619,22.59836066,0.121245522,7.800595238,0.130208333,1.348419301,0.872212978,0.916666667,1.738095238,3.779335912,1.785087719,0.10249584,0.11287478,0.383303939,0.010315925,0.035031163,18.00382354
59.63386265,0.920400526,15.38383736,8.313947608,0.192171538,2.073429756,4.773945585,4.177202387,3.883887934,0.647314656,18.35,40.11,5.6,26.48,6.26,1.52,5.66,0.85,5.53,1.14,3.44,0.48,3.46,0.5,454.75,30.56,53.67,703.72,3.91,1.99,0.12,2.95,1.62,16.26,137,17.41,198.36,7.69,15.32,4.32,8.061090321,14.88056283,3.583815029,11.59248555,4.482984293,2.931309904,1.598265896,1.809248555,21.88498403,0.118020891,7.653179191,0.127877238,1.3125,0.866492147,0.852601156,1.63583815,3.547691067,1.688559322,0.096531414,0.248133257,0.441700172,0.021778584,0.038767897,18.00382354
59.60800162,0.939583754,15.39704991,8.385532431,0.191957971,2.050919378,4.667609618,4.212972318,3.909880784,0.636492221,18.29,40.93,5.61,26.35,6.15,1.6,5.56,0.85,5.44,1.15,3.3,0.5,3.52,0.51,458.15,30.91,54.79,711.14,3.83,1.99,0.11,3.11,1.68,16.23,140.38,17.61,203.84,6.46,15.77,3.6,8.122853102,14.82206406,3.511208818,11.62784091,4.541572307,2.97398374,1.545454545,1.747159091,22.82601626,0.119589654,7.485795455,0.133159269,1.324166936,0.852474927,0.883522727,1.579545455,3.488716641,1.74025974,0.100614688,0.204429302,0.366837024,0.017660911,0.031691523,18.00382354
59.92123599,0.918913461,15.30849238,8.199535494,0.191861052,1.979198223,4.564273452,4.231041099,4.039180046,0.646268807,18.46,41.86,5.56,26.69,6.26,1.51,5.85,0.89,5.66,1.17,3.34,0.5,3.33,0.49,443.13,30.85,56.8,725.21,3.8,2.08,0.12,3.11,1.67,17.17,143.01,16.98,191.71,10.81,15.04,2.9,8.270221145,14.36401945,3.746045773,12.57057057,4.635656402,2.948881789,1.6996997,1.87987988,22.84504792,0.12817909,8.015015015,0.128947368,1.356888169,0.865153971,0.933933934,1.756756757,3.782849095,1.811946903,0.100810373,0.170789164,0.636631331,0.015127015,0.056387252,18.00382354
59.32700081,0.970088925,15.32942603,8.579223929,0.191996766,2.122069523,4.820129345,4.163298302,3.85004042,0.64672595,18.06,41.31,5.57,26.19,6.42,1.58,5.61,0.86,5.58,1.12,3.33,0.48,3.43,0.5,462.85,30.31,54.08,715.9,3.88,2.03,0.12,3.04,1.71,16.52,136.91,17.91,218.65,6.57,17.1,3.27,8.013338723,15.27053778,3.558027026,12.04373178,4.516991092,2.813084112,1.626822157,1.871720117,21.32554517,0.116841309,7.635568513,0.128865979,1.362916529,0.864071264,0.886297376,1.635568513,3.274182483,1.662473795,0.100296932,0.182579564,0.366834171,0.014955408,0.030048022,18.00382354
59.66225099,0.930326626,15.42117504,8.37293963,0.192132673,2.073010416,4.702194357,4.125796339,3.872990191,0.64718374,18.11,40.95,5.55,26.23,6.11,1.57,5.53,0.85,5.55,1.07,3.29,0.5,3.29,0.51,450.41,30.45,52.85,697.72,3.9,2.03,0.12,3,1.61,16.09,139.38,17.15,199.44,6.98,15.56,12.66,7.99878653,14.79178982,3.719702177,12.44680851,4.577339901,2.963993453,1.686930091,1.857142857,22.81178396,0.117337537,7.972644377,0.130769231,1.344827586,0.861412151,0.911854103,1.680851064,3.498395507,1.701075269,0.098522167,0.73819242,0.406997085,0.063477738,0.034997994,18.00382354
59.60760518,0.930420712,15.37216828,8.313106796,0.192152104,2.083333333,4.763349515,4.166666667,3.92394822,0.647249191,17.64,39.73,5.43,25.59,6.02,1.57,5.37,0.84,5.33,1.08,3.15,0.46,3.16,0.49,446.45,28.65,53.97,687.51,3.76,1.93,0.12,2.95,1.7,16.24,131.44,17.04,195.95,7.37,15.29,3.91,8.090614887,15.58289703,3.772220881,12.57278481,4.587783595,2.930232558,1.686708861,1.905063291,21.83388704,0.120886997,8.098101266,0.130319149,1.386736475,0.893193717,0.933544304,1.699367089,3.508599132,1.6985138,0.102966841,0.229460094,0.432511737,0.01995407,0.037611636,18.00382354
56.77769951,0.86545235,16.36308745,8.805474489,0.181141189,3.180034216,6.73241421,3.884472175,2.75737144,0.452852974,13.24,29.72,4.09,19.33,4.86,1.35,4.89,0.67,4.4,0.91,2.72,0.42,2.68,0.4,589.81,23.09,34.45,552.77,2.78,1.35,0.09,2.18,1.14,8.56,94.33,22.45,281.21,11.44,22,12,6.641843615,25.54395842,3.338403351,11.08955224,4.08531832,2.724279835,1.641791045,1.813432836,19.40946502,0.05840864,7.212686567,0.143884892,1.287137289,0.837158943,0.813432836,1.824626866,1.965684008,0.986547085,0.094413166,0.534521158,0.509576837,0.042672736,0.040681341,18.00382354
56.13537339,0.881548283,16.34410781,9.332252508,0.192522039,3.404600263,7.133448171,3.921369946,2.269733509,0.385044077,11.2,25.29,3.56,16.47,4.22,1.3,4.11,0.63,4.06,0.84,2.43,0.37,2.43,0.37,614.93,21.61,35.18,500.4,2.3,1.11,0.07,1.69,0.95,12.07,77.24,23.82,309.57,8.86,24,11,6.191103455,28.4558075,3.114564762,10.40740741,3.574271171,2.654028436,1.670781893,1.736625514,18.30331754,0.057209764,6.777777778,0.160869565,1.170291532,0.762147154,0.695473251,1.691358025,1.616435701,0.867897727,0.078204535,0.461796809,0.371956339,0.035533159,0.028620344,18.00382354
58.02908573,0.945794773,15.90562392,8.664700498,0.183057053,2.61364792,5.82731618,3.844198108,3.447574494,0.539001322,17.04,36.88,5.15,23.58,5.63,1.52,5.62,0.8,5.04,1.07,3.23,0.49,3.13,0.46,502.59,28.1,45.09,654.28,3.44,1.75,0.11,2.75,1.49,24.44,119.22,20.3,253.92,9.86,20,12,7.291772602,17.88576512,3.678839742,11.7827476,4.242704626,3.026642984,1.610223642,1.798722045,21.17584369,0.089715275,7.533546326,0.13372093,1.312455516,0.839145907,0.878594249,1.795527157,2.576717076,1.251308901,0.097864769,0.591133005,0.485714286,0.047258979,0.038831128,18.00382354
58.63673139,0.910194175,16.04975728,8.201860841,0.182038835,2.366504854,5.572411003,3.954288026,3.55987055,0.566343042,16.72,37.69,5.16,23.47,5.71,1.48,5.53,0.78,5.02,1.07,3.19,0.48,3.09,0.45,490.33,27.52,46.21,658.98,3.53,1.8,0.11,2.78,1.51,16.32,121.81,18.99,230.24,13.82,18,15,7.514158576,17.81722384,3.656481751,12.197411,4.426235465,2.928196147,1.624595469,1.84789644,21.33274956,0.094242653,7.595469256,0.127478754,1.369549419,0.852834302,0.899676375,1.789644013,2.86214385,1.34845735,0.101017442,0.789889415,0.727751448,0.065149409,0.060024322,18.00382354
