SiO2,TiO2,Al2O3,FeOt,MnO,MgO,CaO,Na2O,K2O,P2O5,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Sr,Y,Rb,Ba,Hf,Nb,Ta,Th,U,Pb,Zr,Sc,V,Cr,Co,Ni,A,Sr/Y,(La/Yb)/n,Ce/Yb,Zr/Y,La/Sm,Dy/Yb,Sm/Yb,Zr/Sm,Rb/Sr,Nd/Yb,Lu/Hf,Ce/Y,Nd/Y,Th/Yb,Gd/Yb,Ba/V,A/CaO,Th/Y,Ni/Sc,Cr/Sc,Ni/V,Cr/V,Crustal_Thickness
60.05,0.85,17.56,5.38,0.1,3.69,6.33,4.1,1.62,0.32,26.5,56.2,7.11,28,5.3,1.52,3.95,0.56,3.02,0.58,1.52,0.21,1.32,0.2,827,15,33,465,3.85,7.1,0.48,5.58,1.69,6.6,148,13.1,122,50,19.9,32,5.72,55.13333333,13.56617951,42.57575758,9.866666667,5,2.287878788,4.015151515,27.9245283,0.039903265,21.21212121,0.051948052,3.746666667,1.866666667,4.227272727,2.992424242,3.81147541,0.903633491,0.372,2.442748092,3.816793893,0.262295082,0.409836066,43.57233598
60.32,0.95,17.51,5.48,0.09,3.83,6.02,3.97,1.59,0.24,18.5,39,4.87,19.5,4.13,1.23,3.71,0.57,3.31,0.64,1.66,0.24,1.45,0.24,495,16,38,401,4.12,9.7,0.68,4.91,1.63,8,159,13.1,112,78,19.4,58,5.56,30.9375,8.62162924,26.89655172,9.9375,4.479418886,2.282758621,2.848275862,38.49878935,0.076767677,13.44827586,0.058252427,2.4375,1.21875,3.386206897,2.55862069,3.580357143,0.92358804,0.306875,4.427480916,5.954198473,0.517857143,0.696428571,43.70409879
60.68393161,0.96990301,17.03829617,5.359464054,0.089991001,2.929707029,6.139386061,3.939606039,2.459754025,0.389961004,42.8,87.3,10.8,41.7,7.53,2.06,5.44,0.72,3.72,0.67,1.68,0.23,1.4,0.21,836,17,57,726,5.79,9.1,0.67,11.9,3.46,10.6,219,13,125,28,17.3,20,6.399360064,49.17647059,20.65862203,62.35714286,12.88235294,5.683930943,2.657142857,5.378571429,29.08366534,0.068181818,29.78571429,0.03626943,5.135294118,2.452941176,8.5,3.885714286,5.808,1.042345277,0.7,1.538461538,2.153846154,0.16,0.224,43.83328191
60.71,0.92,17.31,5.28,0.09,3.55,6.12,4.07,1.69,0.26,21.2,43.1,5.32,21.2,4.42,1.36,3.91,0.59,3.35,0.66,1.7,0.24,1.48,0.22,517,17,43,420,4.26,10.1,0.75,5.69,1.95,8.3,165,13.3,113,72,18.1,41,5.76,30.41176471,9.679652404,29.12162162,9.705882353,4.79638009,2.263513514,2.986486486,37.33031674,0.083172147,14.32432432,0.051643192,2.535294118,1.247058824,3.844594595,2.641891892,3.716814159,0.941176471,0.334705882,3.082706767,5.413533835,0.362831858,0.637168142,43.80916716
60.74785043,0.939812038,17.4065187,5.608878224,0.099980004,3.089382124,6.088782244,4.139172166,1.589682064,0.289942012,22.4,46,5.68,22.3,4.63,1.35,4.04,0.61,3.49,0.68,1.8,0.26,1.58,0.24,557,17,39,446,4.32,9.8,0.67,5.12,1.64,8,170,14.2,121,28,16.1,15,5.728854229,32.76470588,9.580243507,29.11392405,10,4.838012959,2.208860759,2.930379747,36.71706263,0.070017953,14.11392405,0.055555556,2.705882353,1.311764706,3.240506329,2.556962025,3.685950413,0.9408867,0.301176471,1.056338028,1.971830986,0.123966942,0.231404959,43.91129975
60.63,0.94,17.46,5.61,0.1,3.11,6.12,4.14,1.6,0.29,22.5,46.2,5.68,22.5,4.67,1.42,4.07,0.61,3.48,0.67,1.78,0.26,1.57,0.24,566,17,39,443,4.23,9.8,0.67,5.16,1.63,8,164,13.8,121,26,16.1,13,5.74,33.29411765,9.684305524,29.42675159,9.647058824,4.817987152,2.21656051,2.974522293,35.11777302,0.068904594,14.33121019,0.056737589,2.717647059,1.323529412,3.286624204,2.592356688,3.661157025,0.937908497,0.303529412,0.942028986,1.884057971,0.107438017,0.214876033,43.91187892
60.8,0.83,17.96,5.18,0.09,3.07,6.26,4.19,1.39,0.23,15.8,33.7,4.31,17.4,3.68,1.22,3.26,0.5,2.79,0.54,1.41,0.2,1.24,0.19,648,14,29,317,3.64,6.7,0.46,4.04,1.25,6.8,138,12.2,112,15,17.3,18,5.58,46.28571429,8.610354223,27.17741935,9.857142857,4.293478261,2.25,2.967741935,37.5,0.044753086,14.03225806,0.052197802,2.407142857,1.242857143,3.258064516,2.629032258,2.830357143,0.891373802,0.288571429,1.475409836,1.229508197,0.160714286,0.133928571,43.72352537
60.90390961,0.809919008,17.88821118,5.149485051,0.089991001,3.119688031,6.239376062,4.069593041,1.559844016,0.169983002,16,33.6,4.29,17,3.83,1.16,3.42,0.54,3.14,0.61,1.62,0.23,1.48,0.22,506,16,36,358,3.83,6.9,0.51,4.55,1.66,7.5,142,14.6,114,47,16.3,18,5.629437056,31.625,7.305398041,22.7027027,8.875,4.177545692,2.121621622,2.587837838,37.07571802,0.071146245,11.48648649,0.057441253,2.1,1.0625,3.074324324,2.310810811,3.140350877,0.90224359,0.284375,1.232876712,3.219178082,0.157894737,0.412280702,43.88050589
60.94218844,0.940188038,17.11342268,5.411082216,0.090018004,3.350670134,5.99119824,4.070814163,1.830366073,0.26005201,24.8,51.4,6.42,25.2,5.02,1.48,4.25,0.64,3.56,0.69,1.76,0.25,1.54,0.24,590,17,46,467,4.41,9.2,0.66,6.33,2.14,8.8,170,14.1,119,54,17.1,21,5.901180236,34.70588235,10.88219682,33.37662338,10,4.940239044,2.311688312,3.25974026,33.86454183,0.077966102,16.36363636,0.054421769,3.023529412,1.482352941,4.11038961,2.75974026,3.924369748,0.984974958,0.372352941,1.489361702,3.829787234,0.176470588,0.453781513,43.8646867
61.14388561,0.859914009,17.63823618,5.399460054,0.099990001,2.709729027,5.939406059,4.179582042,1.719828017,0.309969003,26.1,55.1,6.85,26.8,5.16,1.5,4.02,0.58,3.31,0.65,1.69,0.25,1.53,0.24,804,17,34,433,4.73,8.3,0.56,6.74,1.8,8.3,183,10.1,102,12,14.6,10,5.899410059,47.29411765,11.52748838,36.0130719,10.76470588,5.058139535,2.163398693,3.37254902,35.46511628,0.042288557,17.51633987,0.050739958,3.241176471,1.576470588,4.405228758,2.62745098,4.245098039,0.993265993,0.396470588,0.99009901,1.188118812,0.098039216,0.117647059,43.75280166
60.70607061,0.870087009,17.69176918,5.580558056,0.100010001,2.820282028,6.170617062,4.110411041,1.620162016,0.330033003,25.9,55.4,7.05,27.4,5.19,1.54,4.2,0.61,3.46,0.68,1.79,0.25,1.59,0.24,857,17,31,433,4.71,8.2,0.54,6.15,1.69,6.2,178,10.6,113,11,15.8,11,5.730573057,50.41176471,11.0074889,34.8427673,10.47058824,4.990366089,2.176100629,3.264150943,34.29672447,0.036172695,17.2327044,0.050955414,3.258823529,1.611764706,3.867924528,2.641509434,3.831858407,0.928687196,0.361764706,1.037735849,1.037735849,0.097345133,0.097345133,43.70490529
61.57384262,0.849915008,18.17818218,4.729527047,0.079992001,2.419758024,5.95940406,4.179582042,1.799820018,0.229977002,19.4,39.3,4.81,18.8,4,1.28,3.65,0.56,3.26,0.64,1.68,0.24,1.53,0.23,498,16,45,415,4.11,9.2,0.7,5.94,2.15,6.5,154,11.6,124,24,13.4,13,5.97940206,31.125,8.568324696,25.68627451,9.625,4.85,2.130718954,2.614379085,38.5,0.090361446,12.2875817,0.055961071,2.45625,1.175,3.882352941,2.385620915,3.346774194,1.003355705,0.37125,1.120689655,2.068965517,0.10483871,0.193548387,43.9872818
61.68,0.88,17.19,5.34,0.1,2.9,5.86,4.09,1.69,0.27,22.5,46.6,5.75,22.7,4.53,1.37,4.01,0.62,3.5,0.66,1.75,0.25,1.58,0.24,558,17,39,430,4.4,9.7,0.69,5.35,1.73,7,172,12.6,104,29,15.5,20,5.78,32.82352941,9.623012451,29.49367089,10.11764706,4.966887417,2.215189873,2.867088608,37.96909492,0.069892473,14.36708861,0.054545455,2.741176471,1.335294118,3.386075949,2.537974684,4.134615385,0.986348123,0.314705882,1.587301587,2.301587302,0.192307692,0.278846154,43.7804345
61.78764247,0.799840032,18.01639672,4.849030194,0.079984003,2.74945011,5.868826235,4.169166167,1.49970006,0.179964007,15.5,31.8,3.84,15.6,3.52,1.09,3.19,0.49,2.82,0.54,1.42,0.2,1.27,0.2,495,14,38,369,3.45,6.9,0.51,4.1,1.72,6.7,133,11.8,105,20,15.1,14,5.668866227,35.35714286,8.247334206,25.03937008,9.5,4.403409091,2.220472441,2.771653543,37.78409091,0.076767677,12.28346457,0.057971014,2.271428571,1.114285714,3.228346457,2.511811024,3.514285714,0.96592845,0.292857143,1.186440678,1.694915254,0.133333333,0.19047619,43.68580224
62.12,0.85,17.1,5.17,0.09,3.23,5.48,3.92,1.78,0.26,21.4,44.1,5.4,21.1,4.32,1.26,3.78,0.58,3.23,0.63,1.63,0.23,1.46,0.22,500,16,43,453,4.4,9.2,0.67,5.84,2.08,7.6,170,13,116,68,17.8,35,5.7,31.25,9.904818782,30.20547945,10.625,4.953703704,2.212328767,2.95890411,39.35185185,0.086,14.45205479,0.05,2.75625,1.31875,4,2.589041096,3.905172414,1.040145985,0.365,2.692307692,5.230769231,0.301724138,0.586206897,43.6338452
62.28,0.89,16.69,4.99,0.08,2.78,5.57,3.94,2.45,0.33,36.2,74.1,9.02,34.8,6.49,1.78,4.78,0.66,3.44,0.64,1.63,0.22,1.39,0.22,703,16,58,656,5.21,9,0.7,10.8,3.36,12.6,197,12.3,115,40,16.4,25,6.39,43.9375,17.59865132,53.30935252,12.3125,5.577812018,2.474820144,4.669064748,30.35439137,0.082503556,25.03597122,0.042226488,4.63125,2.175,7.769784173,3.438848921,5.704347826,1.147217235,0.675,2.032520325,3.25203252,0.217391304,0.347826087,43.83067111
62.31,0.87,17.07,4.88,0.08,3.04,5.43,4.06,2,0.26,31.1,60.6,7.76,29.8,5.56,1.49,4.46,0.63,3.47,0.66,1.74,0.24,1.5,0.22,638,17,49,529,4.71,9.3,0.68,7.65,2.4,8.5,181,12.5,97,53,15.5,30,6.06,37.52941176,14.01053588,40.4,10.64705882,5.59352518,2.313333333,3.706666667,32.55395683,0.076802508,19.86666667,0.04670913,3.564705882,1.752941176,5.1,2.973333333,5.453608247,1.116022099,0.45,2.4,4.24,0.309278351,0.546391753,43.75139548
62.65253051,0.930186037,16.48329666,5.031006201,0.090018004,2.830566113,5.26105221,4.080816163,2.320464093,0.320064013,34.3,71.4,8.87,34.4,6.32,1.69,5.06,0.71,3.84,0.72,1.86,0.27,1.62,0.25,674,19,53,648,6.29,10.7,0.77,9.1,2.72,8.4,243,12.7,110,39,15.7,23,6.401280256,35.47368421,14.30753187,44.07407407,12.78947368,5.42721519,2.37037037,3.901234568,38.44936709,0.078635015,21.2345679,0.039745628,3.757894737,1.810526316,5.617283951,3.12345679,5.890909091,1.216730038,0.478947368,1.811023622,3.070866142,0.209090909,0.354545455,43.77393533
62.81,0.74,17.84,4.51,0.08,2.44,5.8,4.08,1.53,0.17,16.3,32.8,4.04,16,3.47,1.12,3.1,0.47,2.63,0.51,1.39,0.19,1.22,0.18,567,13,36,360,3.58,6.3,0.49,4.77,1.64,11.8,136,11.8,105,12,14.1,11,5.61,43.61538462,9.028454013,26.8852459,10.46153846,4.69740634,2.155737705,2.844262295,39.19308357,0.063492063,13.1147541,0.05027933,2.523076923,1.230769231,3.909836066,2.540983607,3.428571429,0.967241379,0.366923077,0.93220339,1.016949153,0.104761905,0.114285714,43.74353862
62.89,0.86,16.77,5.04,0.09,2.9,5.27,4.09,1.85,0.24,22.4,45.4,5.51,21.3,4.5,1.29,3.86,0.58,3.28,0.63,1.63,0.24,1.46,0.23,467,16,49,457,4.48,10.3,0.77,6.37,2.21,7.8,173,11.6,95,54,15.5,27,5.94,29.1875,10.36766078,31.09589041,10.8125,4.977777778,2.246575342,3.082191781,38.44444444,0.104925054,14.5890411,0.051339286,2.8375,1.33125,4.363013699,2.643835616,4.810526316,1.127134725,0.398125,2.327586207,4.655172414,0.284210526,0.568421053,43.84381728
62.94258852,0.810162032,17.27345469,4.49089818,0.080016003,2.440488098,5.451090218,4.120824165,2.150430086,0.24004801,23.5,47.5,5.7,21.7,4.27,1.26,3.63,0.56,3.16,0.62,1.66,0.24,1.47,0.23,497,16,59,509,4.4,8.7,0.71,8.39,2.89,8.6,168,12.1,102,30,13.1,15,6.271254251,31.0625,10.80279523,32.31292517,10.5,5.503512881,2.149659864,2.904761905,39.3442623,0.118712274,14.76190476,0.052272727,2.96875,1.35625,5.707482993,2.469387755,4.990196078,1.150458716,0.524375,1.239669421,2.479338843,0.147058824,0.294117647,43.91731088
63.19368063,0.789921008,16.85831417,4.599540046,0.079992001,2.779722028,5.299470053,4.179582042,1.97980202,0.239976002,22.2,44.8,5.4,20.7,4.19,1.25,3.72,0.55,3.15,0.61,1.58,0.22,1.38,0.21,474,15,54,477,4.4,10,0.78,7.06,2.5,9.9,167,11.1,94,50,14.4,27,6.159384062,31.6,10.87074991,32.46376812,11.13333333,5.298329356,2.282608696,3.036231884,39.85680191,0.113924051,15,0.047727273,2.986666667,1.38,5.115942029,2.695652174,5.074468085,1.162264151,0.470666667,2.432432432,4.504504505,0.287234043,0.531914894,43.79263689
63.48634863,0.620062006,17.66176618,4.120412041,0.070007001,2.540254025,5.740574057,4.090409041,1.530153015,0.140014001,10,21.8,2.86,12.3,2.83,0.96,2.56,0.37,2.05,0.38,0.97,0.13,0.86,0.13,686,10,27,282,3,3.5,0.26,2.56,1.32,10.5,107,10.5,90,21,12.8,13,5.620562056,68.6,7.857550219,25.34883721,10.7,3.533568905,2.38372093,3.290697674,37.80918728,0.039358601,14.30232558,0.043333333,2.18,1.23,2.976744186,2.976744186,3.133333333,0.979094077,0.256,1.238095238,2,0.144444444,0.233333333,43.73706545
63.58364164,0.719928007,17.04829517,4.669533047,0.089991001,2.289771023,5.239476052,4.079592041,2.01979802,0.259974003,26.4,54.2,6.62,25.2,4.71,1.33,3.77,0.55,3.14,0.61,1.62,0.24,1.49,0.24,697,16,47,488,4.62,8.6,0.65,7.43,2.27,9.6,173,8.7,88,13,12.3,9,6.099390061,43.5625,11.97300806,36.37583893,10.8125,5.605095541,2.10738255,3.161073826,36.73036093,0.067431851,16.91275168,0.051948052,3.3875,1.575,4.986577181,2.530201342,5.545454545,1.164122137,0.464375,1.034482759,1.494252874,0.102272727,0.147727273,43.7941562
63.94,0.81,16.37,4.59,0.09,2.6,4.89,4.12,2.29,0.3,30.6,62.9,7.71,29.6,5.64,1.52,4.4,0.64,3.56,0.67,1.74,0.25,1.56,0.24,562,17,55,587,5.52,10.1,0.75,8.92,2.78,10.4,212,11.1,93,35,13.4,20,6.41,33.05882353,13.25508279,40.32051282,12.47058824,5.425531915,2.282051282,3.615384615,37.58865248,0.097864769,18.97435897,0.043478261,3.7,1.741176471,5.717948718,2.820512821,6.311827957,1.310838446,0.524705882,1.801801802,3.153153153,0.215053763,0.376344086,43.74989429
63.95,0.72,16.78,4.51,0.08,2.72,4.98,4.29,1.79,0.18,18.3,37.4,4.54,17.7,3.8,1.12,3.33,0.49,2.76,0.51,1.34,0.2,1.19,0.18,438,13,45,433,4.09,8.2,0.62,5.32,2.03,9.1,155,10.7,83,56,13.3,25,6.08,33.69230769,10.39177524,31.42857143,11.92307692,4.815789474,2.319327731,3.193277311,40.78947368,0.102739726,14.87394958,0.04400978,2.876923077,1.361538462,4.470588235,2.798319328,5.21686747,1.220883534,0.409230769,2.336448598,5.23364486,0.301204819,0.674698795,43.89803558
64.14,0.71,16.99,4.27,0.08,2.46,5.07,4.04,2.02,0.22,23.5,44.7,5.38,20.4,4.03,1.16,3.54,0.53,3.01,0.6,1.57,0.22,1.38,0.22,441,16,57,485,4.23,8.6,0.72,7.71,2.74,9,158,10.9,88,35,13.6,21,6.06,27.5625,11.50732536,32.39130435,9.875,5.831265509,2.18115942,2.920289855,39.20595533,0.129251701,14.7826087,0.052009456,2.79375,1.275,5.586956522,2.565217391,5.511363636,1.195266272,0.481875,1.926605505,3.211009174,0.238636364,0.397727273,43.81944259
64.14,0.76,16.63,4.59,0.08,2.46,4.98,4.04,2.11,0.21,22.5,45.5,5.44,20.9,4.31,1.21,3.64,0.55,3.11,0.59,1.55,0.22,1.35,0.21,456,15,56,486,4.64,9.7,0.76,7.41,2.65,10.1,176,10.8,94,32,13.1,18,6.15,30.4,11.26248865,33.7037037,11.73333333,5.220417633,2.303703704,3.192592593,40.83526682,0.122807018,15.48148148,0.045258621,3.033333333,1.393333333,5.488888889,2.696296296,5.170212766,1.234939759,0.494,1.666666667,2.962962963,0.191489362,0.340425532,43.88456426
64.44644464,0.630063006,16.93169317,4.150415042,0.070007001,2.610261026,5.00050005,4.310431043,1.680168017,0.170017002,14.9,30.5,3.77,14.8,3.29,1.03,2.8,0.42,2.3,0.46,1.19,0.17,1.02,0.17,458,12,42,391,3.37,6.2,0.48,4.25,1.87,8.3,126,10.4,80,63,13.3,30,5.99059906,38.16666667,9.871240049,29.90196078,10.5,4.52887538,2.254901961,3.225490196,38.29787234,0.091703057,14.50980392,0.050445104,2.541666667,1.233333333,4.166666667,2.745098039,4.8875,1.198,0.354166667,2.884615385,6.057692308,0.375,0.7875,43.81537584
65.33,0.64,16.41,4.01,0.07,2.48,4.63,4.07,2.18,0.18,22,43.7,5.14,19.3,3.89,1.05,3.24,0.5,2.92,0.55,1.45,0.21,1.34,0.21,437,14,61,527,4.19,8.1,0.66,7.66,2.71,9.9,159,10,81,51,12.4,21,6.25,31.21428571,11.0943918,32.6119403,11.35714286,5.655526992,2.179104478,2.902985075,40.87403599,0.139588101,14.40298507,0.050119332,3.121428571,1.378571429,5.71641791,2.417910448,6.50617284,1.349892009,0.547142857,2.1,5.1,0.259259259,0.62962963,43.86332421
66.66333367,0.599940006,16.11838816,3.579642036,0.069993001,1.909809019,4.299570043,3.819618038,2.759724028,0.179982002,24.2,46.6,5.34,19.7,3.87,1.02,3.24,0.49,2.89,0.57,1.5,0.22,1.39,0.21,376,14,76,534,4.53,9.3,0.89,11.6,4.13,12,165,7.9,68,28,9.6,15,6.579342066,26.85714286,11.76484426,33.52517986,11.78571429,6.253229974,2.079136691,2.784172662,42.63565891,0.20212766,14.17266187,0.046357616,3.328571429,1.407142857,8.345323741,2.330935252,7.852941176,1.530232558,0.828571429,1.898734177,3.544303797,0.220588235,0.411764706,43.76123508
66.83,0.57,16.59,3.54,0.06,1.7,4.15,4.21,2.18,0.17,19.5,38.6,4.42,16.6,3.27,0.94,2.79,0.44,2.46,0.48,1.25,0.18,1.14,0.17,398,12,62,498,3.95,7.4,0.64,7.38,2.75,9.5,147,7.6,57,18,8.7,9,6.39,33.16666667,11.55886993,33.85964912,12.25,5.963302752,2.157894737,2.868421053,44.95412844,0.155778894,14.56140351,0.043037975,3.216666667,1.383333333,6.473684211,2.447368421,8.736842105,1.539759036,0.615,1.184210526,2.368421053,0.157894737,0.315789474,43.92424582
67.89,0.53,15.89,3.33,0.06,1.71,3.84,4.16,2.45,0.14,22.5,43.7,5.04,18.8,3.65,0.98,2.91,0.44,2.46,0.47,1.25,0.18,1.14,0.18,388,12,65,550,4.24,8.7,0.78,9.03,3.42,11.1,154,7.2,58,30,9.5,15,6.61,32.33333333,13.33715761,38.33333333,12.83333333,6.164383562,2.157894737,3.201754386,42.19178082,0.167525773,16.49122807,0.04245283,3.641666667,1.566666667,7.921052632,2.552631579,9.482758621,1.721354167,0.7525,2.083333333,4.166666667,0.25862069,0.517241379,43.71575181
52.73472653,1.389861014,17.10828917,8.409159084,0.149985001,7.539246075,8.339166083,3.549645035,0.449955004,0.329967003,20.3,42.3,5.36,21.8,4.8,1.65,4.65,0.74,4.21,0.8,2.11,0.29,1.78,0.27,509,21,5,274,4,15.8,1.03,2.83,0.88,7,171,22.3,179,245,38.1,117,3.99960004,24.23809524,7.70657931,23.76404494,8.142857143,4.229166667,2.365168539,2.696629213,35.625,0.009823183,12.24719101,0.0675,2.014285714,1.038095238,1.58988764,2.612359551,1.530726257,0.479616307,0.134761905,5.246636771,10.98654709,0.653631285,1.368715084,33.98117693
55.48,0.93,15.69,7.99,0.15,8.26,7.93,2.7,0.69,0.18,16.4,34.5,4.39,18.2,4.21,1.33,4.03,0.64,3.82,0.77,2.05,0.29,1.81,0.27,450,20,21,290,3.54,8.4,0.57,3.26,1.1,5.1,139,21.4,159,67,26.3,38,3.39,22.5,6.122811507,19.06077348,6.95,3.895486936,2.110497238,2.325966851,33.01662708,0.046666667,10.05524862,0.076271186,1.725,0.91,1.801104972,2.226519337,1.823899371,0.427490542,0.163,1.775700935,3.130841121,0.238993711,0.421383648,43.90269865
56.87568757,1.180118012,16.65166517,6.270627063,0.120012001,6.320632063,7.790779078,3.220322032,1.420142014,0.150015002,14.2,30.8,4.12,17.8,4.45,1.33,4.22,0.63,3.54,0.66,1.71,0.24,1.44,0.21,507,17,34,287,3.23,6.1,0.46,3.87,1.39,15.5,109,26.1,188,247,31.4,137,4.640464046,29.82352941,6.663639116,21.38888889,6.411764706,3.191011236,2.458333333,3.090277778,24.49438202,0.067061144,12.36111111,0.06501548,1.811764706,1.047058824,2.6875,2.930555556,1.526595745,0.59563543,0.227647059,5.249042146,9.463601533,0.728723404,1.313829787,43.66715658
58.06,1.07,18.21,6.9,0.11,3.83,6.52,3.89,1.18,0.23,14.6,32.7,4.3,17.8,4.13,1.42,3.9,0.6,3.32,0.62,1.57,0.21,1.26,0.2,465,15,22,318,3.69,8.4,0.57,2.94,1.08,5.9,140,14,130,57,23.7,35,5.07,31,7.830111154,25.95238095,9.333333333,3.535108959,2.634920635,3.277777778,33.89830508,0.047311828,14.12698413,0.054200542,2.18,1.186666667,2.333333333,3.095238095,2.446153846,0.777607362,0.196,2.5,4.071428571,0.269230769,0.438461538,43.76282633
58.79,1.11,17.64,6.39,0.1,3.77,6.39,4.17,1.35,0.29,19.2,40.4,5.09,20.7,4.46,1.47,3.97,0.6,3.28,0.61,1.52,0.21,1.27,0.2,564,15,27,355,3.96,10.5,0.71,3.92,1.31,6.7,158,13.5,122,67,20.6,37,5.52,37.6,10.21605269,31.81102362,10.53333333,4.304932735,2.582677165,3.511811024,35.42600897,0.04787234,16.2992126,0.050505051,2.693333333,1.38,3.086614173,3.125984252,2.909836066,0.863849765,0.261333333,2.740740741,4.962962963,0.303278689,0.549180328,43.84853009
57.83,1.39,16.38,6.23,0.1,5.5,7.06,3.72,1.46,0.33,19,43.5,6.04,26.1,6.44,1.83,6.1,0.93,5.39,1.02,2.54,0.35,2.07,0.32,491,25,29,335,4.47,12.6,0.78,4.07,1.46,8.5,161,22.5,160,129,27.9,87,5.18,19.64,6.202529979,21.01449275,6.44,2.950310559,2.603864734,3.111111111,25,0.059063136,12.60869565,0.071588367,1.74,1.044,1.966183575,2.946859903,2.09375,0.733711048,0.1628,3.866666667,5.733333333,0.54375,0.80625,43.61778468
55.04449555,1.059894011,16.69833017,6.949305069,0.119988001,6.459354065,8.589141086,3.389661034,1.319868013,0.369963004,29.1,61.1,7.71,30.9,6.03,1.75,4.79,0.69,3.82,0.74,1.89,0.27,1.65,0.26,740,19,28,461,4.02,8.5,0.53,5.67,1.53,5,154,24.1,169,259,30.9,60,4.709529047,38.94736842,11.91776071,37.03030303,8.105263158,4.825870647,2.315151515,3.654545455,25.53897181,0.037837838,18.72727273,0.064676617,3.215789474,1.626315789,3.436363636,2.903030303,2.727810651,0.548311991,0.298421053,2.489626556,10.74688797,0.355029586,1.532544379,43.56874465
55.24552455,1.190119012,17.37173717,7.430743074,0.130013001,6.060606061,7.520752075,3.750375038,1.00010001,0.300030003,15.7,33.9,4.4,18.5,4.27,1.46,4.18,0.67,3.97,0.8,2.1,0.3,1.85,0.28,494,20,21,266,3.53,10.4,0.7,2.89,0.96,4.8,139,21.3,146,185,30.8,99,4.750475048,24.7,5.734737462,18.32432432,6.95,3.676814988,2.145945946,2.308108108,32.55269321,0.042510121,10,0.079320113,1.695,0.925,1.562162162,2.259459459,1.821917808,0.631648936,0.1445,4.647887324,8.685446009,0.678082192,1.267123288,43.6022612
57.26,1.09,17.53,6.65,0.11,4.71,7.2,3.9,1.3,0.25,18,37.5,4.8,19.6,4.19,1.38,4.03,0.65,3.72,0.72,1.89,0.28,1.71,0.27,517,19,30,333,3.81,9.9,0.67,4.31,1.42,5,144,19.2,144,93,26.2,43,5.2,27.21052632,7.113150724,21.92982456,7.578947368,4.295942721,2.175438596,2.450292398,34.36754177,0.058027079,11.4619883,0.070866142,1.973684211,1.031578947,2.520467836,2.356725146,2.3125,0.722222222,0.226842105,2.239583333,4.84375,0.298611111,0.645833333,43.59724619
58.45584558,1.130113011,16.76167617,5.920592059,0.100010001,4.01040104,6.860686069,3.790379038,2.490249025,0.480048005,52.9,110.8,13.8,53.4,9.5,2.54,6.61,0.85,4.32,0.77,1.91,0.26,1.58,0.24,1137,20,46,765,7.56,10.9,0.69,13.3,3.25,14.1,290,16.1,152,57,21.5,38,6.280628063,56.85,22.6247715,70.12658228,14.5,5.568421053,2.734177215,6.012658228,30.52631579,0.040457344,33.79746835,0.031746032,5.54,2.67,8.417721519,4.183544304,5.032894737,0.915451895,0.665,2.360248447,3.540372671,0.25,0.375,43.60939719
59.15,1.04,16.95,5.78,0.09,4.01,6.57,3.96,2.06,0.39,37.6,78.2,9.76,37.8,7.01,1.96,5.28,0.72,3.86,0.7,1.82,0.25,1.55,0.24,873,18,39,565,6.02,10.6,0.7,9.31,2.45,9.8,232,15.5,141,70,19.9,39,6.02,48.5,16.39237057,50.4516129,12.88888889,5.363766049,2.490322581,4.522580645,33.09557775,0.04467354,24.38709677,0.03986711,4.344444444,2.1,6.006451613,3.406451613,4.007092199,0.916286149,0.517222222,2.516129032,4.516129032,0.276595745,0.496453901,43.52320158
61.26,0.86,16.62,5.02,0.09,4.1,5.61,4.14,2.03,0.27,25.5,50.8,6.15,23.6,4.61,1.32,3.87,0.59,3.34,0.62,1.64,0.24,1.49,0.24,621,16,48,476,4.52,11.4,0.85,7.84,2.7,6.3,170,12,106,110,18.9,78,6.17,38.8125,11.56483734,34.09395973,10.625,5.531453362,2.241610738,3.093959732,36.87635575,0.077294686,15.83892617,0.053097345,3.175,1.475,5.261744966,2.597315436,4.490566038,1.099821747,0.49,6.5,9.166666667,0.735849057,1.037735849,43.35467202
49.8749875,1.250125013,17.02170217,9.280928093,0.160016002,8.670867087,10.0110011,3.02030203,0.490049005,0.220022002,8.7,19.8,2.77,12.4,3.31,1.23,3.7,0.64,4.04,0.82,2.23,0.32,1.99,0.31,367,21,6,118,2.35,8.4,0.53,0.88,0.3,1.8,94,32.3,204,345,45.7,157,3.510351035,17.47619048,2.954280941,9.949748744,4.476190476,2.628398792,2.030150754,1.663316583,28.39879154,0.016348774,6.231155779,0.131914894,0.942857143,0.59047619,0.442211055,1.859296482,0.578431373,0.350649351,0.041904762,4.860681115,10.68111455,0.769607843,1.691176471,44.01562049
49.8849885,1.300130013,16.66166617,8.580858086,0.150015002,8.750875088,9.9509951,3.050305031,1.230123012,0.440044004,28.8,65.2,8.6,35.6,7.07,2.08,5.75,0.83,4.82,0.95,2.52,0.35,2.21,0.34,793,23,22,389,4.26,11,0.67,4.02,1.17,3.4,173,34.7,189,287,43.1,153,4.280428043,34.47826087,8.806144969,29.50226244,7.52173913,4.073550212,2.180995475,3.199095023,24.46958982,0.027742749,16.10859729,0.079812207,2.834782609,1.547826087,1.819004525,2.601809955,2.058201058,0.430150754,0.174782609,4.409221902,8.270893372,0.80952381,1.518518519,43.30569725
